"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
70	1	71	123	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
70	1	71	238	0	0	0	0	0	0	1	0	"""s1:1→1"""	""""""
70	1	71	266	0	0	0	0	0	1	0	0	"""s1:1→1"""	""""""
70	1	76	115	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:67→1"""	""""""
70	1	74	122	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:67→0"""	"""s2:70→1"""
70	1	76	122	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:67→1"""	"""s2:70→1"""
70	1	76	122	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:67→2"""	"""s2:70→1"""
70	1	76	122	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:67→3"""	"""s2:70→1"""
70	1	76	122	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:67→4"""	"""s2:70→1"""
70	1	76	122	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:67→5"""	"""s2:70→1"""
70	1	72	237	1	0	0	0	0	0	1	0	"""s1:1→1 / s2:1→0, 67→0"""	"""s2:70→1"""
70	1	72	237	1	0	0	0	0	0	1	0	"""s1:1→1 / s2:1→1, 67→1"""	"""s2:70→1"""
70	1	72	237	1	0	0	0	0	0	1	0	"""s1:1→1 / s2:1→1, 67→2"""	"""s2:70→1"""
70	1	72	237	1	0	0	0	0	0	1	0	"""s1:1→1 / s2:1→1, 67→3"""	"""s2:70→1"""
70	1	75	237	1	0	0	0	0	0	1	0	"""s1:1→1 / s2:1→1, 67→0"""	"""s2:70→1"""
70	1	73	237	1	0	0	0	0	0	1	0	"""s1:1→1 / s2:1→1, 67→4"""	"""s2:70→1"""
70	1	74	265	1	0	0	0	0	1	0	0	"""s1:1→1 / s2:1→1, 67→0"""	"""s2:70→1"""
70	1	72	265	1	0	0	0	0	1	0	0	"""s1:1→1 / s2:1→1, 67→1"""	"""s2:70→1"""
70	1	72	265	1	0	0	0	0	1	0	0	"""s1:1→1 / s2:1→1, 67→2"""	"""s2:70→1"""
70	1	76	114	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:67→1 / s3:∅"""	"""s3:70→1"""
