"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
60	1	61	150	0	0	0	0	0	0	0	1	"""s1:60→1"""	""""""
60	1	61	265	0	0	0	0	0	0	1	0	"""s1:1→0, 60→1"""	""""""
60	1	61	265	0	0	0	0	0	0	1	0	"""s1:1→1, 60→0"""	""""""
60	1	61	265	0	0	0	0	0	0	1	0	"""s1:1→1, 60→1"""	""""""
60	1	62	187	0	0	0	0	1	0	1	0	"""s1:1→0, 60→1 / s2:1→1"""	""""""
60	1	62	187	0	0	0	0	1	0	1	0	"""s1:1→1, 60→0 / s2:60→1"""	""""""
60	1	62	188	0	0	0	0	0	2	0	0	"""s1:1→0, 60→1 / s2:1→1"""	""""""
60	1	62	213	0	0	0	1	0	0	1	0	"""s1:1→0, 60→1 / s2:1→1"""	""""""
60	1	62	213	0	0	0	1	0	0	1	0	"""s1:1→1, 60→0 / s2:60→1"""	""""""
60	1	62	215	0	0	0	0	1	1	0	0	"""s1:1→0, 60→1 / s2:1→1"""	""""""
60	1	62	215	0	0	0	0	1	1	0	0	"""s1:1→1, 60→0 / s2:60→1"""	""""""
60	1	62	237	0	0	1	0	0	0	1	0	"""s1:1→0, 60→1 / s2:1→1"""	""""""
60	1	62	241	0	0	0	1	0	1	0	0	"""s1:1→0, 60→1 / s2:1→1"""	""""""
60	1	62	242	0	0	0	0	2	0	0	0	"""s1:1→0, 60→1 / s2:1→1"""	""""""
60	1	63	160	0	0	0	0	0	1	1	0	"""s1:1→1, 60→0 / s2:60→1"""	""""""
60	1	63	237	0	0	1	0	0	0	1	0	"""s1:1→1, 60→0 / s2:60→1"""	""""""
60	1	64	132	0	0	0	0	0	0	2	0	"""s1:1→0, 60→1 / s2:1→1"""	""""""
60	1	64	142	0	1	0	0	0	0	0	1	"""s1:60→1 / s2:1→1"""	""""""
60	1	64	160	0	0	0	0	0	1	1	0	"""s1:1→0, 60→1 / s2:1→1"""	""""""
60	1	65	98	0	0	0	1	0	0	0	1	"""s1:60→1 / s2:1→1"""	""""""
