"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
116	3	116	193	0	0	0	1	0	0	0	1	"s1:116→1 / s2:1→1"	""
116	3	116	217	0	0	1	0	0	0	0	1	"s1:116→1 / s2:1→1"	""
116	3	116	237	0	1	0	0	0	0	0	1	"s1:116→1 / s2:1→1"	""
116	3	116	245	0	0	0	0	0	0	0	1	"s1:116→1"	""
116	3	118	229	0	2	0	0	0	0	0	1	"{s1:116→1 / s2:1→1 / s3:1→1, s1:116→1 / s2:1→1 / s3:1→2}"	""
116	3	118	236	1	1	0	0	0	0	0	1	"{s1:116→1 / s2:1→1 / s3:1→1, s1:116→1 / s2:1→1 / s3:1→2, s1:116→1 / s2:1→1 / s3:1→3, s1:116→1 / s2:1→1 / s3:1→4, s1:116→1 / s2:1→1 / s3:1→5}"	"{s3:118→1, s3:118→1, s3:118→1, s3:118→1, s3:118→1}"
116	3	118	237	0	1	0	0	0	0	0	1	"{s1:116→1 / s2:1→2, s1:116→1 / s2:1→3, s1:116→1 / s2:1→4, s1:116→1 / s2:1→5}"	""
116	8	116	236	1	0	0	0	0	0	0	1	"s1:116→1"	"s2:1→1"
116	8	116	237	0	0	0	0	0	0	0	1	"s1:116→1"	""
116	8	118	228	1	1	0	0	0	0	0	1	"s1:116→1 / s2:2→1"	"s3:1→1"
116	8	118	229	0	1	0	0	0	0	0	1	"{s1:116→1 / s2:2→1, s1:116→1 / s2:2→2}"	""
116	8	118	236	1	0	0	0	0	0	0	1	"{s1:116→1 / s2:2→1, s1:116→1 / s2:2→2, s1:116→1 / s2:2→3, s1:116→1 / s2:2→4, s1:116→1 / s2:2→5}"	"{s2:1→1, s2:1→1, s2:1→1, s2:1→1, s2:1→1}"
116	9	116	236	0	0	0	0	0	0	0	1	"s1:1→1"	""
116	9	118	228	0	1	0	0	0	0	0	1	"s1:1→1 / s2:114→1"	""
116	9	118	234	1	0	0	0	0	0	0	1	"{s1:1→1, s1:1→1 / s2:114→1, s1:1→1 / s2:114→2}"	"{s2:115→1, s2:115→1, s2:115→1}"
