"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
81	1	82	239	0	0	0	0	0	0	1	0	"""s1:1→1"""	""
81	1	82	267	0	0	0	0	0	1	0	0	"""s1:1→1"""	""
81	1	84	238	1	0	0	0	0	0	1	0	"""s1:1→1 / s2:78→0"""	"""s2:81→1"""
81	2	82	247	0	0	0	0	0	0	1	0	"""s1:1→1"""	""
81	2	84	239	0	1	0	0	0	0	1	0	"""s1:1→1 / s2:79→0, 81→1"""	""
81	2	91	239	0	1	0	0	0	0	1	0	"""s1:1→1 / s2:79→1, 81→0"""	""
81	3	82	247	0	0	0	0	0	0	1	0	"""s1:1→1"""	""
81	3	84	238	0	1	0	0	0	0	1	0	"""s1:1→1 / s2:80→0"""	"""s2:81→1"""
81	4	83	217	0	0	0	0	2	0	0	0	"""s1:1→0, 81→1 / s2:1→1"""	""
81	4	85	243	0	0	0	1	1	0	0	0	"""s1:1→1, 81→0 / s2:81→1"""	""
81	9	82	238	0	0	0	0	0	0	1	0	"""s1:1→1"""	""
81	9	82	266	0	0	0	0	0	1	0	0	"""s1:1→1"""	""
81	9	84	236	1	0	0	0	0	0	1	0	"""s1:1→1 / s2:79→0"""	"""s2:81→1"""
81	23	82	156	0	0	0	0	0	0	0	1	"""s1:1→1"""	""
81	23	82	271	0	0	0	0	0	0	1	0	"""s1:1→1"""	""
81	23	84	243	0	0	1	0	0	0	1	0	"""s1:1→1 / s2:81→1"""	""
81	23	85	148	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:81→1"""	""
81	23	86	128	0	0	1	0	0	0	0	1	"""s1:1→1 / s2:81→1"""	""
81	23	87	140	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:81→1 / s3:81→1"""	""
81	23	87	147	1	1	0	0	0	0	0	1	"{""s1:1→1 / s2:81→1 / s3:79→1, 81→0"", ""s1:1→1 / s2:81→1 / s3:79→1, 81→1""}"	"{""s3:83→1"", ""s3:83→1""}"
81	23	90	147	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:81→1 / s3:79→0, 81→1"""	"""s3:83→1"""
81	23	90	148	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:81→2"""	""
81	23	98	148	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:81→3"""	""
81	24	82	132	0	0	0	1	0	0	0	0	"""s1:1→1"""	""
81	24	82	156	0	0	1	0	0	0	0	0	"""s1:1→1"""	""
81	24	82	176	0	1	0	0	0	0	0	0	"""s1:1→1"""	""
81	24	87	168	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	""
81	24	89	175	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	"""s2:82→1"""
81	24	89	176	0	1	0	0	0	0	0	0	"""s1:1→2"""	""
81	24	90	168	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→2"""	""
81	24	90	175	1	1	0	0	0	0	0	0	"{""s1:1→1 / s2:1→2"", ""s1:1→1 / s2:1→3"", ""s1:1→1 / s2:1→4"", ""s1:1→1 / s2:1→5""}"	"{""s2:82→1"", ""s2:82→1"", ""s2:82→1"", ""s2:82→1""}"
81	24	90	176	0	1	0	0	0	0	0	0	"{""s1:1→3"", ""s1:1→4"", ""s1:1→5""}"	""
81	25	82	269	0	0	0	0	1	0	0	0	"""s1:81→1"""	""
81	25	83	217	0	0	0	1	1	0	0	0	"""s1:81→1 / s2:1→1"""	""
81	25	85	241	0	0	1	0	1	0	0	0	"""s1:81→1 / s2:1→1"""	""
81	25	88	243	0	0	0	2	0	0	0	0	"""s1:1→0, 81→1 / s2:1→1"""	""
81	34	82	148	0	0	0	0	0	0	0	1	"""s1:1→1"""	""
81	34	82	263	0	0	0	0	0	0	1	0	"""s1:1→1"""	""
81	34	83	262	1	0	0	0	0	0	1	0	"{""s1:1→1 / s2:1→1, 78→0, 80→1"", ""s1:1→1 / s2:1→1, 78→1, 80→0""}"	"{""s2:81→1"", ""s2:81→1""}"
81	34	84	147	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:78→0, 80→0"""	"""s2:81→1"""
