"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
66	1	67	191	0	0	0	0	0	0	1	0	"s1:1→1"	""
66	1	67	219	0	0	0	0	0	1	0	0	"s1:1→1"	""
66	1	67	246	0	0	0	0	1	0	0	0	"s1:1→1"	""
66	1	67	272	0	0	0	1	0	0	0	0	"s1:1→1"	""
66	2	67	191	0	0	0	0	0	0	1	0	"s1:1→1"	""
66	2	67	219	0	0	0	0	0	1	0	0	"s1:1→1"	""
66	2	67	246	0	0	0	0	1	0	0	0	"s1:1→1"	""
66	2	67	272	0	0	0	1	0	0	0	0	"s1:1→1"	""
66	3	67	191	0	0	0	0	0	0	1	0	"s1:66→1"	""
66	3	67	219	0	0	0	0	0	1	0	0	"s1:66→1"	""
66	3	67	246	0	0	0	0	1	0	0	0	"s1:66→1"	""
66	3	67	272	0	0	0	1	0	0	0	0	"s1:66→1"	""
66	3	68	210	0	1	0	0	0	1	0	0	"s1:66→1"	"s2:4→1"
66	3	68	237	0	1	0	0	1	0	0	0	"s1:66→1"	"s2:4→1"
66	3	69	182	0	1	0	0	0	0	1	0	"s1:66→1"	"s2:4→1"
66	3	69	237	0	1	0	0	1	0	0	0	"s1:66→1"	"s2:1→1"
66	3	70	173	0	2	0	0	0	0	1	0	"s1:66→1"	"s2:4→1 / s3:1→1"
66	4	67	238	0	0	0	0	1	0	0	0	"s1:66→1"	""
66	4	67	264	0	0	0	1	0	0	0	0	"{s1:1→1, s1:1→1, 66→1, s1:66→1}"	""
66	4	68	186	0	0	0	1	1	0	0	0	"s1:66→1 / s2:1→1"	""
66	4	68	210	0	0	1	0	1	0	0	0	"s1:66→1 / s2:1→1"	""
66	4	68	212	0	0	0	2	0	0	0	0	"s1:66→1 / s2:1→1"	""
66	4	68	236	0	0	1	1	0	0	0	0	"{s1:1→1 / s2:66→1, s1:66→1 / s2:1→1}"	""
66	4	68	263	1	0	0	1	0	0	0	0	"{s1:1→1, 66→1, s1:66→1 / s2:1→1, s1:66→1 / s2:1→2}"	"{s2:65→1, s2:65→1, s2:65→1}"
66	4	69	230	0	1	0	0	1	0	0	0	"s1:66→1 / s2:1→1"	""
66	4	71	235	1	0	1	1	0	0	0	0	"s1:66→1 / s2:1→1 / s3:1→1"	"s3:65→1"
66	4	72	263	1	0	0	1	0	0	0	0	"s1:66→1"	"s2:65→1"
66	5	67	264	0	1	0	0	0	0	0	0	"s1:66→1"	"{s1:4→1, s1:4→1}"
66	5	67	265	0	1	0	0	0	0	0	0	"s1:66→1"	""
66	5	68	255	0	2	0	0	0	0	0	0	"s2:66→1"	"s1:4→1 / s2:1→1"
66	5	70	255	0	2	0	0	0	0	0	0	""	"s1:4→1 / s2:1→1"
66	5	71	264	1	1	0	0	0	0	0	0	"s1:66→1"	"s2:63→1"
66	5	71	272	1	0	0	0	0	0	0	0	"{s1:66→1, s1:66→2}"	"{s1:63→1, s1:63→1, s1:63→1}"
66	5	72	272	1	0	0	0	0	0	0	0	"{s1:66→3, s1:66→4, s1:66→5}"	"{s1:63→1, s1:63→1, s1:63→1}"
66	6	67	263	0	1	0	0	0	0	0	0	""	"s1:4→1"
66	6	70	254	0	2	0	0	0	0	0	0	""	"s1:4→1 / s2:1→1"
66	7	67	265	0	1	0	0	0	0	0	0	"s1:66→1"	""
66	7	71	264	1	1	0	0	0	0	0	0	"s1:66→1"	"s2:63→1"
66	7	71	272	1	0	0	0	0	0	0	0	"{s1:66→1, s1:66→2}"	"{s1:63→1, s1:63→1, s1:63→1}"
66	7	72	272	1	0	0	0	0	0	0	0	"{s1:66→3, s1:66→4, s1:66→5}"	"{s1:63→1, s1:63→1, s1:63→1}"
66	9	67	230	0	0	0	0	1	0	0	0	"s1:66→1"	""
66	9	67	256	0	0	0	1	0	0	0	0	"s1:66→1"	""
66	9	68	255	1	0	0	1	0	0	0	0	"s1:66→1 / s2:2→1"	"s2:65→1"
66	9	69	229	1	0	0	0	1	0	0	0	"s1:66→1"	"s2:1→1"
66	9	72	255	1	0	0	1	0	0	0	0	"s1:66→1"	"s2:65→1"
66	9	74	272	0	1	1	0	0	0	0	0	"s1:66→1 / s2:66→1"	""
66	10	67	191	0	0	0	0	0	0	1	0	"s1:1→1"	""
66	10	67	219	0	0	0	0	0	1	0	0	"s1:1→1"	""
66	10	67	246	0	0	0	0	1	0	0	0	"s1:1→1"	""
66	10	67	272	0	0	0	1	0	0	0	0	"s1:1→1"	""
66	11	67	229	0	0	0	0	1	0	0	0	"s1:1→1"	""
66	11	67	255	0	0	0	1	0	0	0	0	"s1:1→1"	""
66	11	73	254	1	0	0	1	0	0	0	0	"s1:1→1"	"s2:2→1"
66	11	73	271	0	1	1	0	0	0	0	0	"s1:1→1 / s2:1→1"	""
66	12	67	265	0	1	0	0	0	0	0	0	"s1:66→1"	""
66	12	71	264	1	1	0	0	0	0	0	0	"s1:66→1"	"s2:63→1"
66	12	71	272	1	0	0	0	0	0	0	0	"{s1:66→1, s1:66→2}"	"{s1:63→1, s1:63→1, s1:63→1}"
66	12	72	272	1	0	0	0	0	0	0	0	"{s1:66→3, s1:66→4, s1:66→5}"	"{s1:63→1, s1:63→1, s1:63→1}"
66	14	67	265	0	1	0	0	0	0	0	0	"s1:1→1"	""
66	14	71	264	1	1	0	0	0	0	0	0	"s1:1→1"	"s2:4→1"
66	14	71	272	1	0	0	0	0	0	0	0	"{s1:1→1, s1:1→2}"	"{s1:4→1, s1:4→1, s1:4→1}"
66	14	72	272	1	0	0	0	0	0	0	0	"{s1:1→3, s1:1→4, s1:1→5}"	"{s1:4→1, s1:4→1, s1:4→1}"
66	16	67	260	0	0	1	0	0	0	0	0	"s1:1→1"	""
66	16	68	259	1	0	1	0	0	0	0	0	"{s1:1→1 / s2:3→1, 63→1, s1:1→1 / s2:3→1, 63→2, s1:1→1 / s2:3→1, 63→3}"	"{s2:66→1, s2:66→1, s2:66→1}"
66	16	68	272	0	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1, 63→1"	""
66	16	70	259	1	0	1	0	0	0	0	0	"s1:1→1 / s2:3→1"	"s2:66→1"
66	16	72	272	0	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1"	""
66	17	67	268	0	0	1	0	0	0	0	0	"s1:66→1"	""
66	18	67	236	0	0	0	1	0	0	0	0	"s1:1→1"	""
66	18	67	260	0	0	1	0	0	0	0	0	"s1:1→1"	""
66	18	68	259	1	0	1	0	0	0	0	0	"s1:1→1 / s2:1→1"	"s2:64→1"
66	18	68	272	0	2	0	0	0	0	0	0	"s1:1→1 / s2:1→2, 65→1"	""
66	18	73	272	0	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1"	""
66	18	75	272	0	2	0	0	0	0	0	0	"s1:1→1 / s2:1→2"	""
66	19	71	272	0	2	0	0	0	0	0	0	"s1:2→1 / s2:1→1"	""
66	20	67	268	0	0	1	0	0	0	0	0	"s1:66→1"	""
66	21	67	272	0	1	0	0	0	0	0	0	"s1:2→1, 63→1"	""
66	21	70	272	0	1	0	0	0	0	0	0	"s1:63→1"	""
66	21	71	271	1	1	0	0	0	0	0	0	"s1:63→1"	"s2:66→1"
66	21	72	272	0	1	0	0	0	0	0	0	"s1:2→1"	""
66	22	67	259	0	0	1	0	0	0	0	0	"s1:1→1"	""
66	22	68	257	1	0	1	0	0	0	0	0	"s1:1→1 / s2:3→1, 64→1"	"s2:66→1"
66	22	70	257	1	0	1	0	0	0	0	0	"s1:1→1 / s2:3→1"	"s2:66→1"
66	22	72	271	0	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1"	""
66	23	67	190	0	0	0	0	0	0	1	0	"s1:66→1"	""
66	23	67	218	0	0	0	0	0	1	0	0	"s1:66→1"	""
66	23	67	245	0	0	0	0	1	0	0	0	"s1:66→1"	""
66	23	67	271	0	0	0	1	0	0	0	0	"s1:66→1"	""
66	24	67	245	0	0	0	1	0	0	0	0	"s1:66→1"	""
66	24	67	269	0	0	1	0	0	0	0	0	"s1:66→1"	""
66	24	68	267	1	0	1	0	0	0	0	0	"{s1:66→1 / s2:1→1, 2→1, s1:66→1 / s2:2→1}"	"{s2:65→1, s2:65→1}"
66	24	72	267	1	0	1	0	0	0	0	0	"s1:66→1"	"s2:65→1"
66	26	67	245	0	0	0	1	0	0	0	0	"s1:66→1"	""
66	26	67	269	0	0	1	0	0	0	0	0	"s1:66→1"	""
66	26	68	236	0	1	0	1	0	0	0	0	"s1:66→1"	"s2:1→1"
66	26	68	267	1	0	1	0	0	0	0	0	"{s1:66→1 / s2:2→1, s1:66→1 / s2:3→1}"	"{s2:65→1, s2:65→1}"
66	26	71	267	1	0	1	0	0	0	0	0	"s1:66→1"	"s2:65→1"
66	27	67	272	0	1	0	0	0	0	0	0	"{s1:2→1, 65→1, s1:2→2, 65→1}"	""
66	27	72	271	1	1	0	0	0	0	0	0	"s1:2→1"	"s2:1→1"
66	27	72	272	0	1	0	0	0	0	0	0	"{s1:2→1, s1:2→2, s1:65→1}"	""
66	28	67	210	0	0	0	0	0	0	1	0	"s1:1→1"	""
66	28	67	238	0	0	0	0	0	1	0	0	"s1:1→1"	""
66	28	67	265	0	0	0	0	1	0	0	0	"{s1:1→1, s1:1→1, 66→1, s1:66→1}"	""
66	28	68	186	0	0	0	1	0	1	0	0	"s1:1→1 / s2:66→1"	""
66	28	68	187	0	0	0	0	2	0	0	0	"s1:66→1 / s2:1→1"	""
66	28	68	202	0	1	0	0	0	0	1	0	"s1:1→1 / s2:66→1"	""
66	28	68	210	0	0	1	0	0	1	0	0	"s1:1→1 / s2:66→1"	""
66	28	68	213	0	0	0	1	1	0	0	0	"{s1:1→1 / s2:66→1, s1:66→1 / s2:1→1}"	""
66	28	68	237	0	0	1	0	1	0	0	0	"s1:66→1 / s2:1→1"	""
66	28	68	239	0	0	0	2	0	0	0	0	"s1:66→1 / s2:1→1"	""
66	28	69	182	0	0	1	0	0	0	1	0	"s1:1→1 / s2:66→1"	""
66	28	69	237	0	0	1	0	1	0	0	0	"s1:1→1 / s2:66→1"	""
66	28	70	132	0	0	0	0	1	0	1	0	"s1:1→1 / s2:66→1"	""
66	28	70	158	0	0	0	1	0	0	1	0	"s1:1→1 / s2:66→1"	""
66	28	70	160	0	0	0	0	1	1	0	0	"s1:1→1 / s2:66→1"	""
66	28	71	230	0	1	0	0	0	1	0	0	"s1:1→1 / s2:66→1"	""
66	29	67	190	0	0	0	0	0	0	1	0	"s1:1→1"	""
66	29	67	218	0	0	0	0	0	1	0	0	"s1:1→1"	""
66	29	67	245	0	0	0	0	1	0	0	0	"s1:1→1"	""
