"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
72	1	73	180	0	0	0	0	0	0	0	1	"s1:72→1"	""
72	1	74	190	0	0	0	0	0	1	1	0	"s1:1→1 / s2:72→1"	""
72	1	74	217	0	0	0	0	1	0	1	0	"{s1:1→1 / s2:72→1, s1:72→1 / s2:1→1}"	""
72	1	74	218	0	0	0	0	0	2	0	0	"s1:72→1 / s2:1→1"	""
72	1	74	243	0	0	0	1	0	0	1	0	"s1:72→1 / s2:1→1"	""
72	1	74	245	0	0	0	0	1	1	0	0	"{s1:1→1 / s2:72→1, s1:72→1 / s2:1→1}"	""
72	1	75	162	0	0	0	0	0	0	2	0	"s1:72→1 / s2:1→1"	""
72	1	75	172	0	1	0	0	0	0	0	1	"s1:72→1 / s2:1→1"	""
72	1	75	190	0	0	0	0	0	1	1	0	"s1:72→1 / s2:1→1"	""
72	1	75	243	0	0	0	1	0	0	1	0	"s1:1→1 / s2:72→1"	""
72	1	76	128	0	0	0	1	0	0	0	1	"s1:72→1 / s2:1→1"	""
72	1	76	152	0	0	1	0	0	0	0	1	"s1:72→1 / s2:1→1"	""
72	1	78	75	0	0	0	0	0	1	0	1	"s1:72→1 / s2:1→1"	""
72	1	78	102	0	0	0	0	1	0	0	1	"s1:72→1 / s2:1→1"	""
72	1	79	47	0	0	0	0	0	0	1	1	"s1:72→1 / s2:1→1"	""
72	1	81	144	0	1	1	0	0	0	0	1	"s1:72→1 / s2:1→1 / s3:1→1"	""
72	1	81	164	0	2	0	0	0	0	0	1	"s1:72→1 / s2:1→1 / s3:1→1"	""
72	2	73	129	0	0	0	0	0	0	0	1	"s1:1→1"	""
72	2	73	244	0	0	0	0	0	0	1	0	"s1:1→1"	""
72	2	73	272	0	0	0	0	0	1	0	0	"s1:1→1"	""
72	2	74	243	1	0	0	0	0	0	1	0	"{s1:1→1 / s2:1→1, s1:1→1 / s2:1→1, 72→1, s1:1→1 / s2:1→1, 72→2, s1:1→1 / s2:1→1, 72→3, s1:1→1 / s2:1→1, 72→4}"	"{s2:69→1, s2:69→1, s2:69→1, s2:69→1, s2:69→1}"
72	2	74	271	1	0	0	0	0	1	0	0	"{s1:1→1 / s2:1→1, s1:1→1 / s2:1→1, 72→1, s1:1→1 / s2:1→1, 72→2}"	"{s2:69→1, s2:69→1, s2:69→1}"
72	2	75	236	0	1	0	0	0	0	1	0	"s1:1→1 / s2:72→1"	""
72	2	76	121	0	1	0	0	0	0	0	1	"s1:1→1 / s2:72→1"	""
72	2	78	120	1	1	0	0	0	0	0	1	"s1:1→1 / s2:72→1"	"s3:69→1"
