"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
122	2	122	253	0	0	0	0	0	0	0	1	"""s1:122→1"""	""""""
122	4	122	195	0	0	0	0	1	0	0	1	"""s1:1→1 / s2:122→1"""	""""""
122	4	122	221	0	0	0	1	0	0	0	1	"""s1:1→1 / s2:122→1"""	""""""
122	4	124	237	0	1	1	0	0	0	0	1	"""s1:1→1 / s2:122→1 / s3:122→1"""	""""""
122	4	122	245	0	0	1	0	0	0	0	1	"""s1:1→1 / s2:122→1"""	""""""
122	4	124	249	0	3	0	0	0	0	0	1	"""s1:1→1 / s2:122→1 / s3:122→1 / s4:122→1"""	""""""
122	4	124	256	1	2	0	0	0	0	0	1	"""s1:1→1 / s2:122→1 / s3:122→1 / s4:122→1"""	"""s4:125→1"""
122	4	124	256	1	2	0	0	0	0	0	1	"""s1:1→1 / s2:122→1 / s3:122→1 / s4:122→1"""	"""s4:124→1"""
122	4	123	257	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:122→1 / s3:122→1"""	""""""
122	4	123	257	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:122→1 / s3:122→2"""	""""""
122	4	123	257	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:122→1 / s3:122→3"""	""""""
122	4	124	262	2	1	0	0	0	0	0	1	"""s1:1→1 / s2:122→1 / s3:122→1 / s4:122→1"""	"""s3:124→1 / s4:124→1"""
122	4	124	262	2	1	0	0	0	0	0	1	"""s1:1→1 / s2:122→1 / s3:122→1 / s4:122→2"""	"""s3:124→1 / s4:124→1"""
122	4	123	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:122→1 / s3:122→1"""	"""s3:124→1"""
122	4	123	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:122→1 / s3:122→2"""	"""s3:124→1"""
122	4	123	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:122→1 / s3:122→3"""	"""s3:124→1"""
122	4	123	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:122→1 / s3:122→4"""	"""s3:124→1"""
122	4	123	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:122→1 / s3:122→5"""	"""s3:124→1"""
122	4	123	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:122→2 / s3:122→1"""	"""s3:124→1"""
122	4	122	265	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:122→1"""	""""""
122	4	123	265	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:122→2"""	""""""
122	4	123	265	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:122→3"""	""""""
122	4	123	265	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:122→4"""	""""""
122	4	123	265	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:122→5"""	""""""
122	4	122	273	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
122	5	122	253	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
122	5	122	244	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:∅"""	"""s2:122→1"""
122	6	122	253	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
