"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
90	1	91	251	0	0	0	0	0	0	1	0	"s1:1→1"	""
90	2	91	251	0	0	0	0	0	0	1	0	"s1:1→1"	""
90	3	91	251	0	0	0	0	0	0	1	0	"s1:90→1"	""
90	3	92	242	0	1	0	0	0	0	1	0	"s1:90→1"	"s2:1→1"
90	4	94	246	0	0	0	1	1	0	0	0	"s1:90→1 / s2:1→1"	""
90	16	91	251	0	0	0	0	0	0	1	0	"s1:1→1"	""
90	20	91	250	0	0	0	0	0	0	1	0	"s1:90→1"	""
90	27	91	270	0	0	0	0	0	0	1	0	"s1:1→1"	""
90	27	92	192	0	0	0	0	1	0	1	0	"s1:1→1 / s2:90→1"	""
90	27	92	218	0	0	0	1	0	0	1	0	"s1:1→1 / s2:90→1"	""
90	27	92	220	0	0	0	0	1	1	0	0	"s1:1→1 / s2:90→1"	""
90	27	92	246	0	0	0	1	0	1	0	0	"s1:1→1 / s2:90→1"	""
90	27	93	242	0	0	1	0	0	0	1	0	"s1:1→1 / s2:90→1"	""
90	27	94	247	0	0	0	0	2	0	0	0	"s1:90→1 / s2:1→1"	""
90	28	91	250	0	0	0	0	0	0	1	0	"s1:1→1"	""
90	28	93	241	0	1	0	0	0	0	1	0	"s1:1→1"	"s2:90→1"
90	33	91	250	0	0	0	0	0	0	1	0	"s1:90→1"	""
