"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
10	1	10	91	0	0	0	0	1	0	0	0	"s1:10→1"	""
10	1	10	117	0	0	0	1	0	0	0	0	"s1:10→1"	""
10	1	10	141	0	0	1	0	0	0	0	0	"s1:10→1"	""
10	1	10	161	0	1	0	0	0	0	0	0	"{s1:10→1, s1:1→1}"	""
10	1	10	168	1	0	0	0	0	0	0	0	""	"s1:9→1"
10	1	12	153	0	2	0	0	0	0	0	0	"s1:10→1 / s2:1→1"	""
10	1	12	160	1	1	0	0	0	0	0	0	"s1:1→1"	"s2:9→1"
10	1	13	133	0	1	1	0	0	0	0	0	"s1:10→1 / s2:1→1"	""
10	1	13	160	1	1	0	0	0	0	0	0	"{s1:10→1 / s2:1→1, s1:1→1 / s2:10→1}"	"{s2:11→1, s2:11→1}"
10	1	13	161	0	1	0	0	0	0	0	0	"s1:1→1, 10→1"	""
10	1	13	168	1	0	0	0	0	0	0	0	"s1:1→1"	"s1:9→1"
10	1	14	109	0	1	0	1	0	0	0	0	"s1:10→1 / s2:1→1"	""
10	1	14	152	1	2	0	0	0	0	0	0	"s1:10→1 / s2:1→1"	"s3:9→1"
10	1	14	157	3	1	0	0	0	0	0	0	"{s1:10→1 / s3:1→1 / s4:1→1, 3→1, 10→1, s1:10→1 / s3:1→1 / s4:1→1, 3→2, 10→2}"	"{s2:9→1 / s3:11→1 / s4:11→1, s2:9→1 / s3:11→1 / s4:11→1}"
10	1	14	158	2	1	0	0	0	0	0	0	"{s1:10→1 / s2:1→1 / s3:1→1, 3→1, 10→1, s1:10→1 / s2:1→1 / s3:1→1, 3→1, 10→2, s1:10→1 / s2:1→1 / s3:1→1, 3→2, 10→2, s1:10→1 / s2:1→1 / s3:1→2, 3→1, 10→1, s1:10→1 / s2:1→1 / s3:1→2, 3→1, 10→2, s1:10→1 / s2:3→1, 10→1 / s3:1→1, s1:10→1 / s2:3→2, 10→2 / s3:1→1}"	"{s2:11→1 / s3:11→1, s2:11→1 / s3:11→1, s2:11→1 / s3:11→1, s2:11→1 / s3:11→1, s2:11→1 / s3:11→1, s2:11→1 / s3:11→1, s2:11→1 / s3:11→1}"
10	1	14	159	2	1	0	0	0	0	0	0	"{s1:10→1 / s2:1→1 / s3:1→1, s1:10→1 / s2:1→1 / s3:1→1, 3→1, 10→1, s1:10→1 / s2:1→1 / s3:1→1, 3→1, 10→1, s1:10→1 / s2:1→1 / s3:1→1, 3→1, 10→2, s1:10→1 / s2:1→1 / s3:1→1, 3→1, 10→2, s1:10→1 / s2:1→1 / s3:1→1, 3→2, 10→1, s1:10→1 / s2:1→1 / s3:1→1, 3→2, 10→2, s1:10→1 / s2:1→1 / s3:1→1, 3→2, 10→2, s1:10→1 / s2:1→1 / s3:1→2, 3→1, 10→1, s1:10→1 / s2:1→1 / s3:1→2, 3→1, 10→1, s1:10→1 / s2:1→1 / s3:1→2, 3→1, 10→2, s1:10→1 / s2:1→1 / s3:1→2, 3→1, 10→2, s1:10→1 / s2:1→1 / s3:1→2, 3→2, 10→1, s1:10→1 / s2:1→1 / s3:1→3, 3→1, 10→1, s1:10→1 / s2:1→1 / s3:1→3, 3→1, 10→1, s1:10→1 / s2:3→1, 10→1 / s3:1→1, s1:10→1 / s2:3→1, 10→1 / s3:1→1, s1:10→1 / s2:3→2, 10→2 / s3:1→1, s1:10→1 / s3:1→1, s1:10→1 / s3:1→1, 3→1, 10→1, s1:10→1 / s3:1→1, 3→2, 10→2, s1:1→1, 10→1 / s3:3→1, 10→1, s1:1→1, 10→1 / s3:3→1, 10→2, s1:1→1, 10→1 / s3:3→1, 10→3, s1:1→1, 10→1 / s3:3→2, 10→2, s1:1→1, 10→1 / s3:3→2, 10→3, s1:1→1 / s2:10→1, s1:1→1 / s2:10→1 / s3:3→1, 10→1, s1:1→1 / s2:10→1 / s3:3→1, 10→2, s1:1→1 / s2:10→1 / s3:3→1, 10→3, s1:1→1 / s2:10→1 / s3:3→1, 10→4, s1:1→1 / s2:10→1 / s3:3→2, 10→3, s1:1→1 / s3:3→1, 10→2, s1:1→1 / s3:3→1, 10→3, s1:1→1 / s3:3→1, 10→4, s1:1→1 / s3:3→2, 10→3}"	"{s2:11→1 / s3:9→1, s2:11→1 / s3:9→1, s2:9→1 / s3:11→1, s2:11→1 / s3:9→1, s2:9→1 / s3:11→1, s2:11→1 / s3:9→1, s2:11→1 / s3:9→1, s2:9→1 / s3:11→1, s2:11→1 / s3:9→1, s2:9→1 / s3:11→1, s2:11→1 / s3:9→1, s2:9→1 / s3:11→1, s2:11→1 / s3:9→1, s2:11→1 / s3:9→1, s2:9→1 / s3:11→1, s2:11→1 / s3:9→1, s2:9→1 / s3:11→1, s2:9→1 / s3:11→1, s2:9→1 / s3:11→1, s2:9→1 / s3:11→1, s2:9→1 / s3:11→1, s2:9→1 / s3:11→1, s2:9→1 / s3:11→1, s2:9→1 / s3:11→1, s2:9→1 / s3:11→1, s2:9→1 / s3:11→1, s2:11→1 / s3:9→1, s2:11→1 / s3:9→1, s2:11→1 / s3:9→1, s2:11→1 / s3:9→1, s2:11→1 / s3:9→1, s2:11→1 / s3:9→1, s2:9→1 / s3:11→1, s2:9→1 / s3:11→1, s2:9→1 / s3:11→1, s2:9→1 / s3:11→1}"
10	1	14	160	1	1	0	0	0	0	0	0	"{s1:10→1, s1:10→1 / s2:1→1, s1:10→1 / s2:1→1, 3→1, 10→1, s1:10→1 / s2:1→1, 3→1, 10→1, s1:10→1 / s2:1→1, 3→1, 10→2, s1:10→1 / s2:1→1, 3→1, 10→2, s1:10→1 / s2:1→1, 3→2, 10→1, s1:10→1 / s2:1→1, 3→2, 10→2, s1:10→1 / s2:1→1, 3→2, 10→2, s1:10→1 / s2:1→2, 3→1, 10→1, s1:10→1 / s2:1→2, 3→1, 10→1, s1:10→1 / s2:1→2, 3→1, 10→2, s1:10→1 / s2:1→2, 3→1, 10→2, s1:10→1 / s2:1→2, 3→2, 10→1, s1:10→1 / s2:1→3, 3→1, 10→1, s1:10→1 / s2:1→3, 3→1, 10→1, s1:10→1 / s2:3→1, 10→1, s1:10→1 / s2:3→1, 10→1, s1:10→1 / s2:3→2, 10→2, s1:10→1 / s2:3→2, 10→2, s1:10→1 / s2:3→2, 10→3, s1:10→1 / s2:3→2, 10→3, s1:10→1 / s2:3→3, 10→2, s1:1→1, 10→1, s1:1→1, 10→1 / s2:3→1, 10→1, s1:1→1, 10→1 / s2:3→1, 10→1, s1:1→1, 10→1 / s2:3→1, 10→2, s1:1→1, 10→1 / s2:3→1, 10→2, s1:1→1, 10→1 / s2:3→1, 10→3, s1:1→1, 10→1 / s2:3→1, 10→3, s1:1→1, 10→1 / s2:3→1, 10→4, s1:1→1, 10→1 / s2:3→1, 10→4, s1:1→1, 10→1 / s2:3→2, 10→2, s1:1→1, 10→1 / s2:3→2, 10→2, s1:1→1, 10→1 / s2:3→2, 10→3, s1:1→1, 10→1 / s2:3→2, 10→3, s1:1→1 / s2:3→1, 10→1, s1:1→1 / s2:3→1, 10→2, s1:1→1 / s2:3→1, 10→2, s1:1→1 / s2:3→1, 10→3, s1:1→1 / s2:3→1, 10→3, s1:1→1 / s2:3→1, 10→4, s1:1→1 / s2:3→1, 10→4, s1:1→1 / s2:3→2, 10→3, s1:1→1 / s2:3→2, 10→3}"	"{s2:9→1, s2:9→1, s2:11→1, s2:9→1, s2:11→1, s2:9→1, s2:9→1, s2:11→1, s2:9→1, s2:11→1, s2:9→1, s2:11→1, s2:9→1, s2:9→1, s2:11→1, s2:9→1, s2:11→1, s2:9→1, s2:11→1, s2:9→1, s2:11→1, s2:9→1, s2:9→1, s2:9→1, s2:11→1, s2:9→1, s2:11→1, s2:9→1, s2:11→1, s2:9→1, s2:11→1, s2:9→1, s2:11→1, s2:9→1, s2:11→1, s2:9→1, s2:9→1, s2:11→1, s2:9→1, s2:11→1, s2:9→1, s2:11→1, s2:9→1, s2:11→1, s2:9→1}"
10	1	14	168	1	0	0	0	0	0	0	0	"{s1:1→1, 10→1, s1:1→1, 3→1, 10→1, s1:1→1, 3→1, 10→2, s1:1→1, 3→1, 10→3, s1:1→1, 3→2, 10→1, s1:1→1, 3→2, 10→2, s1:1→2, 10→1, s1:1→2, 10→2, s1:1→2, 3→1, 10→1, s1:1→2, 3→1, 10→2, s1:1→2, 3→2, 10→1, s1:1→3, 10→2, s1:1→3, 3→1, 10→1, s1:3→1, 10→1, s1:3→1, 10→2, s1:3→1, 10→3, s1:3→1, 10→4, s1:3→2, 10→2, s1:3→2, 10→3, s1:3→3, 10→2}"	"{s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1, s1:9→1}"
10	1	15	83	0	1	0	0	1	0	0	0	"s1:10→1 / s2:1→1"	""
10	1	15	131	2	1	1	0	0	0	0	0	"s1:10→1 / s2:1→1 / s4:3→1, 10→1"	"s3:9→1 / s4:12→1"
