"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
12	1	12	-22	0	0	0	0	0	0	0	1	"s1:12→1"	""
12	1	12	93	0	0	0	0	0	0	1	0	"s1:12→1"	""
12	1	12	121	0	0	0	0	0	1	0	0	"s1:12→1"	""
12	1	12	148	0	0	0	0	1	0	0	0	"s1:12→1"	""
12	1	12	174	0	0	0	1	0	0	0	0	"s1:12→1"	""
12	1	12	198	0	0	1	0	0	0	0	0	"s1:12→1"	""
12	1	12	210	0	2	0	0	0	0	0	0	"s1:12→1 / s2:1→1"	""
12	1	12	218	0	1	0	0	0	0	0	0	"{s1:12→1, s1:1→1}"	""
12	1	13	190	0	1	1	0	0	0	0	0	"s1:12→1 / s2:1→1"	""
12	1	13	217	1	1	0	0	0	0	0	0	"{s1:12→1 / s2:1→1, s1:1→1 / s2:12→1}"	"{s2:13→1, s2:13→1}"
12	1	13	218	0	1	0	0	0	0	0	0	"s1:1→1, 12→1"	""
12	1	14	166	0	1	0	1	0	0	0	0	"s1:12→1 / s2:1→1"	""
12	1	14	217	1	1	0	0	0	0	0	0	"{s1:12→1 / s2:1→1, 3→1, 12→2, s1:12→1 / s2:1→2, 3→1, 12→2, s1:1→1, 12→1 / s2:3→1, 12→2, s1:1→1, 12→1 / s2:3→1, 12→3, s1:1→1, 12→1 / s2:3→1, 12→4, s1:1→1, 12→1 / s2:3→2, 12→3, s1:1→1 / s2:3→1, 12→4}"	"{s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1}"
12	1	15	140	0	1	0	0	1	0	0	0	"s1:12→1 / s2:1→1"	""
12	1	15	189	1	1	1	0	0	0	0	0	"{s1:12→1 / s2:1→1 / s3:3→1, 12→2, s1:12→1 / s2:1→1 / s3:3→2, 12→3}"	"{s3:14→1, s3:14→1}"
12	1	15	209	1	2	0	0	0	0	0	0	"{s1:12→1 / s2:1→1, 12→1 / s3:3→1, 12→2, s1:12→1 / s2:1→1, 12→1 / s3:3→1, 12→2, s1:12→1 / s2:1→1, 12→1 / s3:3→1, 12→3, s1:12→1 / s2:1→1, 12→1 / s3:3→1, 12→3, s1:12→1 / s2:1→1, 12→1 / s3:3→1, 12→4, s1:12→1 / s2:1→1 / s3:3→1, 12→2}"	"{s3:13→1, s3:14→1, s3:13→1, s3:14→1, s3:14→1, s3:13→1}"
12	1	15	210	0	2	0	0	0	0	0	0	"s1:12→1 / s2:1→1, 12→1"	""
12	1	15	215	2	1	0	0	0	0	0	0	"{s1:12→1 / s2:1→1 / s3:1→1, 3→1, 12→2, s1:12→1 / s2:1→1 / s3:1→1, 3→1, 12→3, s1:12→1 / s2:1→1 / s3:1→2, 12→1, s1:12→1 / s2:1→1 / s3:1→2, 3→1, 12→2, s1:12→1 / s2:1→1 / s3:1→3, 12→2, s1:12→1 / s2:3→1, 12→1 / s3:1→1, s1:12→1 / s2:3→1, 12→2 / s3:1→1, s1:12→1 / s2:3→2, 12→3 / s3:1→1}"	"{s2:13→1 / s3:13→1, s2:13→1 / s3:13→1, s2:13→1 / s3:13→1, s2:13→1 / s3:13→1, s2:13→1 / s3:13→1, s2:13→1 / s3:13→1, s2:13→1 / s3:13→1, s2:13→1 / s3:13→1}"
12	1	15	217	1	1	0	0	0	0	0	0	"{s1:12→1 / s2:1→1, 12→1, s1:12→1 / s2:1→1, 3→1, 12→3, s1:12→1 / s2:1→2, 12→1, s1:12→1 / s2:1→2, 12→2, s1:12→1 / s2:1→3, 12→2, s1:12→1 / s2:3→1, 12→1, s1:12→1 / s2:3→1, 12→2, s1:12→1 / s2:3→1, 12→3, s1:12→1 / s2:3→1, 12→4, s1:12→1 / s2:3→2, 12→3, s1:1→1, 12→1 / s2:12→1, s1:1→1, 12→1 / s2:3→1, 12→1, s1:1→1, 12→1 / s2:3→2, 12→2, s1:1→1, 12→2 / s2:3→1, 12→4, s1:1→1 / s2:3→1, 12→2, s1:1→1 / s2:3→1, 12→3, s1:1→1 / s2:3→2, 12→3}"	"{s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1, s2:13→1}"
12	1	15	218	0	1	0	0	0	0	0	0	"s1:1→1, 12→2"	""
12	1	16	113	0	1	0	0	0	1	0	0	"s1:12→1 / s2:1→1"	""
12	1	16	165	1	1	0	1	0	0	0	0	"{s1:12→1 / s2:1→1 / s3:3→1, 12→1, s1:12→1 / s2:1→1 / s3:3→1, 12→2, s1:12→1 / s2:1→1 / s3:3→2, 12→1, s1:12→1 / s2:1→1 / s3:3→2, 12→2, s1:12→1 / s2:1→1 / s3:3→2, 12→3, s1:12→1 / s2:1→1 / s3:3→3, 12→2}"	"{s3:14→1, s3:14→1, s3:14→1, s3:14→1, s3:14→1, s3:14→1}"
12	1	16	189	1	1	1	0	0	0	0	0	"{s1:12→1 / s2:1→1 / s3:3→1, 12→1, s1:12→1 / s2:1→1 / s3:3→1, 12→3, s1:12→1 / s2:1→1 / s3:3→2, 12→2}"	"{s3:14→1, s3:14→1, s3:14→1}"
12	1	16	190	0	1	1	0	0	0	0	0	"s1:12→1 / s2:1→1, 12→1"	""
12	1	16	209	1	2	0	0	0	0	0	0	"s1:12→1 / s2:1→1, 12→1 / s3:3→1, 12→4"	"s3:13→1"
