"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
38	1	38	157	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
38	1	38	181	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
38	1	38	201	0	1	0	0	0	0	0	0	"""s1:1→1"""	""""""
38	1	44	193	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	""""""
38	1	44	200	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	"""s2:39→1"""
38	1	44	201	0	1	0	0	0	0	0	0	"""s1:1→2"""	""""""
38	1	45	193	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→2"""	""""""
38	1	45	200	1	1	0	0	0	0	0	0	"{""s1:1→1 / s2:1→2"", ""s1:1→1 / s2:1→3"", ""s1:1→1 / s2:1→4"", ""s1:1→1 / s2:1→5""}"	"{""s2:39→1"", ""s2:39→1"", ""s2:39→1"", ""s2:39→1""}"
38	1	45	201	0	1	0	0	0	0	0	0	"{""s1:1→3"", ""s1:1→4"", ""s1:1→5""}"	"{"""", """", """"}"
38	2	38	157	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
38	2	38	181	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
38	2	38	201	0	1	0	0	0	0	0	0	"""s1:1→1"""	""""""
38	2	44	193	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	""""""
38	2	44	200	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	"""s2:39→1"""
38	2	44	201	0	1	0	0	0	0	0	0	"""s1:1→2"""	""""""
38	2	45	193	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→2"""	""""""
38	2	45	200	1	1	0	0	0	0	0	0	"{""s1:1→1 / s2:1→2"", ""s1:1→1 / s2:1→3"", ""s1:1→1 / s2:1→4"", ""s1:1→1 / s2:1→5""}"	"{""s2:39→1"", ""s2:39→1"", ""s2:39→1"", ""s2:39→1""}"
38	2	45	201	0	1	0	0	0	0	0	0	"{""s1:1→3"", ""s1:1→4"", ""s1:1→5""}"	"{"""", """", """"}"
38	3	38	200	1	0	0	0	0	0	0	0	"""s1:2→0"""	"""s1:1→1"""
38	3	43	192	1	1	0	0	0	0	0	0	"""s1:2→1 / s2:2→0"""	"""s2:1→1"""
38	3	43	193	0	1	0	0	0	0	0	0	"{""s1:2→1"", ""s1:2→2""}"	"{"""", """"}"
38	3	43	200	1	0	0	0	0	0	0	0	"{""s1:2→1"", ""s1:2→2"", ""s1:2→3"", ""s1:2→4"", ""s1:2→5""}"	"{""s1:1→1"", ""s1:1→1"", ""s1:1→1"", ""s1:1→1"", ""s1:1→1""}"
38	5	38	157	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
38	5	38	181	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
38	5	38	200	0	1	0	0	0	0	0	0	"""s1:1→0"""	"""s1:38→1"""
38	5	38	201	0	1	0	0	0	0	0	0	"""s1:1→1"""	""""""
38	5	39	192	0	2	0	0	0	0	0	0	"""s1:1→0 / s2:1→1"""	"""s1:38→1"""
38	5	40	172	0	1	1	0	0	0	0	0	"""s1:1→1 / s2:∅"""	"""s2:38→1"""
38	5	40	200	0	1	0	0	0	0	0	0	"""s1:1→1"""	"""s1:38→1"""
38	5	41	148	0	1	0	1	0	0	0	0	"""s1:1→1 / s2:∅"""	"""s2:38→1"""
38	5	41	191	0	2	0	0	0	0	0	0	"""s1:1→0 / s2:1→1"""	"""s1:38→1 / s2:32→1"""
38	5	42	163	0	2	1	0	0	0	0	0	"""s1:1→1 / s2:∅ / s3:∅"""	"""s2:38→1 / s3:32→1"""
38	5	42	183	0	3	0	0	0	0	0	0	"""s1:1→0 / s2:1→1 / s3:1→1"""	"""s1:38→1 / s3:32→1"""
38	5	42	191	0	2	0	0	0	0	0	0	"{""s1:1→0 / s2:1→0"", ""s1:1→0 / s2:1→2""}"	"{""s1:38→1 / s2:32→1"", ""s1:38→1 / s2:32→1""}"
38	5	42	192	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	"""s2:38→1"""
38	5	42	200	0	1	0	0	0	0	0	0	"""s1:1→2"""	"""s1:38→1"""
38	5	43	139	0	2	0	1	0	0	0	0	"""s1:1→1 / s2:∅ / s3:∅"""	"""s2:38→1 / s3:32→1"""
38	5	44	193	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	""""""
38	5	44	200	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	"""s2:39→1"""
38	5	44	201	0	1	0	0	0	0	0	0	"""s1:1→2"""	""""""
38	5	45	193	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→2"""	""""""
38	5	45	200	1	1	0	0	0	0	0	0	"{""s1:1→1 / s2:1→2"", ""s1:1→1 / s2:1→3"", ""s1:1→1 / s2:1→4"", ""s1:1→1 / s2:1→5""}"	"{""s2:39→1"", ""s2:39→1"", ""s2:39→1"", ""s2:39→1""}"
38	5	45	201	0	1	0	0	0	0	0	0	"{""s1:1→3"", ""s1:1→4"", ""s1:1→5""}"	"{"""", """", """"}"
38	5	49	183	0	3	0	0	0	0	0	0	"""s1:1→0 / s2:1→0 / s3:1→1"""	"""s1:38→1 / s2:32→1"""
38	5	61	184	0	3	0	0	0	0	0	0	"""s1:1→0 / s2:1→1 / s3:1→1"""	"""s1:38→1"""
38	5	88	191	1	2	0	0	0	0	0	0	"""s1:1→0 / s2:1→1 / s3:1→1"""	"""s1:38→1 / s3:40→1"""
38	5	88	192	0	2	0	0	0	0	0	0	"""s1:1→0 / s2:1→2"""	"""s1:38→1"""
38	5	92	184	0	3	0	0	0	0	0	0	"""s1:1→0 / s2:1→1 / s3:1→2"""	"""s1:38→1"""
38	5	97	192	0	2	0	0	0	0	0	0	"""s1:1→0 / s2:1→3"""	"""s1:38→1"""
38	5	98	191	1	2	0	0	0	0	0	0	"""s1:1→0 / s2:1→1 / s3:1→2"""	"""s1:38→1 / s3:40→1"""
38	5	100	191	1	2	0	0	0	0	0	0	"""s1:1→0 / s2:1→1 / s3:1→3"""	"""s1:38→1 / s3:40→1"""
38	5	100	192	0	2	0	0	0	0	0	0	"""s1:1→0 / s2:1→4"""	"""s1:38→1"""
38	5	101	191	1	2	0	0	0	0	0	0	"{""s1:1→0 / s2:1→1 / s3:1→4"", ""s1:1→0 / s2:1→1 / s3:1→5""}"	"{""s1:38→1 / s3:40→1"", ""s1:38→1 / s3:40→1""}"
