"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
47	1	48	206	0	0	0	0	0	0	1	0	"""s1:1→1, 47→0"""	""""""
47	1	50	206	0	0	0	0	0	0	1	0	"""s1:1→1, 47→1"""	""""""
47	1	54	73	0	0	0	0	0	0	2	0	"""s1:1→0, 47→1 / s2:1→1"""	""""""
47	1	48	234	0	0	0	0	0	1	0	0	"""s1:1→1, 47→0"""	""""""
47	1	48	234	0	0	0	0	0	1	0	0	"""s1:1→1, 47→1"""	""""""
47	1	53	101	0	0	0	0	0	1	1	0	"""s1:1→1, 47→0 / s2:47→1"""	""""""
47	1	51	129	0	0	0	0	0	2	0	0	"""s1:1→0, 47→1 / s2:1→1"""	""""""
47	1	48	261	0	0	0	0	1	0	0	0	"""s1:1→1, 47→0"""	""""""
47	1	48	261	0	0	0	0	1	0	0	0	"""s1:1→1, 47→1"""	""""""
47	1	52	128	0	0	0	0	1	0	1	0	"""s1:1→1, 47→0 / s2:47→1"""	""""""
47	1	51	128	0	0	0	0	1	0	1	0	"""s1:1→0, 47→1 / s2:1→1"""	""""""
47	1	51	156	0	0	0	0	1	1	0	0	"""s1:1→1, 47→0 / s2:47→1"""	""""""
47	1	50	183	0	0	0	0	2	0	0	0	"""s1:1→0, 47→1 / s2:1→1"""	""""""
47	1	51	154	0	0	0	1	0	0	1	0	"""s1:1→1, 47→0 / s2:47→1"""	""""""
47	1	50	154	0	0	0	1	0	0	1	0	"""s1:1→0, 47→1 / s2:1→1"""	""""""
47	1	49	182	0	0	0	1	0	1	0	0	"""s1:1→1, 47→0 / s2:47→1"""	""""""
47	1	49	209	0	0	0	1	1	0	0	0	"""s1:1→1, 47→0 / s2:47→1"""	""""""
47	1	51	235	0	0	0	2	0	0	0	0	"""s1:1→0, 47→1 / s2:1→1"""	""""""
47	1	50	178	0	0	1	0	0	0	1	0	"""s1:1→1, 47→0 / s2:47→1"""	""""""
47	1	49	206	0	0	1	0	0	1	0	0	"""s1:1→1, 47→0 / s2:47→1"""	""""""
47	1	51	233	0	0	1	0	1	0	0	0	"""s1:1→1, 47→0 / s2:47→1"""	""""""
47	1	50	233	0	0	1	0	1	0	0	0	"""s1:1→0, 47→1 / s2:1→1"""	""""""
47	1	49	198	0	1	0	0	0	0	1	0	"""s1:1→1, 47→0 / s2:47→1"""	""""""
47	1	51	226	0	1	0	0	0	1	0	0	"""s1:1→1, 47→0 / s2:47→1"""	""""""
47	1	52	226	0	1	0	0	0	1	0	0	"""s1:1→0, 47→1 / s2:1→1"""	""""""
47	2	48	92	0	0	0	0	0	0	0	1	"""s1:47→1"""	""""""
47	2	48	207	0	0	0	0	0	0	1	0	"""s1:47→1"""	""""""
47	2	48	235	0	0	0	0	0	1	0	0	"""s1:47→1"""	""""""
47	2	48	262	0	0	0	0	1	0	0	0	"""s1:1→1, 47→0"""	""""""
47	2	48	262	0	0	0	0	1	0	0	0	"""s1:1→0, 47→1"""	""""""
47	2	48	262	0	0	0	0	1	0	0	0	"""s1:1→1, 47→1"""	""""""
47	2	56	14	0	0	0	0	1	0	0	1	"""s1:47→1 / s2:1→1"""	""""""
47	2	51	129	0	0	0	0	1	0	1	0	"""s1:47→1 / s2:1→1"""	""""""
47	2	50	157	0	0	0	0	1	1	0	0	"""s1:47→1 / s2:1→1"""	""""""
47	2	50	184	0	0	0	0	2	0	0	0	"""s1:1→0, 47→1 / s2:1→1"""	""""""
47	2	55	40	0	0	0	1	0	0	0	1	"""s1:47→1 / s2:1→1"""	""""""
47	2	51	155	0	0	0	1	0	0	1	0	"""s1:47→1 / s2:1→1"""	""""""
47	2	49	183	0	0	0	1	0	1	0	0	"""s1:47→1 / s2:1→1"""	""""""
47	2	49	210	0	0	0	1	1	0	0	0	"""s1:1→1, 47→0 / s2:47→1"""	""""""
47	2	49	210	0	0	0	1	1	0	0	0	"""s1:1→0, 47→1 / s2:1→1"""	""""""
47	2	49	236	0	0	0	2	0	0	0	0	"""s1:1→0, 47→1 / s2:1→1"""	""""""
47	2	54	64	0	0	1	0	0	0	0	1	"""s1:47→1 / s2:1→1"""	""""""
47	2	50	179	0	0	1	0	0	0	1	0	"""s1:47→1 / s2:1→1"""	""""""
47	2	49	207	0	0	1	0	0	1	0	0	"""s1:47→1 / s2:1→1"""	""""""
47	2	49	234	0	0	1	0	1	0	0	0	"""s1:1→1, 47→0 / s2:47→1"""	""""""
47	2	49	234	0	0	1	0	1	0	0	0	"""s1:1→0, 47→1 / s2:1→1"""	""""""
47	2	53	84	0	1	0	0	0	0	0	1	"""s1:47→1 / s2:1→1"""	""""""
47	2	55	84	0	1	0	0	0	0	0	1	"""s1:47→1 / s2:1→2"""	""""""
47	2	56	84	0	1	0	0	0	0	0	1	"""s1:47→1 / s2:1→3"""	""""""
47	2	56	84	0	1	0	0	0	0	0	1	"""s1:47→1 / s2:1→4"""	""""""
47	2	56	84	0	1	0	0	0	0	0	1	"""s1:47→1 / s2:1→5"""	""""""
47	2	49	199	0	1	0	0	0	0	1	0	"""s1:47→1 / s2:1→1"""	""""""
47	2	49	227	0	1	0	0	0	1	0	0	"""s1:47→1 / s2:1→1"""	""""""
47	2	56	254	0	1	0	0	1	0	0	0	"""s1:1→0, 47→1 / s2:1→0, 47→1"""	""""""
47	2	50	254	0	1	0	0	1	0	0	0	"""s1:1→0, 47→1 / s2:1→1, 47→1"""	""""""
47	2	50	254	0	1	0	0	1	0	0	0	"""s1:1→1, 47→1 / s2:47→1"""	""""""
47	2	49	254	0	1	0	0	1	0	0	0	"""s1:1→0, 47→1 / s2:1→2, 47→1"""	""""""
47	2	49	254	0	1	0	0	1	0	0	0	"""s1:1→0, 47→1 / s2:1→3, 47→1"""	""""""
