"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
20	1	20	5	0	0	0	0	0	0	0	1	"""s1:20→1"""	""
20	1	20	120	0	0	0	0	0	0	1	0	"""s1:20→1"""	""
20	1	20	148	0	0	0	0	0	1	0	0	"""s1:20→1"""	""
20	1	20	175	0	0	0	0	1	0	0	0	"""s1:20→1"""	""
20	1	20	201	0	0	0	1	0	0	0	0	"{""s1:1→0, 20→1"", ""s1:1→1, 20→0""}"	""
20	1	20	217	0	1	1	0	0	0	0	0	"{""s1:1→0, 20→1 / s2:1→1, 20→0"", ""s1:1→1, 20→0 / s2:20→1""}"	""
20	1	20	225	0	0	1	0	0	0	0	0	"{""s1:1→0, 20→1"", ""s1:1→1, 20→0""}"	""
20	1	20	244	1	1	0	0	0	0	0	0	"{""s1:1→0, 20→1 / s2:1→1, 20→0"", ""s1:1→1, 20→0 / s2:1→0, 20→1""}"	"{""s2:21→1"", ""s2:21→1""}"
20	1	20	245	0	1	0	0	0	0	0	0	"{""s1:1→0, 20→1"", ""s1:1→1, 20→0"", ""s1:1→1, 20→1""}"	""
20	1	21	193	0	1	0	1	0	0	0	0	"{""s1:1→0, 20→1 / s2:1→1, 20→0"", ""s1:1→1, 20→0 / s2:20→1""}"	""
20	1	21	197	0	0	2	0	0	0	0	0	"""s1:1→0, 20→1 / s2:1→1, 20→0"""	""
20	1	21	225	0	0	1	0	0	0	0	0	"""s1:1→1, 20→1"""	""
20	1	22	167	0	1	0	0	1	0	0	0	"""s1:20→1 / s2:1→1, 20→0"""	""
20	1	22	173	0	0	1	1	0	0	0	0	"{""s1:1→0, 20→1 / s2:1→1"", ""s1:1→1, 20→0 / s2:20→1""}"	""
20	1	22	201	0	0	0	1	0	0	0	0	"""s1:1→1, 20→1"""	""
20	1	22	229	0	3	0	0	0	0	0	0	"""s1:1→0, 20→1 / s2:1→1, 20→1 / s3:1→2, 20→1"""	""
20	1	22	236	1	2	0	0	0	0	0	0	"{""s1:1→0, 20→1 / s2:1→1, 20→1 / s3:1→2, 20→1"", ""s1:1→0, 20→1 / s2:1→1, 20→1 / s3:1→3, 20→2"", ""s1:1→0, 20→1 / s2:1→1, 20→1 / s3:1→3, 20→2"", ""s1:1→0, 20→1 / s2:1→2, 20→1 / s3:1→3, 20→2""}"	"{""s3:21→1"", ""s3:21→1"", ""s3:22→1"", ""s3:21→1""}"
20	1	22	237	0	2	0	0	0	0	0	0	"{""s1:1→0, 20→1 / s2:1→1, 20→1"", ""s1:1→0, 20→1 / s2:1→2, 20→1"", ""s1:1→0, 20→1 / s2:1→3, 20→2"", ""s1:1→1, 20→0 / s2:1→1, 20→1"", ""s1:1→1, 20→0 / s2:1→1, 20→2"", ""s1:1→1, 20→0 / s2:1→2, 20→3"", ""s1:1→1, 20→1 / s2:1→1, 20→1"", ""s1:1→1, 20→1 / s2:1→1, 20→2"", ""s1:1→1, 20→1 / s2:1→2, 20→1"", ""s1:1→1, 20→1 / s2:1→2, 20→2"", ""s1:1→1, 20→1 / s2:1→2, 20→3"", ""s1:1→1, 20→2 / s2:1→2, 20→2""}"	""
20	1	22	242	2	1	0	0	0	0	0	0	"{""s1:1→0, 20→1 / s2:1→1, 20→0 / s3:1→3, 20→2"", ""s1:1→1, 20→0 / s2:1→0, 20→1 / s3:1→2, 20→3"", ""s1:1→1, 20→1 / s2:1→0, 20→1 / s3:1→1, 20→1"", ""s1:1→1, 20→1 / s2:1→0, 20→1 / s3:1→2, 20→2""}"	"{""s2:21→1 / s3:21→1"", ""s2:21→1 / s3:21→1"", ""s2:21→1 / s3:21→1"", ""s2:21→1 / s3:21→1""}"
