"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
17	1	17	31	0	0	0	0	0	0	0	1	"""s1:17→1"""	""
17	1	17	146	0	0	0	0	0	0	1	0	"{""s1:1→0, 17→1"", ""s1:1→1, 17→0""}"	""
17	1	17	174	0	0	0	0	0	1	0	0	"{""s1:1→0, 17→1"", ""s1:1→1, 17→0""}"	""
17	1	17	201	0	0	0	0	1	0	0	0	"{""s1:1→0, 17→1"", ""s1:1→1, 17→0""}"	""
17	1	17	219	0	1	0	1	0	0	0	0	"{""s1:1→0, 17→1 / s2:1→1, 17→0"", ""s1:1→1, 17→0 / s2:17→1""}"	""
17	1	17	223	0	0	2	0	0	0	0	0	"""s1:1→0, 17→1 / s2:1→1, 17→0"""	""
17	1	17	227	0	0	0	1	0	0	0	0	"{""s1:1→0, 17→1"", ""s1:1→1, 17→0""}"	""
17	1	17	251	0	0	1	0	0	0	0	0	"{""s1:1→0, 17→1"", ""s1:1→1, 17→0"", ""s1:1→1, 17→1""}"	""
17	1	17	270	1	1	0	0	0	0	0	0	"{""s1:1→0, 17→1 / s2:1→2, 6→1, 17→1"", ""s1:1→1, 17→0 / s2:1→0, 6→1, 17→1""}"	"{""s2:18→1"", ""s2:18→1""}"
17	1	17	271	0	1	0	0	0	0	0	0	"{""s1:1→0, 17→1"", ""s1:1→1, 17→0""}"	""
17	1	18	193	0	1	0	0	1	0	0	0	"{""s1:1→0, 17→1 / s2:1→1, 17→0"", ""s1:1→1, 17→0 / s2:17→1""}"	""
17	1	18	199	0	0	1	1	0	0	0	0	"{""s1:1→0, 17→1 / s2:1→1"", ""s1:1→1, 17→0 / s2:17→1""}"	""
17	1	18	227	0	0	0	1	0	0	0	0	"""s1:1→1, 17→1"""	""
17	1	18	251	0	0	1	0	0	0	0	0	"""s1:1→2, 17→2"""	""
17	1	18	270	1	1	0	0	0	0	0	0	"{""s1:1→0, 17→1 / s2:1→0, 6→1, 17→0"", ""s1:1→1, 17→2 / s2:1→0, 6→1, 17→1"", ""s1:1→2, 17→1 / s2:1→0, 6→1, 17→0"", ""s1:1→2, 17→1 / s2:1→2, 6→1, 17→1"", ""s1:1→2, 17→3 / s2:1→0, 6→1, 17→1""}"	"{""s2:18→1"", ""s2:18→1"", ""s2:18→1"", ""s2:18→1"", ""s2:18→1""}"
17	1	18	271	0	1	0	0	0	0	0	0	"{""s1:1→1, 17→1"", ""s1:1→1, 17→2"", ""s1:1→2, 17→1"", ""s1:1→2, 17→2"", ""s1:1→2, 17→3"", ""s1:1→3, 17→2""}"	""
17	1	19	166	0	1	0	0	0	1	0	0	"{""s1:1→0, 17→1 / s2:1→1"", ""s1:1→1, 17→0 / s2:17→1""}"	""
17	1	19	173	0	0	1	0	1	0	0	0	"{""s1:1→0, 17→1 / s2:1→1"", ""s1:1→1, 17→0 / s2:17→1""}"	""
17	1	19	175	0	0	0	2	0	0	0	0	"""s1:1→0, 17→1 / s2:1→1"""	""
17	1	19	201	0	0	0	0	1	0	0	0	"""s1:1→1, 17→1"""	""
17	1	19	218	1	1	0	1	0	0	0	0	"""s1:1→1, 17→0 / s2:17→1 / s3:1→1, 6→1, 17→2"""	"""s3:19→1"""
17	1	19	223	0	0	2	0	0	0	0	0	"""s1:1→0, 17→1 / s2:1→2, 17→1"""	""
17	1	19	243	0	1	1	0	0	0	0	0	"{""s1:1→0, 17→1 / s2:1→2, 17→1"", ""s1:1→0, 17→1 / s2:1→3, 17→2"", ""s1:1→1, 17→0 / s2:1→1, 17→2"", ""s1:1→1, 17→1 / s2:1→0, 17→1"", ""s1:1→1, 17→1 / s2:1→1, 17→0"", ""s1:1→1, 17→1 / s2:1→1, 17→1"", ""s1:1→1, 17→1 / s2:1→1, 17→2""}"	""
17	1	19	251	0	0	1	0	0	0	0	0	"{""s1:1→1, 17→2"", ""s1:1→2, 17→1""}"	""
