"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
26	1	26	127	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
26	1	26	151	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
26	1	26	171	0	1	0	0	0	0	0	0	"""s1:1→1"""	""""""
26	1	32	163	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	""""""
26	1	33	170	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	"""s2:27→1"""
26	1	33	171	0	1	0	0	0	0	0	0	"""s1:1→2"""	""""""
26	1	34	163	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→2"""	""""""
26	1	34	170	1	1	0	0	0	0	0	0	"{""s1:1→1 / s2:1→2"", ""s1:1→1 / s2:1→3"", ""s1:1→1 / s2:1→4"", ""s1:1→1 / s2:1→5""}"	"{""s2:27→1"", ""s2:27→1"", ""s2:27→1"", ""s2:27→1""}"
26	1	34	171	0	1	0	0	0	0	0	0	"{""s1:1→3"", ""s1:1→4"", ""s1:1→5""}"	"{"""", """", """"}"
26	2	26	127	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
26	2	26	151	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
26	2	26	171	0	1	0	0	0	0	0	0	"""s1:1→1"""	""""""
26	2	32	163	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	""""""
26	2	33	170	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	"""s2:27→1"""
26	2	33	171	0	1	0	0	0	0	0	0	"""s1:1→2"""	""""""
26	2	34	163	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→2"""	""""""
26	2	34	170	1	1	0	0	0	0	0	0	"{""s1:1→1 / s2:1→2"", ""s1:1→1 / s2:1→3"", ""s1:1→1 / s2:1→4"", ""s1:1→1 / s2:1→5""}"	"{""s2:27→1"", ""s2:27→1"", ""s2:27→1"", ""s2:27→1""}"
26	2	34	171	0	1	0	0	0	0	0	0	"{""s1:1→3"", ""s1:1→4"", ""s1:1→5""}"	"{"""", """", """"}"
26	3	26	170	1	0	0	0	0	0	0	0	"""s1:2→0"""	"""s1:1→1"""
26	3	32	162	1	1	0	0	0	0	0	0	"""s1:2→1 / s2:2→0"""	"""s2:1→1"""
26	3	32	163	0	1	0	0	0	0	0	0	"{""s1:2→1"", ""s1:2→2""}"	"{"""", """"}"
26	3	32	170	1	0	0	0	0	0	0	0	"{""s1:2→1"", ""s1:2→2"", ""s1:2→3"", ""s1:2→4"", ""s1:2→5""}"	"{""s1:1→1"", ""s1:1→1"", ""s1:1→1"", ""s1:1→1"", ""s1:1→1""}"
26	4	26	127	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
26	4	26	151	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
26	4	26	170	0	1	0	0	0	0	0	0	"""s1:1→0"""	"""s1:26→1"""
26	4	26	171	0	1	0	0	0	0	0	0	"""s1:1→1"""	""""""
26	4	28	162	0	2	0	0	0	0	0	0	"""s1:1→0 / s2:1→1"""	"""s1:26→1"""
26	4	29	142	0	1	1	0	0	0	0	0	"""s1:1→1 / s2:∅"""	"""s2:26→1"""
26	4	29	170	0	1	0	0	0	0	0	0	"""s1:1→1"""	"""s1:26→1"""
26	4	30	118	0	1	0	1	0	0	0	0	"""s1:1→1 / s2:∅"""	"""s2:26→1"""
26	4	30	153	0	3	0	0	0	0	0	0	"""s1:1→0 / s2:1→0 / s3:1→1"""	"""s1:26→1 / s2:20→1"""
26	4	30	161	0	2	0	0	0	0	0	0	"{""s1:1→0 / s2:1→0"", ""s1:1→0 / s2:1→1""}"	"{""s1:26→1 / s2:20→1"", ""s1:26→1 / s2:20→1""}"
