"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
41	1	42	158	0	0	0	0	1	0	0	0	"""s1:1→1"""	""""""
41	1	42	184	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
41	1	42	208	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
41	1	42	228	0	1	0	0	0	0	0	0	"""s1:1→1"""	""""""
41	1	49	228	0	1	0	0	0	0	0	0	"""s1:1→2"""	""""""
41	1	50	228	0	1	0	0	0	0	0	0	"""s1:1→3"""	""""""
41	1	50	228	0	1	0	0	0	0	0	0	"""s1:1→4"""	""""""
41	1	50	228	0	1	0	0	0	0	0	0	"""s1:1→5"""	""""""
41	1	48	200	0	1	1	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	""""""
41	1	48	220	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	""""""
41	1	50	220	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→2"""	""""""
41	1	50	220	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→3"""	""""""
41	1	50	212	0	3	0	0	0	0	0	0	"""s1:1→1 / s2:1→1 / s3:1→1"""	""""""
41	1	42	235	1	0	0	0	0	0	0	0	"""s1:1→0"""	"""s1:2→1"""
41	1	46	235	1	0	0	0	0	0	0	0	"""s1:1→1"""	"""s1:2→1"""
41	1	48	235	1	0	0	0	0	0	0	0	"""s1:1→2"""	"""s1:2→1"""
41	1	48	235	1	0	0	0	0	0	0	0	"""s1:1→3"""	"""s1:2→1"""
41	1	49	235	1	0	0	0	0	0	0	0	"""s1:1→4"""	"""s1:2→1"""
41	1	49	235	1	0	0	0	0	0	0	0	"""s1:1→5"""	"""s1:2→1"""
41	1	48	183	1	0	0	1	0	0	0	0	"""s1:1→1 / s2:∅"""	"""s2:2→1"""
41	1	46	207	1	0	1	0	0	0	0	0	"""s1:1→1 / s2:1→0"""	"""s2:2→1"""
