"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
35	1	35	176	0	0	0	0	0	0	1	0	"""s1:1→1, 35→0"""	""
35	1	35	204	0	0	0	0	0	1	0	0	"""s1:1→1, 35→0"""	""
35	1	35	223	0	1	0	0	1	0	0	0	"""s1:1→1, 35→0 / s2:35→1"""	""
35	1	35	229	0	0	1	1	0	0	0	0	"""s1:1→1, 35→0 / s2:35→1"""	""
35	1	35	231	0	0	0	0	1	0	0	0	"""s1:1→1, 35→0"""	""
35	1	35	257	0	0	0	1	0	0	0	0	"{""s1:1→1, 35→0"", ""s1:1→1, 35→1""}"	""
35	1	36	196	0	1	0	0	0	1	0	0	"""s1:1→1, 35→0 / s2:35→1"""	""
35	1	36	203	0	0	1	0	1	0	0	0	"""s1:1→1, 35→0 / s2:35→1"""	""
35	1	36	205	0	0	0	2	0	0	0	0	"""s1:1→0, 35→1 / s2:1→1"""	""
35	1	36	231	0	0	0	0	1	0	0	0	"""s1:1→1, 35→1"""	""
35	1	37	168	0	1	0	0	0	0	1	0	"""s1:1→1, 35→0 / s2:35→1"""	""
35	1	37	176	0	0	1	0	0	1	0	0	"""s1:1→1, 35→0 / s2:35→1"""	""
35	1	37	179	0	0	0	1	1	0	0	0	"""s1:1→1, 35→0 / s2:35→1"""	""
35	1	37	204	0	0	0	0	0	1	0	0	"""s1:1→1, 35→1"""	""
35	1	37	273	0	1	1	0	0	0	0	0	"{""s1:1→0, 35→1 / s2:1→1, 35→1"", ""s1:1→0, 35→1 / s2:1→2, 35→1"", ""s1:1→1, 35→1 / s2:1→0, 35→1"", ""s1:1→1, 35→1 / s2:1→1, 35→1""}"	""
35	1	38	148	0	0	1	0	0	0	1	0	"""s1:1→1, 35→0 / s2:35→1"""	""
35	1	38	152	0	0	0	1	0	1	0	0	"""s1:1→1, 35→0 / s2:35→1"""	""
35	1	38	153	0	0	0	0	2	0	0	0	"""s1:1→0, 35→1 / s2:1→1"""	""
35	1	38	176	0	0	0	0	0	0	1	0	"""s1:1→1, 35→1"""	""
35	1	38	222	1	1	0	0	1	0	0	0	"""s1:1→1, 35→0 / s2:35→1 / s3:1→1, 35→2"""	"""s3:37→1"""
35	1	39	124	0	0	0	1	0	0	1	0	"""s1:1→1, 35→0 / s2:35→1"""	""
35	1	39	126	0	0	0	0	1	1	0	0	"""s1:1→1, 35→0 / s2:35→1"""	""
35	1	39	222	1	1	0	0	1	0	0	0	"""s1:1→1, 35→0 / s2:35→1 / s3:1→1, 35→3"""	"""s3:37→1"""
35	1	40	98	0	0	0	0	1	0	1	0	"""s1:1→1, 35→0 / s2:35→1"""	""
35	1	40	99	0	0	0	0	0	2	0	0	"""s1:1→0, 35→1 / s2:1→1"""	""
35	1	40	160	0	2	0	0	0	0	1	0	"""s1:1→1, 35→0 / s2:35→1 / s3:35→1"""	""
35	1	41	71	0	0	0	0	0	1	1	0	"""s1:1→1, 35→0 / s2:35→1"""	""
35	1	41	140	0	1	1	0	0	0	1	0	"""s1:1→1, 35→0 / s2:35→1 / s3:35→1"""	""
35	1	41	167	1	1	0	0	0	0	1	0	"{""s1:1→1, 35→0 / s2:35→1 / s3:35→1"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→2""}"	"{""s3:37→1"", ""s3:37→1""}"
35	1	41	168	0	1	0	0	0	0	1	0	"{""s1:1→1, 35→0 / s2:35→2"", ""s1:1→1, 35→0 / s2:35→3""}"	""
35	1	41	273	0	1	1	0	0	0	0	0	"""s1:1→0, 35→1 / s2:1→0, 35→1"""	""
35	1	42	43	0	0	0	0	0	0	2	0	"""s1:1→0, 35→1 / s2:1→1"""	""
35	1	42	148	0	0	1	0	0	0	1	0	"""s1:1→1, 35→0 / s2:35→2"""	""
35	1	42	152	0	3	0	0	0	0	1	0	"""s1:1→1, 35→0 / s2:35→1 / s3:35→1 / s4:35→1"""	""
35	1	42	159	1	2	0	0	0	0	1	0	"{""s1:1→1, 35→0 / s2:35→1 / s3:35→1 / s4:35→1"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→1 / s4:35→2"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→1 / s4:35→3"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→1 / s4:35→4"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→1 / s4:35→5"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→2 / s4:35→1""}"	"{""s4:38→1"", ""s4:38→1"", ""s4:38→1"", ""s4:38→1"", ""s4:38→1"", ""s4:37→1""}"
35	1	42	160	0	2	0	0	0	0	1	0	"{""s1:1→1, 35→0 / s2:35→1 / s3:35→2"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→3"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→4"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→5"", ""s1:1→1, 35→0 / s2:35→2 / s3:35→2""}"	""
35	1	42	165	2	1	0	0	0	0	1	0	"{""s1:1→1, 35→0 / s2:35→1 / s3:35→1 / s4:35→1"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→1 / s4:35→2"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→1 / s4:35→3"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→1 / s4:35→4"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→1 / s4:35→5"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→2 / s4:35→2"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→2 / s4:35→3"", ""s1:1→1, 35→0 / s2:35→1 / s3:35→2 / s4:35→4""}"	"{""s3:37→1 / s4:37→1"", ""s3:37→1 / s4:37→1"", ""s3:37→1 / s4:37→1"", ""s3:37→1 / s4:37→1"", ""s3:37→1 / s4:37→1"", ""s3:37→1 / s4:37→1"", ""s3:37→1 / s4:37→1"", ""s3:37→1 / s4:37→1""}"
