"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
108	1	108	137	0	0	0	0	0	0	1	1	"s1:108→1 / s2:1→1"	""
108	1	108	165	0	0	0	0	0	1	0	1	"s1:108→1 / s2:1→1"	""
108	1	108	192	0	0	0	0	1	0	0	1	"s1:108→1 / s2:1→1"	""
108	1	108	218	0	0	0	1	0	0	0	1	"s1:108→1 / s2:1→1"	""
108	1	108	242	0	0	1	0	0	0	0	1	"s1:108→1 / s2:1→1"	""
108	1	108	252	0	0	0	0	0	0	2	0	"s1:108→1 / s2:1→1"	""
108	1	108	262	0	1	0	0	0	0	0	1	"s1:108→1 / s2:1→1"	""
108	1	108	270	0	0	0	0	0	0	0	1	"s1:108→1"	""
108	1	109	254	0	2	0	0	0	0	0	1	"{s1:108→1 / s2:1→1 / s3:1→1, s1:108→1 / s2:1→1 / s3:1→2, s1:108→1 / s2:1→1 / s3:1→3, s1:108→1 / s2:1→1 / s3:1→4, s1:108→1 / s2:1→1 / s3:1→5, s1:108→1 / s2:1→2 / s3:1→2}"	""
108	1	109	261	1	1	0	0	0	0	0	1	"{s1:108→1 / s2:1→1 / s3:1→1, s1:108→1 / s2:1→1 / s3:1→2, s1:108→1 / s2:1→1 / s3:1→3, s1:108→1 / s2:1→1 / s3:1→4, s1:108→1 / s2:1→1 / s3:1→5, s1:108→1 / s2:1→2 / s3:1→1, s1:108→1 / s2:1→2 / s3:1→2, s1:108→1 / s2:1→2 / s3:1→3, s1:108→1 / s2:1→2 / s3:1→4, s1:108→1 / s2:1→2 / s3:1→5, s1:108→1 / s2:1→3 / s3:1→1}"	"{s3:110→1, s3:110→1, s3:110→1, s3:110→1, s3:110→1, s3:110→1, s3:110→1, s3:110→1, s3:110→1, s3:110→1, s3:110→1}"
108	1	109	262	0	1	0	0	0	0	0	1	"{s1:108→1 / s2:1→2, s1:108→1 / s2:1→3, s1:108→1 / s2:1→4, s1:108→1 / s2:1→5}"	""
108	1	110	234	0	1	1	0	0	0	0	1	"s1:108→1 / s2:1→1 / s3:1→1"	""
108	1	110	242	0	0	1	0	0	0	0	1	"s1:108→1 / s2:1→2"	""
108	1	110	246	0	3	0	0	0	0	0	1	"s1:108→1 / s2:1→1 / s3:1→1 / s4:1→1"	""
108	1	110	253	1	2	0	0	0	0	0	1	"{s1:108→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:108→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:108→1 / s2:1→1 / s3:1→1 / s4:1→2, s1:108→1 / s2:1→1 / s3:1→1 / s4:1→2, s1:108→1 / s2:1→1 / s3:1→1 / s4:1→3, s1:108→1 / s2:1→1 / s3:1→1 / s4:1→3, s1:108→1 / s2:1→1 / s3:1→1 / s4:1→4, s1:108→1 / s2:1→1 / s3:1→1 / s4:1→4, s1:108→1 / s2:1→1 / s3:1→1 / s4:1→5, s1:108→1 / s2:1→1 / s3:1→1 / s4:1→5, s1:108→1 / s2:1→1 / s3:1→2 / s4:1→1}"	"{s4:110→1, s4:111→1, s4:110→1, s4:111→1, s4:110→1, s4:111→1, s4:110→1, s4:111→1, s4:110→1, s4:111→1, s4:110→1}"
108	1	110	259	2	1	0	0	0	0	0	1	"{s1:108→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:108→1 / s2:1→1 / s3:1→1 / s4:1→2, s1:108→1 / s2:1→1 / s3:1→1 / s4:1→3, s1:108→1 / s2:1→1 / s3:1→1 / s4:1→4, s1:108→1 / s2:1→1 / s3:1→1 / s4:1→5, s1:108→1 / s2:1→1 / s3:1→2 / s4:1→2, s1:108→1 / s2:1→1 / s3:1→2 / s4:1→3, s1:108→1 / s2:1→1 / s3:1→2 / s4:1→4}"	"{s3:110→1 / s4:110→1, s3:110→1 / s4:110→1, s3:110→1 / s4:110→1, s3:110→1 / s4:110→1, s3:110→1 / s4:110→1, s3:110→1 / s4:110→1, s3:110→1 / s4:110→1, s3:110→1 / s4:110→1}"
108	2	108	250	0	0	0	1	0	0	1	0	"s1:108→1 / s2:1→1"	""
108	5	108	211	0	1	0	0	0	0	0	1	"s1:1→1 / s2:108→1"	""
108	5	108	219	0	0	0	0	0	0	0	1	"s1:1→1"	""
108	5	110	218	1	0	0	0	0	0	0	1	"{s1:1→1 / s2:108→1, s1:1→1 / s2:108→2, s1:1→1 / s2:108→3, s1:1→1 / s2:108→4, s1:1→1 / s2:108→5}"	"{s2:105→1, s2:105→1, s2:105→1, s2:105→1, s2:105→1}"
108	5	111	210	1	1	0	0	0	0	0	1	"s1:1→1 / s2:108→1"	"s3:105→1"
108	5	111	218	1	0	0	0	0	0	0	1	"s1:1→1"	"s2:105→1"
108	6	108	218	0	0	0	0	0	0	0	1	"s1:1→1"	""
