"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
105	3	105	188	0	0	1	0	0	0	0	1	"""s1:1→1 / s2:105→1"""	""""""
105	3	105	208	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:105→1"""	""""""
105	3	105	216	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
105	3	108	200	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:105→1 / s3:105→1"""	""""""
105	3	108	207	1	1	0	0	0	0	0	1	"{""s1:1→1 / s2:105→1 / s3:103→0, 105→1"", ""s1:1→1 / s2:105→1 / s3:103→1, 105→0"", ""s1:1→1 / s2:105→1 / s3:103→1, 105→1""}"	"{""s3:107→1"", ""s3:107→1"", ""s3:107→1""}"
105	3	108	208	0	1	0	0	0	0	0	1	"{""s1:1→1 / s2:105→2"", ""s1:1→1 / s2:105→3""}"	"{"""", """"}"
105	8	105	207	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:102→0, 104→0"""	"""s2:105→1"""
105	8	105	208	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
105	8	108	200	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:104→1"""	""""""
105	8	108	207	1	0	0	0	0	0	0	1	"{""s1:1→1 / s2:102→0, 104→1"", ""s1:1→1 / s2:102→1, 104→0"", ""s1:1→1 / s2:102→1, 104→1""}"	"{""s2:105→1"", ""s2:105→1"", ""s2:105→1""}"
105	16	105	260	0	0	0	0	0	0	0	2	"""s1:1→0, 105→1 / s2:1→1"""	""""""
105	17	105	195	0	0	0	0	0	0	2	0	"""s1:1→0, 105→1 / s2:1→1"""	""""""
105	17	105	223	0	0	0	0	0	1	1	0	"""s1:1→1, 105→0 / s2:105→1"""	""""""
105	17	105	250	0	0	0	0	1	0	1	0	"""s1:1→1, 105→0 / s2:105→1"""	""""""
105	17	105	251	0	0	0	0	0	2	0	0	"""s1:1→0, 105→1 / s2:1→1"""	""""""
