"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
36	1	36	90	0	0	0	0	0	0	0	1	"""s1:36→1"""	""""""
36	1	36	205	0	0	0	0	0	0	1	0	"""s1:1→1, 36→0"""	""""""
36	1	36	205	0	0	0	0	0	0	1	0	"""s1:1→0, 36→1"""	""""""
36	1	38	205	0	0	0	0	0	0	1	0	"""s1:1→1, 36→1"""	""""""
36	1	46	-43	0	0	0	0	0	0	1	1	"""s1:36→1 / s2:1→1"""	""""""
36	1	42	72	0	0	0	0	0	0	2	0	"""s1:1→0, 36→1 / s2:1→1"""	""""""
36	1	36	233	0	0	0	0	0	1	0	0	"""s1:1→1, 36→0"""	""""""
36	1	36	233	0	0	0	0	0	1	0	0	"""s1:1→0, 36→1"""	""""""
36	1	37	233	0	0	0	0	0	1	0	0	"""s1:1→1, 36→1"""	""""""
36	1	45	-15	0	0	0	0	0	1	0	1	"""s1:36→1 / s2:1→1"""	""""""
36	1	41	100	0	0	0	0	0	1	1	0	"""s1:1→1, 36→0 / s2:36→1"""	""""""
36	1	41	100	0	0	0	0	0	1	1	0	"""s1:1→0, 36→1 / s2:1→1"""	""""""
36	1	40	128	0	0	0	0	0	2	0	0	"""s1:1→0, 36→1 / s2:1→1"""	""""""
36	1	36	260	0	0	0	0	1	0	0	0	"""s1:1→1, 36→0"""	""""""
36	1	36	260	0	0	0	0	1	0	0	0	"""s1:1→0, 36→1"""	""""""
36	1	36	260	0	0	0	0	1	0	0	0	"""s1:1→1, 36→1"""	""""""
36	1	44	12	0	0	0	0	1	0	0	1	"""s1:36→1 / s2:1→1"""	""""""
36	1	40	127	0	0	0	0	1	0	1	0	"""s1:1→1, 36→0 / s2:36→1"""	""""""
36	1	40	127	0	0	0	0	1	0	1	0	"""s1:1→0, 36→1 / s2:1→1"""	""""""
36	1	39	155	0	0	0	0	1	1	0	0	"""s1:1→1, 36→0 / s2:36→1"""	""""""
36	1	39	155	0	0	0	0	1	1	0	0	"""s1:1→0, 36→1 / s2:1→1"""	""""""
36	1	38	182	0	0	0	0	2	0	0	0	"""s1:1→0, 36→1 / s2:1→1"""	""""""
36	1	43	38	0	0	0	1	0	0	0	1	"""s1:36→1 / s2:1→1"""	""""""
36	1	39	153	0	0	0	1	0	0	1	0	"""s1:1→1, 36→0 / s2:36→1"""	""""""
36	1	39	153	0	0	0	1	0	0	1	0	"""s1:1→0, 36→1 / s2:1→1"""	""""""
36	1	38	181	0	0	0	1	0	1	0	0	"""s1:1→1, 36→0 / s2:36→1"""	""""""
36	1	38	181	0	0	0	1	0	1	0	0	"""s1:1→0, 36→1 / s2:1→1"""	""""""
36	1	37	208	0	0	0	1	1	0	0	0	"""s1:1→1, 36→0 / s2:36→1"""	""""""
36	1	37	208	0	0	0	1	1	0	0	0	"""s1:1→0, 36→1 / s2:1→1"""	""""""
36	1	36	234	0	0	0	2	0	0	0	0	"""s1:1→0, 36→1 / s2:1→1"""	""""""
36	1	42	62	0	0	1	0	0	0	0	1	"""s1:36→1 / s2:1→1"""	""""""
36	1	44	62	0	0	1	0	0	0	0	1	"""s1:36→1 / s2:1→2"""	""""""
36	1	38	177	0	0	1	0	0	0	1	0	"""s1:1→1, 36→0 / s2:36→1"""	""""""
36	1	38	177	0	0	1	0	0	0	1	0	"""s1:1→0, 36→1 / s2:1→1"""	""""""
36	1	42	177	0	0	1	0	0	0	1	0	"""s1:1→1, 36→0 / s2:36→2"""	""""""
36	1	46	177	0	0	1	0	0	0	1	0	"""s1:1→0, 36→1 / s2:1→2"""	""""""
36	1	37	205	0	0	1	0	0	1	0	0	"""s1:1→1, 36→0 / s2:36→1"""	""""""
36	1	37	205	0	0	1	0	0	1	0	0	"""s1:1→0, 36→1 / s2:1→1"""	""""""
36	1	52	205	0	0	1	0	0	1	0	0	"""s1:1→1, 36→0 / s2:36→2"""	""""""
36	1	88	205	0	0	1	0	0	1	0	0	"""s1:1→0, 36→1 / s2:1→2"""	""""""
36	1	36	232	0	0	1	0	1	0	0	0	"""s1:1→1, 36→0 / s2:36→1"""	""""""
36	1	36	232	0	0	1	0	1	0	0	0	"""s1:1→0, 36→1 / s2:1→1"""	""""""
36	1	103	232	0	0	1	0	1	0	0	0	"""s1:1→1, 36→0 / s2:36→2"""	""""""
36	1	169	258	0	0	1	1	0	0	0	0	"""s1:1→1, 36→0 / s2:36→1"""	""""""
36	1	43	149	0	0	2	0	0	0	1	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→1"""	""""""
36	1	47	177	0	0	2	0	0	1	0	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→1"""	""""""
36	1	91	204	0	0	2	0	1	0	0	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→1"""	""""""
36	1	41	82	0	1	0	0	0	0	0	1	"""s1:36→1 / s2:1→1"""	""""""
36	1	43	82	0	1	0	0	0	0	0	1	"""s1:36→1 / s2:1→2"""	""""""
36	1	43	82	0	1	0	0	0	0	0	1	"""s1:36→1 / s2:1→3"""	""""""
36	1	43	82	0	1	0	0	0	0	0	1	"""s1:36→1 / s2:1→4"""	""""""
36	1	43	82	0	1	0	0	0	0	0	1	"""s1:36→1 / s2:1→5"""	""""""
36	1	37	197	0	1	0	0	0	0	1	0	"""s1:1→1, 36→0 / s2:36→1"""	""""""
36	1	37	197	0	1	0	0	0	0	1	0	"""s1:1→0, 36→1 / s2:1→1"""	""""""
36	1	41	197	0	1	0	0	0	0	1	0	"""s1:1→1, 36→0 / s2:36→2"""	""""""
36	1	42	197	0	1	0	0	0	0	1	0	"""s1:1→1, 36→0 / s2:36→3"""	""""""
36	1	43	197	0	1	0	0	0	0	1	0	"""s1:1→1, 36→0 / s2:36→4"""	""""""
36	1	43	197	0	1	0	0	0	0	1	0	"""s1:1→1, 36→0 / s2:36→5"""	""""""
36	1	46	197	0	1	0	0	0	0	1	0	"""s1:1→0, 36→1 / s2:1→2"""	""""""
36	1	49	197	0	1	0	0	0	0	1	0	"""s1:1→0, 36→1 / s2:1→3"""	""""""
36	1	51	197	0	1	0	0	0	0	1	0	"""s1:1→0, 36→1 / s2:1→4"""	""""""
36	1	51	197	0	1	0	0	0	0	1	0	"""s1:1→0, 36→1 / s2:1→5"""	""""""
36	1	36	225	0	1	0	0	0	1	0	0	"""s1:1→1, 36→0 / s2:36→1"""	""""""
36	1	36	225	0	1	0	0	0	1	0	0	"""s1:1→0, 36→1 / s2:1→1"""	""""""
36	1	53	225	0	1	0	0	0	1	0	0	"""s1:1→1, 36→0 / s2:36→2"""	""""""
36	1	57	225	0	1	0	0	0	1	0	0	"""s1:1→1, 36→0 / s2:36→3"""	""""""
36	1	58	225	0	1	0	0	0	1	0	0	"""s1:1→1, 36→0 / s2:36→4"""	""""""
36	1	59	225	0	1	0	0	0	1	0	0	"""s1:1→1, 36→0 / s2:36→5"""	""""""
36	1	91	225	0	1	0	0	0	1	0	0	"""s1:1→0, 36→1 / s2:1→2"""	""""""
36	1	96	225	0	1	0	0	0	1	0	0	"""s1:1→0, 36→1 / s2:1→3"""	""""""
36	1	98	225	0	1	0	0	0	1	0	0	"""s1:1→0, 36→1 / s2:1→4"""	""""""
36	1	98	225	0	1	0	0	0	1	0	0	"""s1:1→0, 36→1 / s2:1→5"""	""""""
36	1	61	252	0	1	0	0	1	0	0	0	"""s1:1→1, 36→0 / s2:36→1"""	""""""
36	1	105	252	0	1	0	0	1	0	0	0	"""s1:1→1, 36→0 / s2:36→2"""	""""""
36	1	108	252	0	1	0	0	1	0	0	0	"""s1:1→1, 36→0 / s2:36→3"""	""""""
36	1	110	252	0	1	0	0	1	0	0	0	"""s1:1→1, 36→0 / s2:36→4"""	""""""
36	1	110	252	0	1	0	0	1	0	0	0	"""s1:1→1, 36→0 / s2:36→5"""	""""""
36	1	44	252	0	1	0	0	1	0	0	0	"""s1:1→0, 36→1 / s2:1→0, 36→1"""	""""""
36	1	156	252	0	1	0	0	1	0	0	0	"""s1:1→0, 36→1 / s2:1→1, 36→0"""	""""""
36	1	39	252	0	1	0	0	1	0	0	0	"""s1:1→0, 36→1 / s2:1→1, 36→1"""	""""""
36	1	38	252	0	1	0	0	1	0	0	0	"""s1:1→0, 36→1 / s2:1→2, 36→1"""	""""""
36	1	38	252	0	1	0	0	1	0	0	0	"""s1:1→0, 36→1 / s2:1→4, 36→1"""	""""""
36	1	38	252	0	1	0	0	1	0	0	0	"""s1:1→1, 36→1 / s2:36→1"""	""""""
36	1	37	252	0	1	0	0	1	0	0	0	"""s1:1→0, 36→1 / s2:1→3, 36→1"""	""""""
36	1	44	119	0	1	0	0	1	0	1	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→1"""	""""""
36	1	47	147	0	1	0	0	1	1	0	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→1"""	""""""
36	1	91	174	0	1	0	0	2	0	0	0	"""s1:1→0, 36→1 / s2:1→1 / s3:36→1"""	""""""
36	1	43	145	0	1	0	1	0	0	1	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→1"""	""""""
36	1	47	173	0	1	0	1	0	1	0	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→1"""	""""""
36	1	92	200	0	1	0	1	1	0	0	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→1"""	""""""
36	1	44	54	0	1	1	0	0	0	0	1	"""s1:36→1 / s2:1→1 / s3:1→1"""	""""""
36	1	42	169	0	1	1	0	0	0	1	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→1"""	""""""
36	1	43	169	0	1	1	0	0	0	1	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→2"""	""""""
36	1	43	169	0	1	1	0	0	0	1	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→3"""	""""""
36	1	43	169	0	1	1	0	0	0	1	0	"""s1:1→0, 36→1 / s2:1→1 / s3:1→1"""	""""""
36	1	46	197	0	1	1	0	0	1	0	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→1"""	""""""
36	1	56	197	0	1	1	0	0	1	0	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→2"""	""""""
36	1	58	197	0	1	1	0	0	1	0	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→3"""	""""""
36	1	73	197	0	1	1	0	0	1	0	0	"""s1:1→0, 36→1 / s2:1→1 / s3:1→1"""	""""""
36	1	94	224	0	1	1	0	1	0	0	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→1"""	""""""
36	1	106	224	0	1	1	0	1	0	0	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→2"""	""""""
36	1	109	224	0	1	1	0	1	0	0	0	"""s1:1→1, 36→0 / s2:36→1 / s3:36→3"""	""""""
36	1	134	224	0	1	1	0	1	0	0	0	"""s1:1→0, 36→1 / s2:1→1 / s3:1→1, 36→1"""	""""""
36	1	43	74	0	2	0	0	0	0	0	1	"""s1:36→1 / s2:1→1 / s3:1→1"""	""""""
36	1	44	74	0	2	0	0	0	0	0	1	"""s1:36→1 / s2:1→1 / s3:1→2"""	""""""
36	1	44	74	0	2	0	0	0	0	0	1	"""s1:36→1 / s2:1→1 / s3:1→3"""	""""""
