"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
71	1	72	266	0	0	0	0	0	0	1	0	"""s1:1→1, 71→0"""	""""""
71	1	72	266	0	0	0	0	0	0	1	0	"""s1:1→1, 71→1"""	""""""
71	1	76	133	0	0	0	0	0	0	2	0	"""s1:1→0, 71→1 / s2:1→1"""	""""""
71	1	74	161	0	0	0	0	0	1	1	0	"""s1:1→1, 71→0 / s2:71→1"""	""""""
71	1	75	161	0	0	0	0	0	1	1	0	"""s1:1→0, 71→1 / s2:1→1"""	""""""
71	1	73	189	0	0	0	0	0	2	0	0	"""s1:1→0, 71→1 / s2:1→1"""	""""""
71	1	73	188	0	0	0	0	1	0	1	0	"""s1:1→1, 71→0 / s2:71→1"""	""""""
71	1	73	216	0	0	0	0	1	1	0	0	"""s1:1→1, 71→0 / s2:71→1"""	""""""
71	1	73	243	0	0	0	0	2	0	0	0	"""s1:1→0, 71→1 / s2:1→1"""	""""""
71	1	73	214	0	0	0	1	0	0	1	0	"""s1:1→1, 71→0 / s2:71→1"""	""""""
71	1	74	242	0	0	0	1	0	1	0	0	"""s1:1→1, 71→0 / s2:71→1"""	""""""
71	1	73	238	0	0	1	0	0	0	1	0	"""s1:1→1, 71→0 / s2:71→1"""	""""""
71	2	72	152	0	0	0	0	0	0	0	1	"""s1:71→1"""	""""""
71	2	72	267	0	0	0	0	0	0	1	0	"""s1:71→1"""	""""""
71	2	78	74	0	0	0	0	1	0	0	1	"""s1:71→1 / s2:1→1"""	""""""
71	2	74	189	0	0	0	0	1	0	1	0	"""s1:71→1 / s2:1→1"""	""""""
71	2	73	217	0	0	0	0	1	1	0	0	"""s1:71→1 / s2:1→1"""	""""""
71	2	76	244	0	0	0	0	2	0	0	0	"""s1:1→0, 71→1 / s2:1→1"""	""""""
71	2	76	100	0	0	0	1	0	0	0	1	"""s1:71→1 / s2:1→1"""	""""""
71	2	73	215	0	0	0	1	0	0	1	0	"""s1:71→1 / s2:1→1"""	""""""
71	2	74	243	0	0	0	1	0	1	0	0	"""s1:71→1 / s2:1→1"""	""""""
71	2	76	124	0	0	1	0	0	0	0	1	"""s1:71→1 / s2:1→1"""	""""""
71	2	75	239	0	0	1	0	0	0	1	0	"""s1:71→1 / s2:1→1"""	""""""
