"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
112	3	112	192	0	0	0	1	0	0	0	1	"""s1:1→1 / s2:112→1"""	""
112	3	112	216	0	0	1	0	0	0	0	1	"""s1:1→1 / s2:112→1"""	""
112	3	112	236	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:112→1"""	""
112	3	112	242	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:112→0"""	"""s2:111→1"""
112	3	112	244	0	0	0	0	0	0	0	1	"""s1:1→1"""	""
112	3	114	226	1	2	0	0	0	0	0	1	"""s1:1→1 / s2:112→1 / s3:112→1 / s4:112→0"""	"""s4:111→1"""
112	3	114	228	0	2	0	0	0	0	0	1	"{""s1:1→1 / s2:112→1 / s3:112→1"", ""s1:1→1 / s2:112→1 / s3:112→2""}"	""
112	3	114	233	2	1	0	0	0	0	0	1	"{""s1:1→1 / s2:112→1 / s3:112→1 / s4:112→0"", ""s1:1→1 / s2:112→1 / s3:112→2 / s4:∅""}"	"{""s3:114→1 / s4:111→1"", ""s3:114→1 / s4:111→1""}"
112	3	114	234	1	1	0	0	0	0	0	1	"{""s1:1→1 / s2:112→1 / s3:112→0"", ""s1:1→1 / s2:112→1 / s3:112→1"", ""s1:1→1 / s2:112→1 / s3:112→2"", ""s1:1→1 / s2:112→1 / s3:112→3"", ""s1:1→1 / s2:112→1 / s3:112→4"", ""s1:1→1 / s2:112→1 / s3:112→5"", ""s1:1→1 / s2:112→2 / s3:112→0"", ""s1:1→1 / s2:112→2 / s3:112→1"", ""s1:1→1 / s2:112→3 / s3:112→0""}"	"{""s3:111→1"", ""s3:111→1"", ""s3:111→1"", ""s3:111→1"", ""s3:111→1"", ""s3:111→1"", ""s3:111→1"", ""s3:111→1"", ""s3:111→1""}"
112	3	114	235	1	1	0	0	0	0	0	1	"{""s1:1→1 / s2:112→1 / s3:112→1"", ""s1:1→1 / s2:112→1 / s3:112→2"", ""s1:1→1 / s2:112→1 / s3:112→3"", ""s1:1→1 / s2:112→1 / s3:112→4"", ""s1:1→1 / s2:112→1 / s3:112→5""}"	"{""s3:114→1"", ""s3:114→1"", ""s3:114→1"", ""s3:114→1"", ""s3:114→1""}"
112	3	114	236	0	1	0	0	0	0	0	1	"{""s1:1→1 / s2:112→2"", ""s1:1→1 / s2:112→3"", ""s1:1→1 / s2:112→4"", ""s1:1→1 / s2:112→5""}"	""
112	3	114	242	1	0	0	0	0	0	0	1	"{""s1:1→1 / s2:112→1"", ""s1:1→1 / s2:112→2"", ""s1:1→1 / s2:112→3"", ""s1:1→1 / s2:112→4"", ""s1:1→1 / s2:112→5""}"	"{""s2:111→1"", ""s2:111→1"", ""s2:111→1"", ""s2:111→1"", ""s2:111→1""}"
112	3	115	214	1	0	1	0	0	0	0	1	"""s1:1→1 / s2:112→1 / s3:112→0"""	"""s3:111→1"""
112	4	112	224	0	0	0	0	0	0	2	0	"""s1:1→0, 112→1 / s2:1→1"""	""
112	4	112	252	0	0	0	0	0	1	1	0	"{""s1:1→0, 112→1 / s2:1→1"", ""s1:1→1, 112→0 / s2:112→1""}"	""
