"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
7	1	7	90	0	0	0	1	0	0	0	0	"s1:7→1"	""
7	1	7	114	0	0	1	0	0	0	0	0	"s1:7→1"	""
7	1	7	134	0	1	0	0	0	0	0	0	"{s1:1→1, s1:7→1}"	""
7	1	10	126	0	2	0	0	0	0	0	0	"s1:7→1 / s2:1→1"	""
7	1	11	106	0	1	1	0	0	0	0	0	"s1:7→1 / s2:1→1"	""
7	1	11	133	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:7→1, s1:7→1 / s2:1→1}"	"{s2:8→1, s2:8→1}"
7	1	11	134	0	1	0	0	0	0	0	0	"s1:1→1, 7→1"	""
7	1	12	82	0	1	0	1	0	0	0	0	"s1:7→1 / s2:1→1"	""
7	1	12	124	2	2	0	0	0	0	0	0	"{s1:3→1, 7→1 / s2:1→1 / s3:7→1 / s4:7→1, s1:7→1 / s2:1→1 / s3:3→1, 7→1 / s4:3→2, 7→1, s1:7→1 / s2:1→1 / s3:3→1, 7→1 / s4:3→2, 7→1, s1:7→1 / s2:1→1 / s3:3→1, 7→1 / s4:3→3, 7→1, s1:7→1 / s2:1→1 / s3:3→1 / s4:3→2, 7→3}"	"{s3:9→1 / s4:8→1, s3:8→1 / s4:9→1, s3:9→1 / s4:8→1, s3:9→1 / s4:8→1, s3:8→1 / s4:9→1}"
7	1	12	125	1	2	0	0	0	0	0	0	"{s1:3→1, 7→1 / s2:1→1 / s3:7→1, s1:3→1, 7→1 / s2:1→1 / s3:7→1, s1:3→1, 7→2 / s2:1→1 / s3:7→1, s1:7→1 / s2:1→1 / s3:3→1, s1:7→1 / s2:1→1 / s3:3→1, 7→1, s1:7→1 / s2:1→1 / s3:3→1, 7→1, s1:7→1 / s2:1→1 / s3:3→2, 7→1, s1:7→1 / s2:1→1 / s3:3→2, 7→1, s1:7→1 / s2:1→1 / s3:3→2, 7→2, s1:7→1 / s2:1→1 / s3:3→2, 7→2, s1:7→1 / s2:1→1 / s3:3→2, 7→3, s1:7→1 / s2:1→1 / s3:3→3, 7→1, s1:7→1 / s2:1→1 / s3:3→3, 7→2, s1:7→1 / s2:1→1 / s3:3→3, 7→2}"	"{s3:8→1, s3:9→1, s3:9→1, s3:8→1, s3:8→1, s3:9→1, s3:8→1, s3:9→1, s3:8→1, s3:9→1, s3:9→1, s3:8→1, s3:8→1, s3:9→1}"
7	1	12	126	0	2	0	0	0	0	0	0	"{s1:3→1, 7→1 / s2:1→1, s1:3→1, 7→1 / s2:1→1, 7→1, s1:3→1, 7→2 / s2:1→1, s1:3→1, 7→2 / s2:1→1, 7→1, s1:3→1, 7→3 / s2:1→1, s1:7→1 / s2:1→1, 3→1, 7→1}"	""
