"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"	"LST gauge algebra"
62	4	62	208	0	1	0	1	0	0	0	0	"{s1:1→1, s1:1→1}"	"{s2:56→1, s2:62→1}"
62	4	62	232	0	1	1	0	0	0	0	0	"{s1:1→1, s1:1→1}"	"{s2:56→1, s2:62→1}"
62	7	62	209	0	1	0	0	0	1	0	0	"s1:1→1"	"s2:62→1"
62	7	62	236	0	1	0	0	1	0	0	0	"s1:1→1"	"s2:62→1"
62	7	63	181	0	1	0	0	0	0	1	0	"s1:1→1"	"s2:62→1"
62	9	62	207	1	0	0	0	0	1	0	0	"s1:1→1"	"s2:62→1"
62	9	62	234	1	0	0	0	1	0	0	0	"s1:1→1"	"s2:62→1"
62	9	63	179	1	0	0	0	0	0	1	0	"s1:1→1"	"s2:62→1"
62	9	66	172	0	1	0	0	0	0	1	0	"s1:1→1 / s2:59→1"	""
62	9	66	179	1	0	0	0	0	0	1	0	"{s1:1→1 / s2:59→1, s1:1→1 / s2:59→2, s1:1→1 / s2:59→3, s1:1→1 / s2:59→4, s1:1→1 / s2:59→5}"	"{s2:62→1, s2:62→1, s2:62→1, s2:62→1, s2:62→1}"
62	11	62	235	0	1	0	0	1	0	0	0	"{s1:62→1 / s2:1→1, s1:62→1 / s2:2→1}"	""
62	11	63	208	0	1	0	0	0	1	0	0	"{s1:62→1 / s2:1→1, s1:62→1 / s2:2→1}"	""
62	11	64	180	0	1	0	0	0	0	1	0	"{s1:62→1 / s2:1→1, s1:62→1 / s2:2→1}"	""
62	11	66	180	0	1	0	0	0	0	1	0	"s1:62→1 / s2:1→1, 2→1"	""
62	15	66	173	0	1	1	0	0	0	0	0	"s1:62→1 / s2:62→1"	""
62	15	66	180	1	0	1	0	0	0	0	0	"{s1:62→1, s1:62→1 / s2:62→1}"	"{s2:61→1, s2:61→1}"
62	15	67	156	1	0	0	1	0	0	0	0	"s1:62→1"	"s2:61→1"
62	17	62	210	0	0	1	0	0	0	1	0	"s1:1→1 / s2:62→1"	""
62	17	62	214	0	0	0	1	0	1	0	0	"s1:1→1 / s2:62→1"	""
62	17	62	215	0	0	0	0	2	0	0	0	"s1:62→1 / s2:1→1"	""
62	17	62	230	0	1	0	0	0	0	1	0	"s1:1→1 / s2:62→1"	""
62	17	62	238	0	0	1	0	0	1	0	0	"s1:1→1 / s2:62→1"	""
62	17	62	241	0	0	0	1	1	0	0	0	"{s1:1→1 / s2:62→1, s1:62→1 / s2:1→1}"	""
62	17	63	45	0	0	0	0	1	0	0	1	"s1:1→1 / s2:62→1"	""
