"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
33	1	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+e6+3 f4+su(3)+6(g2+su(2))"	38	165	1	1	0	0	1	0	0	0	"[""s1:1->1 / s2:30->1""]"	"[""s3:33->1""]"
33	1	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+e7'+3 f4+su(3)+6(g2+su(2))"	38	138	1	1	0	0	0	1	0	0	"[""s1:1->1 / s2:30->1""]"	"[""s3:33->1""]"
33	1	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+e7+3 f4+su(3)+6(g2+su(2))"	39	110	1	1	0	0	0	0	1	0	"[""s1:1->1 / s2:30->1""]"	"[""s3:33->1""]"
33	2	"2 e8+3 f4+5(g2+su(2))"	"2 e8+3 f4+su(3)+6(g2+su(2))"	34	243	1	2	0	0	0	0	0	0	"[""s1:31->1 / s2:1->1, 33->1 / s3:1->1"",""s1:33->1 / s2:1->1, 31->1 / s3:1->1""]"	"[""s3:34->1"",""s3:34->1""]"
33	2	"2 e8+3 f4+5(g2+su(2))"	"2 e8+e6+3 f4+2 su(3)+5(g2+su(2))"	37	166	0	2	0	0	1	0	0	0	"[""s1:1->1 / s2:33->1 / s3:31->1""]"	"[""""]"
33	2	"2 e8+3 f4+5(g2+su(2))"	"2 e8+e6+3 f4+6(g2+su(2))"	37	173	1	1	0	0	1	0	0	0	"[""s1:1->1 / s2:31->1 / s3:1->1, 33->2"",""s1:1->1 / s2:31->1 / s3:1->1, 33->3"",""s1:1->1 / s2:31->1 / s3:1->1, 33->4"",""s1:1->1 / s2:33->1 / s3:1->1, 31->2"",""s1:1->1 / s2:33->1 / s3:1->1, 31->3"",""s1:1->1 / s2:33->1 / s3:1->1, 31->4""]"	"[""s3:35->1"",""s3:35->1"",""s3:35->1"",""s3:35->1"",""s3:35->1"",""s3:35->1""]"
33	2	"2 e8+3 f4+5(g2+su(2))"	"2 e8+e6+3 f4+6(g2+su(2))"	38	173	1	1	0	0	1	0	0	0	"[""s1:1->1 / s2:31->1 / s3:1->1, 33->1"",""s1:1->1 / s2:33->1 / s3:1->1, 31->1""]"	"[""s3:35->1"",""s3:35->1""]"
33	2	"2 e8+3 f4+5(g2+su(2))"	"2 e8+e7'+3 f4+2 su(3)+5(g2+su(2))"	38	139	0	2	0	0	0	1	0	0	"[""s1:1->1 / s2:33->1 / s3:31->1""]"	"[""""]"
33	2	"2 e8+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+2 su(3)+5(g2+su(2))"	39	111	0	2	0	0	0	0	1	0	"[""s1:1->1 / s2:33->1 / s3:31->1""]"	"[""""]"
33	2	"2 e8+3 f4+5(g2+su(2))"	"2 e8+e7'+3 f4+6(g2+su(2))"	38	146	1	1	0	0	0	1	0	0	"[""s1:1->1 / s2:31->1 / s3:33->1"",""s1:1->1 / s2:33->1 / s3:31->1""]"	"[""s3:35->1"",""s3:35->1""]"
33	2	"2 e8+3 f4+5(g2+su(2))"	"2 e8+e7'+3 f4+6(g2+su(2))"	42	146	1	1	0	0	0	1	0	0	"[""s1:1->1 / s2:31->1 / s3:33->2"",""s1:1->1 / s2:33->1 / s3:31->2""]"	"[""s3:35->1"",""s3:35->1""]"
33	2	"2 e8+3 f4+5(g2+su(2))"	"2 e8+e7'+3 f4+6(g2+su(2))"	58	146	1	1	0	0	0	1	0	0	"[""s1:1->1 / s2:31->1 / s3:33->3"",""s1:1->1 / s2:33->1 / s3:31->3""]"	"[""s3:35->1"",""s3:35->1""]"
33	2	"2 e8+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+6(g2+su(2))"	39	118	1	1	0	0	0	0	1	0	"[""s1:1->1 / s2:31->1 / s3:33->1"",""s1:1->1 / s2:33->1 / s3:31->1""]"	"[""s3:35->1"",""s3:35->1""]"
33	2	"2 e8+3 f4+5(g2+su(2))"	"2 e8+e7+3 f4+6(g2+su(2))"	40	118	1	1	0	0	0	0	1	0	"[""s1:1->1 / s2:31->1 / s3:33->2"",""s1:1->1 / s2:33->1 / s3:31->2""]"	"[""s3:35->1"",""s3:35->1""]"
