"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
6	1	8	141	0	2	0	0	0	0	0	0	"s1:6→1 / s2:1→1"	""
6	1	8	148	1	1	0	0	0	0	0	0	"s1:6→1"	"s2:2→1"
6	1	9	121	0	1	1	0	0	0	0	0	"{s1:1→1 / s2:6→1, s1:6→1 / s2:1→1}"	""
6	1	9	128	1	0	1	0	0	0	0	0	"s1:6→1"	"s2:2→1"
6	1	9	147	1	1	0	0	0	0	0	0	"{s1:1→1, s1:6→1}"	"{s2:4→1, s2:4→1}"
6	1	9	148	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:6→1, s1:6→1 / s2:1→1}"	"{s2:7→1, s2:7→1}"
6	1	9	154	2	0	0	0	0	0	0	0	""	"s1:4→1 / s2:2→1"
6	1	10	97	0	1	0	1	0	0	0	0	"{s1:1→1 / s2:6→1, s1:6→1 / s2:1→1}"	""
6	1	10	101	0	0	2	0	0	0	0	0	"s1:6→1 / s2:1→1"	""
6	1	10	104	1	0	0	1	0	0	0	0	"s1:6→1"	"s2:2→1"
6	1	10	127	1	0	1	0	0	0	0	0	"{s1:1→1, s1:6→1}"	"{s2:4→1, s2:4→1}"
6	1	10	147	1	1	0	0	0	0	0	0	"{s1:1→1, 6→1, s1:1→1 / s2:6→1, s1:6→1 / s2:1→1}"	"{s2:4→1, s2:4→1, s2:4→1}"
6	1	10	148	1	1	0	0	0	0	0	0	"{s1:1→1, s1:1→1, 6→1, s1:1→1, 6→1 / s2:6→1, s1:1→1 / s2:6→1, s1:6→1 / s2:1→1, 6→1}"	"{s2:2→1, s2:2→1, s2:2→1, s2:2→1, s2:2→1}"
