"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
90	27	91	262	0	1	0	0	0	0	1	0
90	27	92	261	1	1	0	0	0	0	1	0
