"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
76	14	"5 e8+e7+6 f5+13(g2+su(2))"	76	102	0	0	0	1	0	0	0	1	"s1:1→1 / s2:76→1"	""
76	14	"5 e8+e7+6 f5+13(g2+su(2))"	76	217	0	0	0	1	0	0	1	0	"s1:1→1 / s2:76→1"	""
76	14	"5 e8+e7+6 f5+13(g2+su(2))"	76	241	0	0	1	0	0	0	1	0	"s1:1→1 / s2:76→1"	""
76	14	"5 e8+e7+6 f5+13(g2+su(2))"	76	245	0	0	0	1	0	1	0	0	"s1:1→1 / s2:76→1"	""
76	14	"5 e8+e7+6 f5+13(g2+su(2))"	77	126	0	0	1	0	0	0	0	1	"s1:1→1 / s2:76→1"	""
76	14	"5 e8+e7+6 f5+13(g2+su(2))"	79	146	0	1	0	0	0	0	0	1	"s1:1→1 / s2:76→1"	""
76	14	"5 e8+e7+6 f5+13(g2+su(2))"	79	152	1	0	0	0	0	0	0	1	"s1:1→1"	"s2:75→1"
76	14	"5 e8+e7+6 f5+13(g2+su(2))"	81	146	0	1	0	0	0	0	0	1	"{s1:1→1 / s2:76→2, s1:1→1 / s2:76→3, s1:1→1 / s2:76→4, s1:1→1 / s2:76→5}"	""
76	14	"5 e8+e7+6 f5+13(g2+su(2))"	81	152	1	0	0	0	0	0	0	1	"{s1:1→1 / s2:76→1, s1:1→1 / s2:76→2, s1:1→1 / s2:76→3, s1:1→1 / s2:76→4, s1:1→1 / s2:76→5}"	"{s2:75→1, s2:75→1, s2:75→1, s2:75→1, s2:75→1}"
76	15	"5 e8+e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	76	134	0	0	0	0	0	0	2	0	"s1:76→1 / s2:1→1"	""
76	15	"5 e8+e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	76	162	0	0	0	0	0	1	1	0	"{s1:1→1 / s2:76→1, s1:76→1 / s2:1→1}"	""
76	15	"5 e8+e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	76	189	0	0	0	0	1	0	1	0	"{s1:1→1 / s2:76→1, s1:76→1 / s2:1→1}"	""
76	15	"5 e8+e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	76	190	0	0	0	0	0	2	0	0	"s1:76→1 / s2:1→1"	""
76	15	"5 e8+e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	76	215	0	0	0	1	0	0	1	0	"{s1:1→1 / s2:76→1, s1:76→1 / s2:1→1}"	""
76	15	"5 e8+e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	76	217	0	0	0	0	1	1	0	0	"{s1:1→1 / s2:76→1, s1:76→1 / s2:1→1}"	""
76	15	"5 e8+e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	76	239	0	0	1	0	0	0	1	0	"{s1:1→1 / s2:76→1, s1:76→1 / s2:1→1}"	""
76	15	"5 e8+e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	76	243	0	0	0	1	0	1	0	0	"{s1:1→1 / s2:76→1, s1:76→1 / s2:1→1}"	""
76	15	"5 e8+e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	76	244	0	0	0	0	2	0	0	0	"s1:76→1 / s2:1→1"	""
76	18	"5 e8+e7+7 f5+su(3)+11(g2+su(2))+so(7)+2 su(2)"	76	208	0	1	0	0	0	0	1	0	"s1:1→1 / s2:76→1"	""
76	18	"5 e8+e7+7 f5+su(3)+11(g2+su(2))+so(7)+2 su(2)"	76	236	0	1	0	0	0	1	0	0	"s1:1→1 / s2:76→1"	""
76	21	"6 e8+5 f5+so(8)+12(g2+su(2))"	76	240	0	0	1	1	0	0	0	0	"s1:1→1 / s2:76→1"	""
76	31	"11 e7+f5+3(g2+su(2))+10(so(7)+2 su(2))"	76	252	0	0	0	1	0	0	0	1	"s1:76→1 / s2:1→1"	""
76	41	"5 e8+e7+e6+6 f5+2 su(3)+11(g2+su(2))"	76	239	0	1	0	0	1	0	0	0	"s1:76→1"	"s2:1→1"
76	47	"10 e7+e7'+f5+2(g2+su(2))+11(so(7)+2 su(2))"	76	197	0	0	0	0	0	0	1	1	"s1:76→1 / s2:1→1"	""
76	47	"10 e7+e7'+f5+2(g2+su(2))+11(so(7)+2 su(2))"	76	225	0	0	0	0	0	1	0	1	"s1:76→1 / s2:1→1"	""
76	47	"10 e7+e7'+f5+2(g2+su(2))+11(so(7)+2 su(2))"	76	252	0	0	0	0	1	0	0	1	"s1:76→1 / s2:1→1"	""
76	50	"11 e7+f5+3(g2+su(2))+10(so(7)+2 su(2))"	76	252	0	0	0	1	0	0	0	1	"s1:76→1 / s2:1→1"	""
76	57	"5 e8+e7+e6+6 f5+2 su(3)+11(g2+su(2))"	76	239	0	1	0	0	1	0	0	0	"s1:76→1"	"s2:1→1"
76	58	"5 e8+e7+e6+6 f5+2 su(3)+11(g2+su(2))"	76	239	0	1	0	0	1	0	0	0	"s1:76→1"	"s2:1→1"
