"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
89	5	91	260	0	2	0	0	1	0	0	0	"s1:89→1"	"s2:4→1 / s3:1→1"
89	20	91	240	0	1	0	0	1	0	1	0	"s1:89→1 / s2:1→1 / s3:1→1"	""
89	20	91	266	0	1	0	1	0	0	1	0	"s1:89→1 / s2:1→1 / s3:1→1"	""
89	20	91	268	0	1	0	0	1	1	0	0	"s1:89→1 / s2:1→1 / s3:1→1"	""
89	20	91	270	0	0	2	0	0	0	1	0	"s1:89→1 / s2:1→1 / s3:1→1"	""
89	20	92	195	0	2	0	0	0	0	0	1	"{s1:1→1 / s2:89→1 / s3:89→1, s1:1→1 / s2:89→1 / s3:89→2, s1:1→1 / s2:89→1 / s3:89→3, s1:1→1 / s2:89→1 / s3:89→4, s1:1→1 / s2:89→1 / s3:89→5, s1:1→1 / s2:89→2 / s3:89→2}"	""
89	20	92	202	1	1	0	0	0	0	0	1	"{s1:1→1 / s2:89→1 / s3:89→1, s1:1→1 / s2:89→1 / s3:89→2, s1:1→1 / s2:89→1 / s3:89→3, s1:1→1 / s2:89→1 / s3:89→4, s1:1→1 / s2:89→1 / s3:89→5, s1:1→1 / s2:89→2 / s3:89→1, s1:1→1 / s2:89→2 / s3:89→2, s1:1→1 / s2:89→2 / s3:89→3, s1:1→1 / s2:89→2 / s3:89→4, s1:1→1 / s2:89→2 / s3:89→5, s1:1→1 / s2:89→3 / s3:89→1}"	"{s3:91→1, s3:91→1, s3:91→1, s3:91→1, s3:91→1, s3:91→1, s3:91→1, s3:91→1, s3:91→1, s3:91→1, s3:91→1}"
89	20	93	175	0	1	1	0	0	0	0	1	"s1:1→1 / s2:89→1 / s3:89→1"	""
89	24	91	233	0	2	0	0	0	0	1	0	"s1:89→1 / s2:2→1 / s3:1→1"	""
89	24	91	261	0	2	0	0	0	1	0	0	"s1:89→1 / s2:2→1 / s3:1→1"	""
89	37	91	268	1	0	1	0	1	0	0	0	"s1:89→1 / s2:1→1"	"s3:2→1"
