"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
84	1	87	194	0	2	0	0	0	0	0	1	"{s1:84→1 / s2:1→1 / s3:1→1, s1:84→1 / s2:1→1 / s3:1→2, s1:84→1 / s2:1→1 / s3:1→3, s1:84→1 / s2:1→1 / s3:1→4, s1:84→1 / s2:1→1 / s3:1→5, s1:84→1 / s2:1→2 / s3:1→2}"	""
84	1	87	201	1	1	0	0	0	0	0	1	"{s1:84→1 / s2:1→1 / s3:1→1, s1:84→1 / s2:1→1 / s3:1→2, s1:84→1 / s2:1→1 / s3:1→3, s1:84→1 / s2:1→1 / s3:1→4, s1:84→1 / s2:1→1 / s3:1→5, s1:84→1 / s2:1→2 / s3:1→1, s1:84→1 / s2:1→2 / s3:1→2, s1:84→1 / s2:1→2 / s3:1→3, s1:84→1 / s2:1→2 / s3:1→4, s1:84→1 / s2:1→2 / s3:1→5, s1:84→1 / s2:1→3 / s3:1→1}"	"{s3:86→1, s3:86→1, s3:86→1, s3:86→1, s3:86→1, s3:86→1, s3:86→1, s3:86→1, s3:86→1, s3:86→1, s3:86→1}"
84	1	88	174	0	1	1	0	0	0	0	1	"s1:84→1 / s2:1→1 / s3:1→1"	""
84	2	89	150	1	1	0	0	0	0	0	1	"s1:1→1 / s2:84→1"	"s3:81→1"
84	2	139	265	1	1	0	0	0	0	1	0	"s1:1→1 / s2:84→1 / s3:1→1"	"s3:86→1"
84	9	87	226	0	2	0	0	0	0	1	0	"{s1:84→1 / s2:1→1 / s3:1→1, s1:84→1 / s2:1→1 / s3:1→2}"	""
84	21	87	269	1	0	0	2	0	0	0	0	"s1:84→1 / s2:1→1"	"s3:2→1"
84	25	87	194	1	2	0	0	0	0	0	0	"{s1:84→1 / s2:84→1, s1:84→1 / s2:84→1 / s3:84→1, s1:84→1 / s2:84→1 / s3:84→1, s1:84→1 / s2:84→1 / s3:84→1, s1:84→1 / s2:84→2}"	"{s3:83→1, s3:83→1, s3:85→1, s3:86→1, s3:83→1}"
84	25	87	200	2	1	0	0	0	0	0	0	"{s1:84→1 / s2:84→1 / s3:84→1, s1:84→1 / s2:84→1 / s3:84→2}"	"{s2:85→1 / s3:85→1, s2:85→1 / s3:85→1}"
84	25	87	201	2	1	0	0	0	0	0	0	"{s1:84→1 / s2:84→1, s1:84→1 / s2:84→1 / s3:84→1, s1:84→1 / s2:84→2, s1:84→1 / s2:84→3, s1:84→1 / s2:84→4, s1:84→1 / s2:84→5}"	"{s2:85→1 / s3:83→1, s2:85→1 / s3:83→1, s2:85→1 / s3:83→1, s2:85→1 / s3:83→1, s2:85→1 / s3:83→1, s2:85→1 / s3:83→1}"
84	25	88	187	0	3	0	0	0	0	0	0	"s1:84→1 / s2:84→1 / s3:84→1"	""
