"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"	"LST gauge algebra"
84	1	87	193	1	2	0	0	0	0	0	1	"{s1:84→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:84→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:84→1 / s2:1→1 / s3:1→1 / s4:1→2, s1:84→1 / s2:1→1 / s3:1→1 / s4:1→2, s1:84→1 / s2:1→1 / s3:1→1 / s4:1→3, s1:84→1 / s2:1→1 / s3:1→1 / s4:1→3, s1:84→1 / s2:1→1 / s3:1→1 / s4:1→4, s1:84→1 / s2:1→1 / s3:1→1 / s4:1→4, s1:84→1 / s2:1→1 / s3:1→1 / s4:1→5, s1:84→1 / s2:1→1 / s3:1→1 / s4:1→5, s1:84→1 / s2:1→1 / s3:1→2 / s4:1→1}"	"{s4:86→1, s4:87→1, s4:86→1, s4:87→1, s4:86→1, s4:87→1, s4:86→1, s4:87→1, s4:86→1, s4:87→1, s4:86→1}"
