"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
84	1	85	210	0	0	0	0	0	0	0	1	"s1:84→1"	""
84	2	85	159	0	0	0	0	0	0	0	1	"s1:1→1"	""
84	3	85	158	0	0	0	0	0	0	0	1	"s1:1→1"	""
84	3	85	273	0	0	0	0	0	0	1	0	"s1:1→1"	""
84	9	85	242	0	0	0	0	0	0	1	0	"s1:84→1"	""
84	9	85	270	0	0	0	0	0	1	0	0	"s1:84→1"	""
84	12	85	248	0	0	0	0	0	0	1	0	"s1:84→1"	""
84	18	85	248	0	0	0	0	0	0	1	0	"s1:1→1"	""
84	19	85	247	0	0	0	0	0	0	1	0	"s1:1→1"	""
84	20	85	247	0	0	0	0	0	0	1	0	"s1:1→1"	""
84	25	85	133	0	0	0	0	1	0	0	0	"s1:84→1"	""
84	25	85	159	0	0	0	1	0	0	0	0	"s1:84→1"	""
84	25	85	183	0	0	1	0	0	0	0	0	"s1:84→1"	""
84	25	85	203	0	1	0	0	0	0	0	0	"s1:84→1"	""
84	25	85	210	1	0	0	0	0	0	0	0	""	"s1:83→1"
84	25	90	210	1	0	0	0	0	0	0	0	"s1:84→1"	"s1:83→1"
84	25	91	210	1	0	0	0	0	0	0	0	"{s1:84→2, s1:84→3}"	"{s1:83→1, s1:83→1}"
84	25	92	203	0	1	0	0	0	0	0	0	"{s1:84→2, s1:84→3}"	""
84	25	92	210	1	0	0	0	0	0	0	0	"{s1:84→4, s1:84→5}"	"{s1:83→1, s1:83→1}"
84	25	93	203	0	1	0	0	0	0	0	0	"{s1:84→4, s1:84→5}"	""
84	35	85	234	0	0	0	0	0	0	1	0	"s1:84→1"	""
84	35	85	262	0	0	0	0	0	1	0	0	"s1:84→1"	""
84	36	89	158	1	0	0	0	0	0	0	0	""	"s1:3→1"
84	39	85	233	0	0	0	0	0	0	1	0	"s1:1→1"	""
84	39	85	261	0	0	0	0	0	1	0	0	"s1:1→1"	""
84	40	85	268	0	0	0	0	1	0	0	0	"s1:1→1"	""
