"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
12	1	"2 f4+2(g2+su(2))"	"3 f4+3(g2+su(2))"	19	165	1	1	0	1	0	0	0	0
12	1	"2 f4+2(g2+su(2))"	"e6+2 f4+3(g2+su(2))"	20	139	1	1	0	0	1	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"2 f4+2 so(8)+su(3)+2(g2+su(2))"	18	162	1	0	2	0	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"2 f4+2 so(8)+su(3)+2(g2+su(2))"	21	162	1	0	2	0	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"2 f4+so(8)+2 su(3)+2(g2+su(2))"	16	182	1	1	1	0	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"2 f4+so(8)+3(g2+su(2))"	15	189	2	0	1	0	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"2 f4+so(8)+su(3)+2(g2+su(2))"	15	190	1	0	1	0	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"2 f4+su(3)+2(g2+su(2))"	17	218	1	0	0	0	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"2 f4+su(3)+2(g2+su(2))"	18	218	1	0	0	0	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"2 f4+su(3)+2(g2+su(2))"	20	218	1	0	0	0	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+2 su(3)+2(g2+su(2))"	17	158	1	1	0	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+2 su(3)+2(g2+su(2))"	18	158	1	1	0	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+2 su(3)+2(g2+su(2))"	19	158	1	1	0	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+2 su(3)+2(g2+su(2))"	22	158	1	1	0	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+3(g2+su(2))"	16	165	2	0	0	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+3(g2+su(2))"	17	165	2	0	0	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+3(g2+su(2))"	18	165	2	0	0	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+3(g2+su(2))"	19	165	2	0	0	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+3 su(3)+2(g2+su(2))"	21	150	1	2	0	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+3 su(3)+2(g2+su(2))"	22	150	1	2	0	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+3 su(3)+2(g2+su(2))"	25	150	1	2	0	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+3 su(3)+2(g2+su(2))"	32	150	1	2	0	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+3 su(3)+2(g2+su(2))"	34	150	1	2	0	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+so(8)+su(3)+2(g2+su(2))"	18	138	1	0	1	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+so(8)+su(3)+2(g2+su(2))"	19	138	1	0	1	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+so(8)+su(3)+2(g2+su(2))"	20	138	1	0	1	1	0	0	0	0
12	2	"2 f4+2 su(3)+g2+su(2)"	"3 f4+so(8)+su(3)+2(g2+su(2))"	22	138	1	0	1	1	0	0	0	0
