"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
12	1	"2 f5+2(g2+su(2))"	"2 f5+2 so(8)+2(g2+su(2))"	20	170	0	0	2	0	0	0	0	0	"s1:12→1 / s2:12→1"	""
12	1	"2 f5+2(g2+su(2))"	"2 f5+2 su(3)+2(g2+su(2))"	12	210	0	2	0	0	0	0	0	0	"s1:12→1 / s2:1→1"	""
12	1	"2 f5+2(g2+su(2))"	"2 f5+3(g2+su(2))"	13	217	1	1	0	0	0	0	0	0	"{s1:12→1 / s2:1→1, s1:1→1 / s2:12→1}"	"{s2:13→1, s2:13→1}"
12	1	"2 f5+2(g2+su(2))"	"2 f5+so(8)+su(3)+2(g2+su(2))"	13	190	0	1	1	0	0	0	0	0	"s1:12→1 / s2:1→1"	""
12	1	"2 f5+2(g2+su(2))"	"3 f5+su(3)+2(g2+su(2))"	14	166	0	1	0	1	0	0	0	0	"s1:12→1 / s2:1→1"	""
12	1	"2 f5+2(g2+su(2))"	"3 f5+su(3)+2(g2+su(2))"	17	166	0	1	0	1	0	0	0	0	"s1:12→1 / s2:1→1, 12→1"	""
12	1	"2 f5+2(g2+su(2))"	"3 f5+su(3)+2(g2+su(2))"	20	166	0	1	0	1	0	0	0	0	"s1:12→1 / s2:12→1"	""
12	1	"2 f5+2(g2+su(2))"	"e6+2 f5+su(3)+2(g2+su(2))"	15	140	0	1	0	0	1	0	0	0	"s1:12→1 / s2:1→1"	""
12	1	"2 f5+2(g2+su(2))"	"e6+2 f5+su(3)+2(g2+su(2))"	18	140	0	1	0	0	1	0	0	0	"s1:12→1 / s2:1→1, 12→1"	""
12	1	"2 f5+2(g2+su(2))"	"e6+2 f5+su(3)+2(g2+su(2))"	21	140	0	1	0	0	1	0	0	0	"s1:12→1 / s2:12→1"	""
