"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	24	171	0	0	1	1	0	0	0	0	2
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	25	145	0	0	1	0	1	0	0	0	2
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	25	190	1	1	0	1	0	0	0	0	2
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	25	194	1	0	2	0	0	0	0	0	2
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	26	121	0	0	0	1	1	0	0	0	2
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	26	164	1	1	0	0	1	0	0	0	3
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	26	170	1	0	1	1	0	0	0	0	4
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	26	172	1	0	0	0	1	0	0	0	4
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	27	144	1	0	1	0	1	0	0	0	3
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	27	163	2	1	0	0	1	0	0	0	3
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	27	164	1	1	0	0	1	0	0	0	6
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	27	250	1	0	0	0	0	0	0	0	2
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	28	120	1	0	0	1	1	0	0	0	2
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	29	108	2	1	0	0	0	0	1	0	2
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	29	109	1	1	0	0	0	0	1	0	5
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	29	117	1	0	0	0	0	0	1	0	4
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	29	250	1	0	0	0	0	0	0	0	3
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	30	101	1	2	0	0	0	0	1	0	3
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	30	109	1	1	0	0	0	0	1	0	12
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	30	110	0	1	0	0	0	0	1	0	3
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	30	136	2	1	0	0	0	1	0	0	2
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	30	137	0	1	1	0	1	0	0	0	2
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	30	137	1	1	0	0	0	1	0	0	4
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	31	108	2	1	0	0	0	0	1	0	2
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	31	109	1	1	0	0	0	0	1	0	2
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	31	137	1	1	0	0	0	1	0	0	4
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	31	145	1	0	0	0	0	1	0	0	2
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	32	108	2	1	0	0	0	0	1	0	2
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	32	137	1	1	0	0	0	1	0	0	2
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	33	137	1	1	0	0	0	1	0	0	3
22	4	"e8+2 f5+su(3)+3(g2+su(2))"	35	137	1	1	0	0	0	1	0	0	2
22	6	"e8+2 f5+3(g2+su(2))"	22	250	1	1	0	0	0	0	0	0	2
22	6	"e8+2 f5+3(g2+su(2))"	22	251	0	1	0	0	0	0	0	0	3
22	6	"e8+2 f5+3(g2+su(2))"	23	243	0	2	0	0	0	0	0	0	3
22	6	"e8+2 f5+3(g2+su(2))"	26	172	1	1	0	0	1	0	0	0	3
22	6	"e8+2 f5+3(g2+su(2))"	27	145	1	1	0	0	0	1	0	0	4
22	6	"e8+2 f5+3(g2+su(2))"	27	172	1	1	0	0	1	0	0	0	2
22	6	"e8+2 f5+3(g2+su(2))"	28	117	1	1	0	0	0	0	1	0	4
22	6	"e8+2 f5+3(g2+su(2))"	29	117	1	1	0	0	0	0	1	0	3
22	6	"e8+2 f5+3(g2+su(2))"	32	2	1	1	0	0	0	0	0	1	5
22	7	"e8+2 f5+3(g2+su(2))"	22	250	0	1	0	0	0	0	0	0	2
22	8	"e8+2 f5+su(3)+3(g2+su(2))"	22	250	1	0	0	0	0	0	0	0	2
22	8	"e8+2 f5+su(3)+3(g2+su(2))"	23	242	1	1	0	0	0	0	0	0	3
22	8	"e8+2 f5+su(3)+3(g2+su(2))"	23	243	0	1	0	0	0	0	0	0	2
22	8	"e8+2 f5+su(3)+3(g2+su(2))"	26	172	1	0	0	0	1	0	0	0	6
22	8	"e8+2 f5+su(3)+3(g2+su(2))"	27	145	1	0	0	0	0	1	0	0	9
22	8	"e8+2 f5+su(3)+3(g2+su(2))"	27	164	1	1	0	0	1	0	0	0	2
22	8	"e8+2 f5+su(3)+3(g2+su(2))"	27	172	1	0	0	0	1	0	0	0	5
22	8	"e8+2 f5+su(3)+3(g2+su(2))"	27	250	1	0	0	0	0	0	0	0	5
22	8	"e8+2 f5+su(3)+3(g2+su(2))"	28	117	1	0	0	0	0	0	1	0	9
22	8	"e8+2 f5+su(3)+3(g2+su(2))"	29	172	1	0	0	0	1	0	0	0	5
22	8	"e8+2 f5+su(3)+3(g2+su(2))"	30	172	1	0	0	0	1	0	0	0	2
22	8	"e8+2 f5+su(3)+3(g2+su(2))"	32	2	1	0	0	0	0	0	0	1	4
22	9	"e8+2 f5+4(g2+su(2))"	22	248	1	0	0	0	0	0	0	0	2
22	9	"e8+2 f5+4(g2+su(2))"	26	170	1	0	0	0	1	0	0	0	7
22	9	"e8+2 f5+4(g2+su(2))"	27	143	1	0	0	0	0	1	0	0	6
22	9	"e8+2 f5+4(g2+su(2))"	27	170	1	0	0	0	1	0	0	0	3
22	9	"e8+2 f5+4(g2+su(2))"	27	248	1	0	0	0	0	0	0	0	3
22	9	"e8+2 f5+4(g2+su(2))"	28	115	1	0	0	0	0	0	1	0	6
22	9	"e8+2 f5+4(g2+su(2))"	29	170	1	0	0	0	1	0	0	0	4
22	9	"e8+2 f5+4(g2+su(2))"	32	0	1	0	0	0	0	0	0	1	3
22	10	"e8+2 f5+3(g2+su(2))"	22	250	1	1	0	0	0	0	0	0	2
22	10	"e8+2 f5+3(g2+su(2))"	22	251	0	1	0	0	0	0	0	0	3
22	10	"e8+2 f5+3(g2+su(2))"	23	243	0	2	0	0	0	0	0	0	3
22	10	"e8+2 f5+3(g2+su(2))"	26	172	1	1	0	0	1	0	0	0	3
22	10	"e8+2 f5+3(g2+su(2))"	27	145	1	1	0	0	0	1	0	0	4
22	10	"e8+2 f5+3(g2+su(2))"	27	172	1	1	0	0	1	0	0	0	2
22	10	"e8+2 f5+3(g2+su(2))"	28	117	1	1	0	0	0	0	1	0	4
22	10	"e8+2 f5+3(g2+su(2))"	29	117	1	1	0	0	0	0	1	0	3
22	10	"e8+2 f5+3(g2+su(2))"	32	2	1	1	0	0	0	0	0	1	5
22	11	"e8+2 f5+3(g2+su(2))"	22	250	0	1	0	0	0	0	0	0	2
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	22	191	1	0	0	0	0	0	0	0	2
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	25	189	3	0	0	0	0	0	0	0	6
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	25	190	2	0	0	0	0	0	0	0	12
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	25	191	1	0	0	0	0	0	0	0	4
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	26	162	2	0	1	0	0	0	0	0	2
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	26	163	1	0	1	0	0	0	0	0	2
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	26	182	2	1	0	0	0	0	0	0	10
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	26	183	1	1	0	0	0	0	0	0	7
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	27	162	2	0	1	0	0	0	0	0	3
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	27	163	1	0	1	0	0	0	0	0	5
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	27	191	1	0	0	0	0	0	0	0	4
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	28	175	1	2	0	0	0	0	0	0	4
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	28	191	1	0	0	0	0	0	0	0	3
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	29	163	1	0	1	0	0	0	0	0	3
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	29	175	1	2	0	0	0	0	0	0	4
22	14	"e8+3 f5+3 su(3)+2(g2+su(2))"	29	191	1	0	0	0	0	0	0	0	2
22	15	"e8+e7+f5+3(g2+su(2))"	26	167	2	1	0	0	0	0	0	0	2
22	15	"e8+e7+f5+3(g2+su(2))"	26	169	1	1	0	0	0	0	0	0	4
22	15	"e8+e7+f5+3(g2+su(2))"	27	169	1	1	0	0	0	0	0	0	5
22	15	"e8+e7+f5+3(g2+su(2))"	28	169	1	1	0	0	0	0	0	0	3
22	15	"e8+e7+f5+3(g2+su(2))"	29	169	1	1	0	0	0	0	0	0	2
22	15	"e8+e7+f5+3(g2+su(2))"	30	169	1	1	0	0	0	0	0	0	4
22	15	"e8+e7+f5+3(g2+su(2))"	30	170	0	1	0	0	0	0	0	0	3
22	16	"e8+e7+f5+3(g2+su(2))"	26	167	2	1	0	0	0	0	0	0	5
22	16	"e8+e7+f5+3(g2+su(2))"	26	169	1	1	0	0	0	0	0	0	10
22	16	"e8+e7+f5+3(g2+su(2))"	27	169	1	1	0	0	0	0	0	0	5
22	16	"e8+e7+f5+3(g2+su(2))"	28	169	1	1	0	0	0	0	0	0	4
22	16	"e8+e7+f5+3(g2+su(2))"	29	169	1	1	0	0	0	0	0	0	2
22	16	"e8+e7+f5+3(g2+su(2))"	30	169	1	1	0	0	0	0	0	0	4
22	16	"e8+e7+f5+3(g2+su(2))"	30	170	0	1	0	0	0	0	0	0	3
22	17	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	26	157	1	2	0	0	0	0	0	0	4
22	17	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	26	158	0	2	0	0	0	0	0	0	3
22	17	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	26	164	2	1	0	0	0	0	0	0	2
22	17	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	26	165	1	1	0	0	0	0	0	0	13
22	17	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	26	166	0	1	0	0	0	0	0	0	3
22	17	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	26	173	1	0	0	0	0	0	0	0	15
22	17	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	27	165	1	1	0	0	0	0	0	0	6
22	17	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	27	173	1	0	0	0	0	0	0	0	13
22	17	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	28	165	1	1	0	0	0	0	0	0	2
22	17	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	28	173	1	0	0	0	0	0	0	0	3
22	17	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	29	165	1	1	0	0	0	0	0	0	4
22	18	"e8+e6+2 f5+su(3)+2(g2+su(2))"	22	174	0	1	0	0	0	0	0	0	2
22	18	"e8+e6+2 f5+su(3)+2(g2+su(2))"	26	158	0	3	0	0	0	0	0	0	3
22	18	"e8+e6+2 f5+su(3)+2(g2+su(2))"	26	164	2	2	0	0	0	0	0	0	2
22	18	"e8+e6+2 f5+su(3)+2(g2+su(2))"	26	165	1	2	0	0	0	0	0	0	7
22	18	"e8+e6+2 f5+su(3)+2(g2+su(2))"	26	166	0	2	0	0	0	0	0	0	7
22	18	"e8+e6+2 f5+su(3)+2(g2+su(2))"	26	173	1	1	0	0	0	0	0	0	11
22	18	"e8+e6+2 f5+su(3)+2(g2+su(2))"	26	174	0	1	0	0	0	0	0	0	3
22	18	"e8+e6+2 f5+su(3)+2(g2+su(2))"	27	165	1	2	0	0	0	0	0	0	3
22	18	"e8+e6+2 f5+su(3)+2(g2+su(2))"	27	173	1	1	0	0	0	0	0	0	6
22	18	"e8+e6+2 f5+su(3)+2(g2+su(2))"	27	174	0	1	0	0	0	0	0	0	2
22	18	"e8+e6+2 f5+su(3)+2(g2+su(2))"	28	165	1	2	0	0	0	0	0	0	2
22	18	"e8+e6+2 f5+su(3)+2(g2+su(2))"	28	173	1	1	0	0	0	0	0	0	2
22	18	"e8+e6+2 f5+su(3)+2(g2+su(2))"	29	173	1	1	0	0	0	0	0	0	2
22	18	"e8+e6+2 f5+su(3)+2(g2+su(2))"	30	173	1	1	0	0	0	0	0	0	4
22	19	"e8+e7+f5+3(g2+su(2))"	26	158	1	2	0	0	0	0	0	0	2
22	19	"e8+e7+f5+3(g2+su(2))"	26	160	0	2	0	0	0	0	0	0	2
22	19	"e8+e7+f5+3(g2+su(2))"	29	168	1	1	0	0	0	0	0	0	5
22	19	"e8+e7+f5+3(g2+su(2))"	29	176	1	0	0	0	0	0	0	0	3
22	19	"e8+e7+f5+3(g2+su(2))"	30	168	1	1	0	0	0	0	0	0	3
22	19	"e8+e7+f5+3(g2+su(2))"	30	169	1	1	0	0	0	0	0	0	4
22	19	"e8+e7+f5+3(g2+su(2))"	30	170	0	1	0	0	0	0	0	0	3
22	20	"e8+e7+f5+su(3)+3(g2+su(2))"	26	158	2	1	0	0	0	0	0	0	2
22	20	"e8+e7+f5+su(3)+3(g2+su(2))"	26	167	2	0	0	0	0	0	0	0	9
22	20	"e8+e7+f5+su(3)+3(g2+su(2))"	26	169	1	0	0	0	0	0	0	0	6
22	20	"e8+e7+f5+su(3)+3(g2+su(2))"	27	158	2	1	0	0	0	0	0	0	2
22	20	"e8+e7+f5+su(3)+3(g2+su(2))"	27	160	1	1	0	0	0	0	0	0	2
22	20	"e8+e7+f5+su(3)+3(g2+su(2))"	27	167	2	0	0	0	0	0	0	0	4
22	20	"e8+e7+f5+su(3)+3(g2+su(2))"	27	169	1	0	0	0	0	0	0	0	7
22	20	"e8+e7+f5+su(3)+3(g2+su(2))"	28	160	1	1	0	0	0	0	0	0	2
22	20	"e8+e7+f5+su(3)+3(g2+su(2))"	28	162	0	1	0	0	0	0	0	0	2
22	20	"e8+e7+f5+su(3)+3(g2+su(2))"	28	167	2	0	0	0	0	0	0	0	2
22	20	"e8+e7+f5+su(3)+3(g2+su(2))"	28	169	1	0	0	0	0	0	0	0	5
22	20	"e8+e7+f5+su(3)+3(g2+su(2))"	30	160	1	1	0	0	0	0	0	0	4
22	20	"e8+e7+f5+su(3)+3(g2+su(2))"	30	161	1	1	0	0	0	0	0	0	2
22	21	"e8+e7+f5+3(g2+su(2))"	26	169	0	1	0	0	0	0	0	0	2
22	21	"e8+e7+f5+3(g2+su(2))"	26	169	1	1	0	0	0	0	0	0	2
22	21	"e8+e7+f5+3(g2+su(2))"	27	160	1	2	0	0	0	0	0	0	4
22	21	"e8+e7+f5+3(g2+su(2))"	27	169	0	1	0	0	0	0	0	0	2
22	21	"e8+e7+f5+3(g2+su(2))"	27	169	1	1	0	0	0	0	0	0	3
22	21	"e8+e7+f5+3(g2+su(2))"	30	169	1	1	0	0	0	0	0	0	4
22	21	"e8+e7+f5+3(g2+su(2))"	30	170	0	1	0	0	0	0	0	0	3
22	22	"e8+e7+f5+3(g2+su(2))"	26	160	1	2	0	0	0	0	0	0	2
22	22	"e8+e7+f5+3(g2+su(2))"	26	169	1	1	0	0	0	0	0	0	8
22	22	"e8+e7+f5+3(g2+su(2))"	27	160	1	2	0	0	0	0	0	0	2
22	22	"e8+e7+f5+3(g2+su(2))"	27	169	1	1	0	0	0	0	0	0	4
22	22	"e8+e7+f5+3(g2+su(2))"	28	169	1	1	0	0	0	0	0	0	2
22	22	"e8+e7+f5+3(g2+su(2))"	30	169	1	1	0	0	0	0	0	0	4
22	22	"e8+e7+f5+3(g2+su(2))"	30	170	0	1	0	0	0	0	0	0	3
22	25	"e8+e6+2 f5+su(3)+3(g2+su(2))"	26	164	1	1	0	0	0	0	0	0	7
22	25	"e8+e6+2 f5+su(3)+3(g2+su(2))"	26	165	0	1	0	0	0	0	0	0	2
22	25	"e8+e6+2 f5+su(3)+3(g2+su(2))"	26	172	1	0	0	0	0	0	0	0	17
22	25	"e8+e6+2 f5+su(3)+3(g2+su(2))"	27	164	1	1	0	0	0	0	0	0	3
22	25	"e8+e6+2 f5+su(3)+3(g2+su(2))"	27	172	1	0	0	0	0	0	0	0	14
22	25	"e8+e6+2 f5+su(3)+3(g2+su(2))"	28	172	1	0	0	0	0	0	0	0	2
22	25	"e8+e6+2 f5+su(3)+3(g2+su(2))"	29	164	1	1	0	0	0	0	0	0	3
22	26	"e8+e6+2 f5+su(3)+2(g2+su(2))"	26	164	1	2	0	0	0	0	0	0	4
22	26	"e8+e6+2 f5+su(3)+2(g2+su(2))"	26	166	0	2	0	0	0	0	0	0	2
22	26	"e8+e6+2 f5+su(3)+2(g2+su(2))"	26	173	1	1	0	0	0	0	0	0	8
22	26	"e8+e6+2 f5+su(3)+2(g2+su(2))"	26	174	0	1	0	0	0	0	0	0	2
22	26	"e8+e6+2 f5+su(3)+2(g2+su(2))"	27	173	1	1	0	0	0	0	0	0	2
22	26	"e8+e6+2 f5+su(3)+2(g2+su(2))"	27	174	0	1	0	0	0	0	0	0	2
22	26	"e8+e6+2 f5+su(3)+2(g2+su(2))"	29	173	1	1	0	0	0	0	0	0	2
22	26	"e8+e6+2 f5+su(3)+2(g2+su(2))"	30	173	1	1	0	0	0	0	0	0	3
22	27	"e8+e6+2 f5+3(g2+su(2))"	22	173	0	1	0	0	0	0	0	0	2
22	27	"e8+e6+2 f5+3(g2+su(2))"	26	164	1	2	0	0	0	0	0	0	5
22	27	"e8+e6+2 f5+3(g2+su(2))"	26	165	0	2	0	0	0	0	0	0	2
22	27	"e8+e6+2 f5+3(g2+su(2))"	26	172	1	1	0	0	0	0	0	0	13
22	27	"e8+e6+2 f5+3(g2+su(2))"	27	172	1	1	0	0	0	0	0	0	8
22	27	"e8+e6+2 f5+3(g2+su(2))"	28	172	1	1	0	0	0	0	0	0	3
22	27	"e8+e6+2 f5+3(g2+su(2))"	29	172	1	1	0	0	0	0	0	0	3
22	27	"e8+e6+2 f5+3(g2+su(2))"	30	172	1	1	0	0	0	0	0	0	3
22	28	"e8+e6+2 f5+3(g2+su(2))"	26	172	1	1	0	0	0	0	0	0	6
22	28	"e8+e6+2 f5+3(g2+su(2))"	27	172	1	1	0	0	0	0	0	0	5
22	28	"e8+e6+2 f5+3(g2+su(2))"	27	173	0	1	0	0	0	0	0	0	3
22	28	"e8+e6+2 f5+3(g2+su(2))"	29	172	1	1	0	0	0	0	0	0	5
22	28	"e8+e6+2 f5+3(g2+su(2))"	30	172	1	1	0	0	0	0	0	0	2
22	29	"e8+e6+2 f5+su(3)+2(g2+su(2))"	26	166	0	2	0	0	0	0	0	0	2
22	29	"e8+e6+2 f5+su(3)+2(g2+su(2))"	26	174	0	1	0	0	0	0	0	0	2
22	29	"e8+e6+2 f5+su(3)+2(g2+su(2))"	27	174	0	1	0	0	0	0	0	0	2
22	30	"e8+e7+f5+su(3)+3(g2+su(2))"	26	169	1	0	0	0	0	0	0	0	11
22	30	"e8+e7+f5+su(3)+3(g2+su(2))"	27	169	1	0	0	0	0	0	0	0	9
22	30	"e8+e7+f5+su(3)+3(g2+su(2))"	28	162	0	1	0	0	0	0	0	0	2
22	30	"e8+e7+f5+su(3)+3(g2+su(2))"	28	169	1	0	0	0	0	0	0	0	5
22	30	"e8+e7+f5+su(3)+3(g2+su(2))"	30	161	1	1	0	0	0	0	0	0	2
22	31	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	26	164	1	1	0	0	0	0	0	0	6
22	31	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	26	166	0	1	0	0	0	0	0	0	2
22	31	"e8+e6+2 f5+2 su(3)+2(g2+su(2))"	26	173	1	0	0	0	0	0	0	0	10
