"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
67	5	74	87	0	2	0	0	0	0	0	1	"s1:67→1"	"s2:4→1 / s3:1→1"
67	5	104	258	0	2	0	0	1	0	0	0	"{s1:67→1 / s2:67→1, s1:67→1 / s2:67→1}"	"{s3:1→1, s3:4→1}"
67	5	177	257	0	2	0	0	1	0	0	0	"s1:67→1"	"s2:4→1 / s3:1→1"
67	6	80	250	0	2	0	0	1	0	0	0	"s1:67→1 / s2:1→1 / s3:1→1"	""
67	6	82	257	1	1	0	0	1	0	0	0	"s1:67→1 / s2:1→1 / s3:1→1"	"s3:69→1"
67	6	83	250	0	2	0	0	1	0	0	0	"s1:67→1 / s2:1→1 / s3:1→2"	""
67	6	83	257	1	1	0	0	1	0	0	0	"{s1:67→1 / s2:1→1 / s3:1→2, s1:67→1 / s2:1→1 / s3:1→3, s1:67→1 / s2:1→1 / s3:1→4, s1:67→1 / s2:1→1 / s3:1→5}"	"{s3:69→1, s3:69→1, s3:69→1, s3:69→1}"
67	6	104	257	1	1	0	0	1	0	0	0	"s1:67→1 / s2:1→1 / s3:1→1, 67→1"	"s3:69→1"
67	10	93	256	1	1	1	0	0	0	0	0	"s1:1→1 / s2:67→1"	"s3:64→1"
67	10	122	256	1	1	1	0	0	0	0	0	"s1:1→1 / s2:67→1 / s3:1→1"	"s3:69→1"
67	10	150	269	0	3	0	0	0	0	0	0	"s1:67→1 / s2:1→1 / s3:1→1"	""
67	10	151	269	0	3	0	0	0	0	0	0	"s1:67→1 / s2:1→1 / s3:1→2"	""
67	14	79	249	1	1	0	0	1	0	0	0	"s1:67→1 / s2:2→1"	"s3:1→1"
67	15	165	273	2	1	0	0	0	0	0	0	"s1:64→1"	"s2:67→1 / s3:1→1"
67	19	150	268	1	2	0	0	0	0	0	0	"s1:67→1 / s2:2→1"	"s3:1→1"
67	19	177	268	1	2	0	0	0	0	0	0	"s1:67→1 / s2:2→1 / s3:2→1"	"s3:68→1"
67	21	149	273	2	1	0	0	0	0	0	0	"s1:67→1 / s2:3→2"	"s2:68→1 / s3:2→1"
67	21	154	273	2	1	0	0	0	0	0	0	"s1:67→1 / s2:3→1"	"s2:68→1 / s3:2→1"
67	26	94	251	0	3	0	0	0	0	0	0	"{s1:67→1 / s2:65→1, s1:67→1 / s2:65→1}"	"{s3:1→1, s3:4→1}"
67	26	139	250	0	3	0	0	0	0	0	0	"{s1:65→1, s1:67→1}"	"{s2:4→1 / s3:1→1, s2:4→1 / s3:1→1}"
67	27	134	249	0	3	0	0	0	0	0	0	""	"s1:67→1 / s2:4→1 / s3:1→1"
67	28	123	249	0	3	0	0	0	0	0	0	"s1:67→1"	"s2:4→1 / s3:1→1"
67	30	81	249	0	2	0	1	0	0	0	0	"s1:1→1 / s2:67→1 / s3:67→1"	""
67	30	81	256	1	1	0	1	0	0	0	0	"{s1:1→1 / s2:67→1 / s3:65→1, s1:1→1 / s2:67→1 / s3:65→1, 67→1}"	"{s3:69→1, s3:69→1}"
67	30	83	256	1	1	0	1	0	0	0	0	"s1:1→1 / s2:67→1 / s3:67→1"	"s3:69→1"
67	30	84	236	1	0	1	1	0	0	0	0	"s1:1→1 / s2:67→1"	"s3:2→1"
67	30	84	260	1	0	2	0	0	0	0	0	"s1:67→1 / s2:1→1"	"s3:2→1"
67	30	86	253	0	1	2	0	0	0	0	0	"s1:67→1 / s2:1→1 / s3:1→1"	""
67	30	86	273	0	2	1	0	0	0	0	0	"s1:67→1 / s2:1→1 / s3:1→1"	""
67	30	87	260	1	0	2	0	0	0	0	0	"s1:67→1 / s2:1→1 / s3:1→1"	"s3:2→1"
67	30	88	273	0	2	1	0	0	0	0	0	"{s1:67→1 / s2:1→1 / s3:1→2, s1:67→1 / s2:1→1 / s3:1→3}"	""
67	30	140	260	1	0	2	0	0	0	0	0	"s1:67→1 / s2:1→1 / s3:65→1"	"s3:2→1"
67	34	78	254	2	0	0	1	0	0	0	0	"s1:1→1"	"s2:67→1 / s3:67→1"
