"id"	"list"	"29(TH-1)+H-V"	"gauge algebra"	"symmetry"
22	"{1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,{1,7},1}"	178	"2 e8+e7'+2 f4+5(g2+su(2))"	"{31,33}"
23	"{1,{1,8},1,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1}"	150	"2 e8+e7+2 f4+5(g2+su(2))"	"{1,2}"
24	"{2,2,1,{2,2,1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,8,1,2,2}"	159	"2 e8+e7+2 f4+4(g2+su(2))"	"{1,4}"
25	"{2,2,1,{2,2,1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,8,1,2}"	159	"2 e8+e7+2 f4+4(g2+su(2))"	"{1,4}"
26	"{1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,4,1}"	255	"2 e8+2 f4+so(8)+5(g2+su(2))"	""
27	"{1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,1,8,1,2}"	150	"2 e8+e7+2 f4+5(g2+su(2))"	""
28	"{1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,8,1}"	150	"2 e8+e7+2 f4+5(g2+su(2))"	""
29	"{1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,1,6,1,3,1}"	198	"2 e8+e6+2 f4+2 su(3)+4(g2+su(2))"	""
30	"{1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,7,1,2}"	178	"2 e8+e7'+2 f4+5(g2+su(2))"	""
31	"{1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,7,1}"	178	"2 e8+e7'+2 f4+5(g2+su(2))"	""
32	"{1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,1,7}"	126	"2 e8+e7'+3 f4+5(g2+su(2))"	""
33	"{1,{1,5},1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,1,6,1}"	154	"2 e8+e6+3 f4+su(3)+4(g2+su(2))"	"{1,2}"
34	"{1,{1,5},1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,1,6}"	153	"2 e8+e6+3 f4+5(g2+su(2))"	"{1,2}"
35	"{1,{1,7},1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,3}"	170	"2 e8+e7'+2 f4+su(3)+5(g2+su(2))"	"{1,2}"
36	"{1,{1,8},1,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,3}"	142	"2 e8+e7+2 f4+su(3)+5(g2+su(2))"	"{1,2}"
37	"{2,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,8,1,2,2}"	159	"2 e8+e7+2 f4+4(g2+su(2))"	""
38	"{2,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,8,1,2}"	159	"2 e8+e7+2 f4+4(g2+su(2))"	""
39	"{5,1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,7,1}"	126	"2 e8+e7'+3 f4+5(g2+su(2))"	""
40	"{5,1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,7}"	126	"2 e8+e7'+3 f4+5(g2+su(2))"	""
41	"{1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,4,1,3}"	247	"2 e8+2 f4+so(8)+su(3)+5(g2+su(2))"	""
42	"{1,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,1,4}"	196	"2 e8+3 f4+so(8)+2 su(3)+4(g2+su(2))"	""
43	"{1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,1,6,1,3,1,5}"	146	"2 e8+e6+3 f4+2 su(3)+4(g2+su(2))"	""
44	"{1,{1,7},1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,3,2}"	169	"2 e8+e7'+2 f4+6(g2+su(2))"	"{1,2}"
45	"{1,{1,8},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,2,2,2}"	159	"2 e8+e7+2 f4+4(g2+su(2))"	"{1,2}"
46	"{2,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,1,6,1}"	154	"2 e8+e6+3 f4+su(3)+4(g2+su(2))"	""
47	"{2,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,1,6}"	153	"2 e8+e6+3 f4+5(g2+su(2))"	""
48	"{2,1,8,1,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,3}"	142	"2 e8+e7+2 f4+su(3)+5(g2+su(2))"	""
49	"{2,1,{1,8},1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,2,2,2}"	159	"2 e8+e7+2 f4+4(g2+su(2))"	""
50	"{2,2,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,8,1,2,2}"	159	"2 e8+e7+2 f4+4(g2+su(2))"	""
51	"{2,2,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,8,1,2}"	159	"2 e8+e7+2 f4+4(g2+su(2))"	""
52	"{3,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,8,1}"	142	"2 e8+e7+2 f4+su(3)+5(g2+su(2))"	""
53	"{3,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,1,6,1,3,1}"	190	"2 e8+e6+2 f4+3 su(3)+4(g2+su(2))"	""
54	"{3,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,7,1,2}"	170	"2 e8+e7'+2 f4+su(3)+5(g2+su(2))"	""
55	"{3,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,7,1}"	170	"2 e8+e7'+2 f4+su(3)+5(g2+su(2))"	""
56	"{3,2,1,8,1,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1}"	141	"2 e8+e7+2 f4+6(g2+su(2))"	""
57	"{1,2,2,3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1}"	367	"3 e7+2 f4+4(g2+su(2))+2(so(7)+2 su(2))"	"Inversion"
58	"{1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,8,1,2,3,2,1}"	252	"e8+2 e7+2 f4+4(g2+su(2))+2(so(7)+2 su(2))"	"Inversion"
59	"{1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1}"	252	"e8+2 e7+2 f4+4(g2+su(2))+2(so(7)+2 su(2))"	""
60	"{1,3,1,6,1,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,3,2}"	189	"2 e8+e6+2 f4+2 su(3)+5(g2+su(2))"	""
61	"{1,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1}"	254	"e8+2 e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	""
62	"{1,7,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,3,2}"	169	"2 e8+e7'+2 f4+6(g2+su(2))"	""
63	"{2,1,7,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,3,2}"	169	"2 e8+e7'+2 f4+6(g2+su(2))"	""
64	"{2,1,8,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,2,2,2}"	159	"2 e8+e7+2 f4+4(g2+su(2))"	""
65	"{2,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,2,2,2}"	159	"2 e8+e7+2 f4+4(g2+su(2))"	""
66	"{5,1,3,1,6,1,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,3}"	138	"2 e8+e6+3 f4+3 su(3)+4(g2+su(2))"	""
67	"{1,8,1,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,4}"	122	"2 e8+e7+2 f4+so(8)+5(g2+su(2))"	""
68	"{1,{1,5},1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,{1,5},1}"	241	"4 e7+2 f4+2(g2+su(2))+3(so(7)+2 su(2))"	"{Inversion,{1,2},{31,33}}"
69	"{1,{1,6},1,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,4,1}"	178	"2 e8+e6+2 f4+so(8)+su(3)+4(g2+su(2))"	"{1,2}"
70	"{1,{1,8},1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,{1,8},1}"	130	"e8+3 e7+2 f4+4(g2+su(2))+so(7)+2 su(2)"	"{{1,2},{31,33}}"
71	"{2,1,{2,1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1}"	293	"4 e7+f4+2(g2+su(2))+3(so(7)+2 su(2))"	"{1,3}"
72	"{2,1,{2,1,12},1,2,2,3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1}"	178	"e8+3 e7+f4+2(g2+su(2))+3(so(7)+2 su(2))"	"{1,3}"
73	"{2,1,{2,1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,1,6,1,3,1,6,1,3}"	121	"2 e8+2 e6+2 f4+3 su(3)+3(g2+su(2))"	"{1,3}"
74	"{2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,1,6,1,3,1,6,1}"	129	"2 e8+2 e6+2 f4+2 su(3)+3(g2+su(2))"	""
75	"{3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,1,6,1,3,1,6}"	120	"2 e8+2 e6+2 f4+2 su(3)+4(g2+su(2))"	""
76	"{8,1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,4}"	122	"2 e8+e7+2 f4+so(8)+5(g2+su(2))"	""
77	"{1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,4,1,4}"	227	"2 e8+2 f4+2 so(8)+5(g2+su(2))"	""
78	"{1,2,3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,{1,3},2}"	282	"4 e7+f4+2(g2+su(2))+4(so(7)+2 su(2))"	""
79	"{1,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,4,1,4,1}"	227	"2 e8+2 f4+2 so(8)+5(g2+su(2))"	""
80	"{1,2,3,2,1,{1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,1}"	283	"4 e7+f4+su(3)+g2+su(2)+4(so(7)+2 su(2))"	""
81	"{1,3,2,1,{1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,1}"	284	"4 e7+f4+3(g2+su(2))+3(so(7)+2 su(2))"	""
82	"{1,4,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,7}"	150	"2 e8+e7'+2 f4+so(8)+5(g2+su(2))"	""
83	"{1,4,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,1,6,1,2}"	178	"2 e8+e6+2 f4+so(8)+su(3)+4(g2+su(2))"	""
84	"{1,4,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,6,1}"	177	"2 e8+e6+2 f4+so(8)+5(g2+su(2))"	""
85	"{1,4,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,6}"	177	"2 e8+e6+2 f4+so(8)+5(g2+su(2))"	""
86	"{1,7,1,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,4,1}"	150	"2 e8+e7'+2 f4+so(8)+5(g2+su(2))"	""
87	"{1,{1,5},1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,2}"	241	"4 e7+2 f4+2(g2+su(2))+3(so(7)+2 su(2))"	"{1,2}"
88	"{1,{1,5},1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,5,1}"	239	"4 e7+2 f4+g2+su(2)+4(so(7)+2 su(2))"	"{1,2}"
89	"{1,{1,6},1,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,4,1,3}"	170	"2 e8+e6+2 f4+so(8)+2 su(3)+4(g2+su(2))"	"{1,2}"
90	"{1,{1,8},1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2}"	130	"e8+3 e7+2 f4+4(g2+su(2))+so(7)+2 su(2)"	"{1,2}"
91	"{1,{1,8},1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,8,1,2}"	130	"e8+3 e7+2 f4+4(g2+su(2))+so(7)+2 su(2)"	"{1,2}"
92	"{1,{1,8},1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,8,1}"	130	"e8+3 e7+2 f4+4(g2+su(2))+so(7)+2 su(2)"	"{1,2}"
93	"{1,{1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1}"	128	"e8+3 e7+2 f4+3(g2+su(2))+2(so(7)+2 su(2))"	"{1,2}"
94	"{1,{1,12},1,2,2,3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3}"	120	"e8+3 e7+2 f4+su(3)+3(g2+su(2))+2(so(7)+2 su(2))"	"{1,2}"
95	"{2,1,{1,12},1,2,2,3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1}"	128	"e8+3 e7+2 f4+3(g2+su(2))+2(so(7)+2 su(2))"	""
96	"{2,1,{1,12},1,2,2,3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,5}"	126	"e8+3 e7+2 f4+2(g2+su(2))+3(so(7)+2 su(2))"	""
97	"{2,2,1,{1,8},1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1}"	293	"4 e7+f4+2(g2+su(2))+3(so(7)+2 su(2))"	""
98	"{2,2,1,{1,12},1,2,2,3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1}"	178	"e8+3 e7+f4+2(g2+su(2))+3(so(7)+2 su(2))"	""
99	"{2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,1,6,1,3,1,6,1,3}"	121	"2 e8+2 e6+2 f4+3 su(3)+3(g2+su(2))"	""
100	"{2,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,1,6,1,3,1,6,1}"	129	"2 e8+2 e6+2 f4+2 su(3)+3(g2+su(2))"	""
101	"{1,2,2,3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,2,2}"	293	"4 e7+f4+2(g2+su(2))+3(so(7)+2 su(2))"	""
102	"{1,2,3,2,1,7,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,1}"	310	"3 e7+e7'+f4+2(g2+su(2))+4(so(7)+2 su(2))"	""
103	"{1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,2}"	178	"e8+3 e7+f4+2(g2+su(2))+3(so(7)+2 su(2))"	""
104	"{1,3,2,1,7,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1}"	312	"3 e7+e7'+f4+3(g2+su(2))+3(so(7)+2 su(2))"	""
105	"{1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1}"	171	"e8+3 e7+f4+4(g2+su(2))+2(so(7)+2 su(2))"	""
106	"{1,3,2,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,1}"	284	"4 e7+f4+3(g2+su(2))+3(so(7)+2 su(2))"	""
107	"{1,4,1,4,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,1,5,1}"	176	"2 e8+3 f4+2 so(8)+su(3)+4(g2+su(2))"	""
108	"{1,4,1,4,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,5}"	175	"2 e8+3 f4+2 so(8)+5(g2+su(2))"	""
109	"{1,5,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,2}"	239	"4 e7+2 f4+g2+su(2)+4(so(7)+2 su(2))"	""
110	"{1,5,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,5,1}"	237	"4 e7+2 f4+5(so(7)+2 su(2))"	"Inversion"
111	"{1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2}"	128	"e8+3 e7+2 f4+3(g2+su(2))+2(so(7)+2 su(2))"	""
112	"{1,6,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,4,1,3}"	169	"2 e8+e6+2 f4+so(8)+su(3)+5(g2+su(2))"	""
113	"{1,6,1,3,1,6,1,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,2,2}"	129	"2 e8+2 e6+2 f4+2 su(3)+3(g2+su(2))"	""
114	"{1,8,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2}"	130	"e8+3 e7+2 f4+4(g2+su(2))+so(7)+2 su(2)"	""
115	"{1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3}"	121	"e8+3 e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	""
116	"{1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,8,1,2,3}"	121	"e8+3 e7+2 f4+5(g2+su(2))+so(7)+2 su(2)"	""
117	"{1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3}"	120	"e8+3 e7+2 f4+su(3)+3(g2+su(2))+2(so(7)+2 su(2))"	""
118	"{1,12,1,2,2,3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2}"	119	"e8+3 e7+2 f4+4(g2+su(2))+2(so(7)+2 su(2))"	""
119	"{2,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,2}"	241	"4 e7+2 f4+2(g2+su(2))+3(so(7)+2 su(2))"	"Inversion"
120	"{2,1,6,1,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,4,1,3}"	170	"2 e8+e6+2 f4+so(8)+2 su(3)+4(g2+su(2))"	""
121	"{2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,8,1,2}"	130	"e8+3 e7+2 f4+4(g2+su(2))+so(7)+2 su(2)"	""
122	"{2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1}"	128	"e8+3 e7+2 f4+3(g2+su(2))+2(so(7)+2 su(2))"	""
123	"{2,2,3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12}"	119	"e8+3 e7+2 f4+4(g2+su(2))+2(so(7)+2 su(2))"	""
124	"{2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,8,1,2,3,2,1,8,1,2,3,2,1,8}"	119	"e8+3 e7+2 f4+4(g2+su(2))+2(so(7)+2 su(2))"	""
125	"{2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,8,1,2,3,2,1,8}"	119	"e8+3 e7+2 f4+4(g2+su(2))+2(so(7)+2 su(2))"	""
126	"{2,3,2,1,8,1,2,3,2,1,8,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,8}"	119	"e8+3 e7+2 f4+4(g2+su(2))+2(so(7)+2 su(2))"	""
