"id"	"list"	"29(TH-1)+H-V"	"gauge algebra"	"symmetry"	"H-String Weight"
1	"{1,3,2,1,5,1,3,1}"	134	"f4+su(3)+g2+su(2)"	""	"{1, 1, 2, 3, 1, 2, 1, 1}"
2	"{1,2,3,1,3,2,2,1}"	185	"2(g2+su(2))"	""	"{1, 1, 1, 2, 1, 1, 1, 1}"
3	"{1,2,2,2,2,2,2,1}"	203	"0"	"Inversion"	"{1, 1, 1, 1, 1, 1, 1, 1}"
4	"{2,1,5,1,2,3,2,1}"	140	"f4+so(7)+2 su(2)"	""	"{1, 2, 1, 3, 2, 1, 1, 1}"
5	"{2,2,1,5,1,3,2,1}"	142	"f4+g2+su(2)"	""	"{1, 2, 3, 1, 2, 1, 1, 1}"
6	"{3,1,3,1,5,1,3,1}"	127	"f4+3 su(3)"	""	"{1, 3, 2, 3, 1, 2, 1, 1}"
7	"{1,3,1,{1,5},1,3,1}"	135	"f4+2 su(3)"	"Inversion"	"{1, 1, 2, 1, 1, 2, 1, 1}"
8	"{2,{1,3},1,5,1,3,1}"	134	"f4+su(3)+g2+su(2)"	""	"{1, 2, 2, 3, 1, 2, 1, 1}"
9	"{1,{1,5},1,2,3,2,1}"	140	"f4+so(7)+2 su(2)"	"{1,2}"	"{1, 1, 1, 3, 2, 1, 1, 1}"
10	"{2,1,{1,5},1,3,2,1}"	142	"f4+g2+su(2)"	""	"{1, 2, 1, 1, 2, 1, 1, 1}"
11	"{2,{2,3},1,3,2,2,1}"	183	"g2+su(2)+so(7)+2 su(2)"	"{1,2}"	"{1, 1, 2, 4, 2, 2, 2, 2}"
12	"{2,{2,2},2,2,2,2,1}"	203	"0"	"{1,2}"	"{1, 1, 2, 2, 2, 2, 2, 2}"
13	"{3,1,{3,1,5},1,3,1}"	127	"f4+3 su(3)"	"{1,3}"	"{1, 3, 1, 3, 2, 4, 2, 2}"
14	"{1,{1,{1,5}},1,3,2,1}"	142	"f4+g2+su(2)"	"{1,2}"	"{1, 1, 1, 1, 2, 1, 1, 1}"
15	"{1,{1,{1,5}},1,{2,3},2}"	140	"f4+so(7)+2 su(2)"	"{{1,2},{6,8}}"	"{2, 2, 2, 2, 4, 1, 2, 1}"
16	"{1,3,1,{1,{1,6}},1,2}"	117	"e6+su(3)"	""	"{1, 1, 2, 1, 1, 1, 2, 1}"
17	"{1,3,1,{1,6},1,2,2}"	117	"e6+su(3)"	""	"{1, 1, 2, 1, 1, 3, 2, 1}"
18	"{2,1,{2,1,{1,7}},1,2}"	98	"e7'"	"{Inversion,{1,3},{3,8}}"	"{1, 2, 1, 2, 1, 1, 2, 1}"
19	"{2,2,1,{1,{1,7}},1,2}"	98	"e7'"	""	"{1, 2, 3, 1, 1, 1, 2, 1}"
20	"{2,2,1,{1,7},1,2,2}"	98	"e7'"	"Inversion"	"{1, 2, 3, 1, 1, 3, 2, 1}"
21	"{3,1,{3,1,{1,6}},1,2}"	109	"e6+2 su(3)"	"{1,3}"	"{1, 3, 1, 3, 2, 2, 4, 2}"
22	"{3,2,1,{1,{1,6}},1,3}"	108	"e6+su(3)+g2+su(2)"	""	"{1, 3, 5, 2, 2, 2, 3, 1}"
23	"{3,2,1,{1,6},1,2,3}"	107	"e6+2(g2+su(2))"	"Inversion"	"{1, 3, 5, 2, 2, 5, 3, 1}"
24	"{1,3,1,{2,1,6},1,2}"	117	"e6+su(3)"	"{4,8}"	"{1, 1, 2, 1, 2, 1, 2, 1}"
25	"{1,3,2,1,{1,{1,6}},1}"	116	"e6+g2+su(2)"	"{5,8}"	"{1, 1, 2, 3, 1, 1, 1, 1}"
26	"{1,3,2,1,{1,6},1,2}"	116	"e6+g2+su(2)"	""	"{1, 1, 2, 3, 1, 1, 2, 1}"
27	"{2,2,1,{2,1,7},1,2}"	98	"e7'"	"{4,8}"	"{1, 2, 3, 1, 2, 1, 2, 1}"
28	"{2,2,2,1,{1,{1,7}},1}"	98	"e7'"	"{5,8}"	"{1, 2, 3, 4, 1, 1, 1, 1}"
29	"{2,2,2,1,{1,7},1,2}"	98	"e7'"	""	"{1, 2, 3, 4, 1, 1, 2, 1}"
30	"{2,{1,3},2,1,{1,6},1}"	114	"e6+so(7)+2 su(2)"	"{6,8}"	"{1, 2, 2, 3, 4, 1, 1, 1}"
31	"{3,1,3,1,{1,{1,6}},1}"	109	"e6+2 su(3)"	"{5,8}"	"{1, 3, 2, 3, 1, 1, 1, 1}"
32	"{3,1,3,1,{1,6},1,2}"	109	"e6+2 su(3)"	""	"{1, 3, 2, 3, 1, 1, 2, 1}"
33	"{3,1,{3,1,6},1,2,2}"	109	"e6+2 su(3)"	"{1,3}"	"{1, 3, 1, 3, 2, 6, 4, 2}"
34	"{3,2,1,{3,1,6},1,2}"	108	"e6+su(3)+g2+su(2)"	""	"{1, 3, 5, 1, 3, 2, 4, 2}"
35	"{3,2,2,1,{1,6},1,3}"	108	"e6+su(3)+g2+su(2)"	""	"{1, 3, 5, 7, 2, 2, 3, 1}"
36	"{1,2,2,3,1,{1,4},1}"	166	"so(8)+g2+su(2)"	"{6,8}"	"{1, 1, 1, 1, 2, 1, 1, 1}"
37	"{1,3,1,4,1,{2,3},2}"	156	"so(8)+su(3)+so(7)+2 su(2)"	"{6,8}"	"{2, 2, 4, 2, 4, 1, 2, 1}"
38	"{1,3,2,2,1,{1,6},1}"	116	"e6+g2+su(2)"	"{6,8}"	"{1, 1, 2, 3, 4, 1, 1, 1}"
39	"{1,{1,5},1,3,1,4,1}"	115	"f4+so(8)+su(3)"	"{1,2}"	"{1, 1, 1, 3, 2, 3, 1, 1}"
40	"{1,{1,5},1,3,2,1,4}"	114	"f4+so(8)+g2+su(2)"	"{1,2}"	"{1, 1, 1, 3, 2, 3, 4, 1}"
41	"{2,2,2,2,1,{1,7},1}"	98	"e7'"	"{6,8}"	"{1, 2, 3, 4, 5, 1, 1, 1}"
42	"{2,3,1,3,1,{1,6},1}"	108	"e6+su(3)+g2+su(2)"	"{6,8}"	"{1, 2, 5, 3, 4, 1, 1, 1}"
43	"{2,{1,3},2,1,6,1,2}"	114	"e6+so(7)+2 su(2)"	""	"{1, 2, 2, 3, 4, 1, 2, 1}"
44	"{3,1,3,2,1,{1,6},1}"	108	"e6+su(3)+g2+su(2)"	"{6,8}"	"{1, 3, 2, 3, 4, 1, 1, 1}"
45	"{3,1,{1,5},1,3,1,4}"	107	"f4+so(8)+2 su(3)"	""	"{1, 3, 2, 2, 5, 3, 4, 1}"
46	"{1,2,2,3,1,4,1,2}"	166	"so(8)+g2+su(2)"	""	"{1, 1, 1, 1, 2, 1, 2, 1}"
47	"{1,3,1,4,1,3,2,1}"	158	"so(8)+su(3)+g2+su(2)"	""	"{1, 1, 2, 1, 2, 1, 1, 1}"
48	"{1,3,1,6,1,2,2,2}"	117	"e6+su(3)"	""	"{1, 1, 2, 1, 4, 3, 2, 1}"
49	"{1,3,2,1,6,1,2,2}"	116	"e6+g2+su(2)"	""	"{1, 1, 2, 3, 1, 3, 2, 1}"
50	"{1,3,2,2,1,6,1,2}"	116	"e6+g2+su(2)"	""	"{1, 1, 2, 3, 4, 1, 2, 1}"
51	"{1,5,1,2,3,1,4,1}"	114	"f4+so(8)+g2+su(2)"	""	"{1, 1, 4, 3, 2, 3, 1, 1}"
52	"{1,5,1,2,3,2,1,4}"	112	"f4+so(8)+so(7)+2 su(2)"	""	"{1, 1, 4, 3, 2, 3, 4, 1}"
53	"{2,1,5,1,3,1,4,1}"	115	"f4+so(8)+su(3)"	""	"{1, 2, 1, 3, 2, 3, 1, 1}"
54	"{2,1,5,1,3,2,1,4}"	114	"f4+so(8)+g2+su(2)"	""	"{1, 2, 1, 3, 2, 3, 4, 1}"
55	"{2,2,2,1,7,1,2,2}"	98	"e7'"	""	"{1, 2, 3, 4, 1, 3, 2, 1}"
56	"{2,2,2,2,1,7,1,2}"	98	"e7'"	""	"{1, 2, 3, 4, 5, 1, 2, 1}"
57	"{2,2,2,2,2,1,7,1}"	98	"e7'"	""	"{1, 2, 3, 4, 5, 6, 1, 1}"
58	"{2,2,2,2,2,2,1,7}"	98	"e7'"	""	"{1, 2, 3, 4, 5, 6, 7, 1}"
59	"{2,2,3,1,3,1,6,1}"	108	"e6+su(3)+g2+su(2)"	""	"{1, 2, 3, 7, 4, 5, 1, 1}"
60	"{2,2,3,1,3,2,1,6}"	107	"e6+2(g2+su(2))"	""	"{1, 2, 3, 7, 4, 5, 6, 1}"
61	"{2,3,1,3,1,6,1,2}"	108	"e6+su(3)+g2+su(2)"	""	"{1, 2, 5, 3, 4, 1, 2, 1}"
62	"{2,3,1,3,2,1,6,1}"	107	"e6+2(g2+su(2))"	""	"{1, 2, 5, 3, 4, 5, 1, 1}"
