"catalog type"	"catalog id"	"id"	"list"	"29(TH-1)+H-V"	"gauge algebra"	"symmetry"	"H-String Weight"
"N1"	"10669"	40	"{2,3,2,1,{1,8},1,2,2,3,1,5}"	114	"e7+f4+g2+su(2)+so(7)+2 su(2)"	""	"{1, 2, 5, 8, 3, 3, 13, 10, 7, 4, 5, 1}"
"N1"	"10672"	41	"{3,2,1,5,1,3,2,1,{1,8},1,2}"	116	"e7+f4+2(g2+su(2))"	""	"{1, 3, 5, 2, 5, 3, 4, 5, 1, 1, 2, 1}"
"N1"	"10673"	42	"{3,1,5,1,2,3,2,1,{1,8},1,2}"	115	"e7+f4+su(3)+so(7)+2 su(2)"	""	"{1, 3, 2, 7, 5, 3, 4, 5, 1, 1, 2, 1}"
"N1"	"10674"	43	"{2,1,5,1,3,2,2,1,{1,8},1,2}"	125	"e7+f4+g2+su(2)"	""	"{1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 2, 1}"
"N1"	"10676"	44	"{3,1,{1,5},1,3,2,1,{1,8},1,2}"	117	"e7+f4+su(3)+g2+su(2)"	""	"{1, 3, 2, 2, 5, 3, 4, 5, 1, 1, 2, 1}"
"N1"	"10678"	45	"{1,{1,5},1,3,2,2,1,{1,8},1,2}"	125	"e7+f4+g2+su(2)"	"{1,2}"	"{1, 1, 1, 3, 2, 3, 4, 5, 1, 1, 2, 1}"
"N1"	"10681"	46	"{2,1,5,1,3,2,1,{1,8},1,2,2}"	125	"e7+f4+g2+su(2)"	""	"{1, 2, 1, 3, 2, 3, 4, 1, 1, 3, 2, 1}"
"N1"	"10683"	47	"{1,5,1,2,3,2,1,{1,8},1,2,2}"	123	"e7+f4+so(7)+2 su(2)"	""	"{1, 1, 4, 3, 2, 3, 4, 1, 1, 3, 2, 1}"
"N1"	"10684"	48	"{1,{1,5},1,3,2,1,{1,8},1,2,2}"	125	"e7+f4+g2+su(2)"	"{1,2}"	"{1, 1, 1, 3, 2, 3, 4, 1, 1, 3, 2, 1}"
"N1"	"10690"	49	"{1,3,2,1,{2,1,8},1,2,3,2,1}"	166	"e7+g2+su(2)+so(7)+2 su(2)"	""	"{1, 1, 2, 3, 1, 2, 1, 3, 2, 1, 1, 1}"
"N1"	"10695"	50	"{1,2,3,2,1,{3,2,1,8},1,2,3}"	157	"e7+2(g2+su(2))+so(7)+2 su(2)"	"{6,12}"	"{2, 2, 2, 4, 6, 1, 3, 5, 2, 5, 3, 1}"
"N1"	"10702"	51	"{3,2,1,{2,1,8},1,2,3,2,1,5}"	114	"e7+f4+g2+su(2)+so(7)+2 su(2)"	""	"{1, 3, 5, 2, 4, 2, 7, 5, 3, 4, 5, 1}"
"N1"	"10703"	52	"{3,2,1,{2,1,8},1,2,3,1,5,1}"	116	"e7+f4+2(g2+su(2))"	""	"{1, 3, 5, 2, 4, 2, 7, 5, 3, 4, 1, 1}"
"N1"	"10704"	53	"{2,3,2,1,{2,1,8},1,2,3,1,5}"	114	"e7+f4+g2+su(2)+so(7)+2 su(2)"	""	"{1, 2, 5, 8, 3, 6, 3, 10, 7, 4, 5, 1}"
"N1"	"10707"	54	"{2,1,5,1,3,2,1,{2,1,8},1,2}"	125	"e7+f4+g2+su(2)"	"{8,12}"	"{1, 2, 1, 3, 2, 3, 4, 1, 2, 1, 2, 1}"
"N1"	"10709"	55	"{1,5,1,2,3,2,1,{2,1,8},1,2}"	123	"e7+f4+so(7)+2 su(2)"	"{8,12}"	"{1, 1, 4, 3, 2, 3, 4, 1, 2, 1, 2, 1}"
"N1"	"10710"	56	"{1,{1,5},1,3,2,1,{2,1,8},1,2}"	125	"e7+f4+g2+su(2)"	"{{1,2},{8,12}}"	"{1, 1, 1, 3, 2, 3, 4, 1, 2, 1, 2, 1}"
"N1"	"10888"	57	"{1,2,3,1,5,1,3,2,2,1,6,1}"	171	"e6+f4+2(g2+su(2))"	""	"{1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1}"
"N1"	"10898"	58	"{5,1,2,3,1,5,1,3,2,1,6,1}"	119	"e6+2 f4+2(g2+su(2))"	""	"{1, 5, 4, 3, 5, 2, 5, 3, 4, 5, 1, 1}"
"N1"	"10899"	59	"{3,1,5,1,3,1,5,1,3,1,6,1}"	113	"e6+2 f4+3 su(3)"	""	"{1, 3, 2, 7, 5, 8, 3, 7, 4, 5, 1, 1}"
"N1"	"10902"	60	"{1,5,1,3,1,5,1,3,2,1,6,1}"	120	"e6+2 f4+su(3)+g2+su(2)"	""	"{1, 1, 4, 3, 5, 2, 5, 3, 4, 5, 1, 1}"
"N1"	"10905"	61	"{1,3,1,6,1,2,3,1,5,1,3,1}"	164	"e6+f4+2 su(3)+g2+su(2)"	""	"{1, 1, 2, 1, 4, 3, 2, 3, 1, 2, 1, 1}"
"N1"	"10923"	62	"{1,3,2,1,6,1,3,1,5,1,3,1}"	164	"e6+f4+2 su(3)+g2+su(2)"	""	"{1, 1, 2, 3, 1, 3, 2, 3, 1, 2, 1, 1}"
"N1"	"10935"	63	"{1,2,3,2,1,6,1,3,1,5,1,2}"	170	"e6+f4+su(3)+so(7)+2 su(2)"	""	"{1, 1, 1, 2, 3, 1, 3, 2, 3, 1, 2, 1}"
"N1"	"10936"	64	"{1,2,3,2,1,6,1,3,1,{1,5},1}"	170	"e6+f4+su(3)+so(7)+2 su(2)"	"{10,12}"	"{1, 1, 1, 2, 3, 1, 3, 2, 3, 1, 1, 1}"
"N1"	"10941"	65	"{1,2,3,1,5,1,3,1,6,1,2,2}"	172	"e6+f4+su(3)+g2+su(2)"	""	"{1, 1, 1, 2, 1, 3, 2, 3, 1, 3, 2, 1}"
"N1"	"10945"	66	"{1,2,3,1,5,1,3,2,1,6,1,2}"	171	"e6+f4+2(g2+su(2))"	""	"{1, 1, 1, 2, 1, 3, 2, 3, 4, 1, 2, 1}"
"N1"	"10956"	67	"{3,2,1,6,1,3,1,5,1,3,1,5}"	112	"e6+2 f4+2 su(3)+g2+su(2)"	""	"{1, 3, 5, 2, 7, 5, 8, 3, 7, 4, 5, 1}"
"N1"	"10961"	68	"{3,1,3,1,6,1,3,1,5,1,3,1}"	157	"e6+f4+4 su(3)"	""	"{1, 3, 2, 3, 1, 3, 2, 3, 1, 2, 1, 1}"
"N1"	"10969"	69	"{5,1,2,3,1,5,1,3,1,6,1,2}"	120	"e6+2 f4+su(3)+g2+su(2)"	""	"{1, 5, 4, 3, 5, 2, 5, 3, 4, 1, 2, 1}"
"N1"	"10973"	70	"{1,5,1,3,1,5,1,3,1,6,1,2}"	121	"e6+2 f4+2 su(3)"	""	"{1, 1, 4, 3, 5, 2, 5, 3, 4, 1, 2, 1}"
"N1"	"10979"	71	"{3,1,6,1,2,3,1,5,1,3,1,5}"	112	"e6+2 f4+2 su(3)+g2+su(2)"	""	"{1, 3, 2, 9, 7, 5, 8, 3, 7, 4, 5, 1}"
"N1"	"10984"	72	"{5,1,3,2,1,6,1,3,1,5,1,3}"	112	"e6+2 f4+2 su(3)+g2+su(2)"	""	"{1, 5, 4, 7, 10, 3, 8, 5, 7, 2, 3, 1}"
"N1"	"10985"	73	"{1,5,1,3,1,6,1,2,3,2,1,5}"	118	"e6+2 f4+su(3)+so(7)+2 su(2)"	""	"{1, 1, 4, 3, 5, 2, 7, 5, 3, 4, 5, 1}"
"N1"	"10986"	74	"{3,1,5,1,3,2,1,6,1,3,1,5}"	112	"e6+2 f4+2 su(3)+g2+su(2)"	""	"{1, 3, 2, 7, 5, 8, 11, 3, 7, 4, 5, 1}"
"N1"	"10990"	75	"{1,5,1,3,2,1,6,1,3,1,5,1}"	120	"e6+2 f4+su(3)+g2+su(2)"	""	"{1, 1, 4, 3, 5, 7, 2, 5, 3, 4, 1, 1}"
"N1"	"11009"	76	"{1,3,2,1,7,1,2,3,1,5,1,2}"	144	"e7'+f4+2(g2+su(2))"	""	"{1, 1, 2, 3, 1, 4, 3, 2, 3, 1, 2, 1}"
"N1"	"11011"	77	"{1,3,2,1,7,1,2,3,2,1,5,1}"	142	"e7'+f4+g2+su(2)+so(7)+2 su(2)"	""	"{1, 1, 2, 3, 1, 4, 3, 2, 3, 4, 1, 1}"
"N1"	"11012"	78	"{1,3,2,1,7,1,2,3,1,{1,5},1}"	144	"e7'+f4+2(g2+su(2))"	"{10,12}"	"{1, 1, 2, 3, 1, 4, 3, 2, 3, 1, 1, 1}"
"N1"	"11024"	79	"{1,3,1,5,1,3,2,1,7,1,2,2}"	145	"e7'+f4+su(3)+g2+su(2)"	""	"{1, 1, 2, 1, 3, 2, 3, 4, 1, 3, 2, 1}"
"N1"	"11025"	80	"{1,3,1,5,1,3,2,2,1,7,1,2}"	145	"e7'+f4+su(3)+g2+su(2)"	""	"{1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 2, 1}"
"N1"	"11058"	81	"{2,3,2,1,5,1,3,2,2,1,8,1}"	114	"e7+f4+g2+su(2)+so(7)+2 su(2)"	""	"{1, 2, 5, 8, 3, 7, 4, 5, 6, 7, 1, 1}"
"N1"	"11059"	82	"{2,2,3,1,5,1,2,3,2,1,8,1}"	114	"e7+f4+g2+su(2)+so(7)+2 su(2)"	""	"{1, 2, 3, 7, 4, 13, 9, 5, 6, 7, 1, 1}"
"N1"	"11062"	83	"{2,3,1,{1,5},1,3,2,2,1,8,1}"	116	"e7+f4+2(g2+su(2))"	""	"{1, 2, 5, 3, 3, 7, 4, 5, 6, 7, 1, 1}"
"N1"	"11063"	84	"{2,2,3,1,{1,5},1,3,2,1,8,1}"	116	"e7+f4+2(g2+su(2))"	""	"{1, 2, 3, 7, 4, 4, 9, 5, 6, 7, 1, 1}"
"N1"	"11090"	85	"{1,2,3,2,1,8,1,2,2,3,1,3}"	158	"e7+su(3)+g2+su(2)+so(7)+2 su(2)"	""	"{1, 1, 1, 2, 3, 1, 5, 4, 3, 2, 3, 1}"
"N1"	"11091"	86	"{1,2,3,2,1,8,1,2,3,1,3,2}"	157	"e7+2(g2+su(2))+so(7)+2 su(2)"	""	"{1, 1, 1, 2, 3, 1, 5, 4, 3, 5, 2, 1}"
"N1"	"11128"	87	"{3,2,2,1,8,1,2,2,3,1,5,1}"	116	"e7+f4+2(g2+su(2))"	""	"{1, 3, 5, 7, 2, 9, 7, 5, 3, 4, 1, 1}"
"N1"	"11135"	88	"{3,2,1,5,1,3,2,2,1,8,1,2}"	116	"e7+f4+2(g2+su(2))"	""	"{1, 3, 5, 2, 5, 3, 4, 5, 6, 1, 2, 1}"
"N1"	"11136"	89	"{2,3,2,1,5,1,3,2,1,8,1,2}"	114	"e7+f4+g2+su(2)+so(7)+2 su(2)"	""	"{1, 2, 5, 8, 3, 7, 4, 5, 6, 1, 2, 1}"
"N1"	"11137"	90	"{2,3,1,5,1,2,3,2,1,8,1,2}"	114	"e7+f4+g2+su(2)+so(7)+2 su(2)"	""	"{1, 2, 5, 3, 10, 7, 4, 5, 6, 1, 2, 1}"
"N1"	"11140"	91	"{3,1,{1,5},1,3,2,2,1,8,1,2}"	117	"e7+f4+su(3)+g2+su(2)"	""	"{1, 3, 2, 2, 5, 3, 4, 5, 6, 1, 2, 1}"
"N1"	"11141"	92	"{2,3,1,{1,5},1,3,2,1,8,1,2}"	116	"e7+f4+2(g2+su(2))"	""	"{1, 2, 5, 3, 3, 7, 4, 5, 6, 1, 2, 1}"
"N1"	"11144"	93	"{3,2,1,5,1,3,2,1,8,1,2,2}"	116	"e7+f4+2(g2+su(2))"	""	"{1, 3, 5, 2, 5, 3, 4, 5, 1, 3, 2, 1}"
"N1"	"11145"	94	"{3,1,5,1,2,3,2,1,8,1,2,2}"	115	"e7+f4+su(3)+so(7)+2 su(2)"	""	"{1, 3, 2, 7, 5, 3, 4, 5, 1, 3, 2, 1}"
"N1"	"11146"	95	"{2,1,5,1,3,2,2,1,8,1,2,2}"	125	"e7+f4+g2+su(2)"	""	"{1, 2, 1, 3, 2, 3, 4, 5, 1, 3, 2, 1}"
"N1"	"11148"	96	"{3,1,{1,5},1,3,2,1,8,1,2,2}"	117	"e7+f4+su(3)+g2+su(2)"	""	"{1, 3, 2, 2, 5, 3, 4, 5, 1, 3, 2, 1}"
"N1"	"11150"	97	"{1,{1,5},1,3,2,2,1,8,1,2,2}"	125	"e7+f4+g2+su(2)"	"{1,2}"	"{1, 1, 1, 3, 2, 3, 4, 5, 1, 3, 2, 1}"
"N1"	"11153"	98	"{2,1,5,1,3,2,1,8,1,2,2,2}"	125	"e7+f4+g2+su(2)"	""	"{1, 2, 1, 3, 2, 3, 4, 1, 4, 3, 2, 1}"
"N1"	"11155"	99	"{1,5,1,2,3,2,1,8,1,2,2,2}"	123	"e7+f4+so(7)+2 su(2)"	""	"{1, 1, 4, 3, 2, 3, 4, 1, 4, 3, 2, 1}"
"N1"	"11156"	100	"{1,{1,5},1,3,2,1,8,1,2,2,2}"	125	"e7+f4+g2+su(2)"	"{1,2}"	"{1, 1, 1, 3, 2, 3, 4, 1, 4, 3, 2, 1}"
"N1"	"11261"	101	"{5,1,2,3,1,5,1,3,2,2,1,6}"	119	"e6+2 f4+2(g2+su(2))"	""	"{1, 5, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1}"
"N1"	"11271"	102	"{1,5,1,3,1,5,1,3,2,2,1,6}"	120	"e6+2 f4+su(3)+g2+su(2)"	""	"{1, 1, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1}"
"N1"	"11272"	103	"{2,3,1,5,1,3,1,5,1,3,1,6}"	112	"e6+2 f4+2 su(3)+g2+su(2)"	""	"{1, 2, 5, 3, 10, 7, 11, 4, 9, 5, 6, 1}"
"N1"	"11273"	104	"{3,1,5,1,3,1,5,1,3,2,1,6}"	112	"e6+2 f4+2 su(3)+g2+su(2)"	""	"{1, 3, 2, 7, 5, 8, 3, 7, 4, 5, 6, 1}"
"N1"	"11283"	105	"{2,2,3,1,{1,5},1,3,2,2,1,8}"	116	"e7+f4+2(g2+su(2))"	""	"{1, 2, 3, 7, 4, 4, 9, 5, 6, 7, 8, 1}"
"N2"	"11294"	106	"{1,3,1,{1,6},1,3,1,{1,6},1,2}"	147	"2 e6+2 su(3)"	""	"{1, 1, 2, 1, 1, 3, 2, 3, 1, 1, 2, 1}"
"N2"	"11295"	107	"{1,3,1,{3,1,6},1,3,1,{1,6},1}"	139	"2 e6+3 su(3)"	"{10,12}"	"{2, 2, 4, 1, 3, 2, 5, 3, 4, 1, 1, 1}"
"N2"	"11300"	108	"{3,1,{3,1,6},1,3,1,{1,6},1,2}"	139	"2 e6+3 su(3)"	"{1,3}"	"{1, 3, 1, 3, 2, 6, 4, 6, 2, 2, 4, 2}"
"N2"	"11303"	109	"{1,{1,6},1,2,3,2,1,{1,7},1,2}"	125	"e7'+e6+so(7)+2 su(2)"	"{1,2}"	"{1, 1, 1, 4, 3, 2, 3, 4, 1, 1, 2, 1}"
"N2"	"11304"	110	"{3,1,{1,6},1,2,3,2,1,{1,7},1}"	117	"e7'+e6+su(3)+so(7)+2 su(2)"	"{10,12}"	"{1, 3, 2, 2, 7, 5, 3, 4, 5, 1, 1, 1}"
"N2"	"11485"	111	"{1,3,2,1,{1,8},1,2,3,1,4,1}"	140	"e7+so(8)+2(g2+su(2))"	""	"{1, 1, 2, 3, 1, 1, 4, 3, 2, 3, 1, 1}"
"N2"	"11534"	112	"{3,2,1,{1,6},1,3,1,6,1,3,1}"	138	"2 e6+2 su(3)+g2+su(2)"	""	"{1, 3, 5, 2, 2, 5, 3, 4, 1, 2, 1, 1}"
"N2"	"11536"	113	"{1,3,1,{1,6},1,3,1,6,1,2,2}"	147	"2 e6+2 su(3)"	""	"{1, 1, 2, 1, 1, 3, 2, 3, 1, 3, 2, 1}"
"N2"	"11541"	114	"{2,1,{1,6},1,3,1,6,1,2,3,1}"	146	"2 e6+su(3)+g2+su(2)"	""	"{1, 2, 1, 1, 3, 2, 3, 1, 3, 2, 1, 1}"
"N2"	"11549"	115	"{2,1,{1,6},1,3,1,6,1,3,1,3}"	139	"2 e6+3 su(3)"	""	"{1, 2, 1, 1, 3, 2, 3, 1, 3, 2, 3, 1}"
"N2"	"11556"	116	"{3,1,{2,1,6},1,3,1,6,1,3,1}"	139	"2 e6+3 su(3)"	""	"{1, 3, 2, 4, 2, 5, 3, 4, 1, 2, 1, 1}"
"N2"	"11557"	117	"{1,3,1,{3,1,6},1,3,1,6,1,2}"	139	"2 e6+3 su(3)"	""	"{2, 2, 4, 1, 3, 2, 5, 3, 4, 1, 2, 1}"
"N2"	"11564"	118	"{3,1,{3,1,6},1,3,1,6,1,2,2}"	139	"2 e6+3 su(3)"	"{1,3}"	"{1, 3, 1, 3, 2, 6, 4, 6, 2, 6, 4, 2}"
"N2"	"11568"	119	"{1,{1,6},1,2,3,2,1,6,1,3,1}"	144	"2 e6+su(3)+so(7)+2 su(2)"	"{1,2}"	"{1, 1, 1, 4, 3, 2, 3, 4, 1, 2, 1, 1}"
"N2"	"11577"	120	"{1,{1,7},1,2,3,2,1,6,1,2,3}"	116	"e7'+e6+g2+su(2)+so(7)+2 su(2)"	"{1,2}"	"{1, 1, 1, 5, 4, 3, 5, 7, 2, 5, 3, 1}"
"N2"	"11578"	121	"{3,2,1,{1,7},1,2,3,2,1,6,1}"	116	"e7'+e6+g2+su(2)+so(7)+2 su(2)"	""	"{1, 3, 5, 2, 2, 7, 5, 3, 4, 5, 1, 1}"
"N2"	"11579"	122	"{1,{1,6},1,2,3,2,1,7,1,2,2}"	125	"e7'+e6+so(7)+2 su(2)"	"{1,2}"	"{1, 1, 1, 4, 3, 2, 3, 4, 1, 3, 2, 1}"
"N2"	"11582"	123	"{2,1,{1,7},1,2,3,2,1,6,1,2}"	125	"e7'+e6+so(7)+2 su(2)"	""	"{1, 2, 1, 1, 4, 3, 2, 3, 4, 1, 2, 1}"
"N2"	"11583"	124	"{3,1,{1,6},1,2,3,2,1,7,1,2}"	117	"e7'+e6+su(3)+so(7)+2 su(2)"	""	"{1, 3, 2, 2, 7, 5, 3, 4, 5, 1, 2, 1}"
"N2"	"12057"	125	"{1,{1,7},1,2,3,1,5,1,3,1,4}"	117	"e7'+f4+so(8)+su(3)+g2+su(2)"	"{1,2}"	"{1, 1, 1, 5, 4, 3, 5, 2, 5, 3, 4, 1}"
"N2"	"12063"	126	"{1,3,2,1,{1,8},1,2,3,2,1,4}"	138	"e7+so(8)+g2+su(2)+so(7)+2 su(2)"	""	"{1, 1, 2, 3, 1, 1, 4, 3, 2, 3, 4, 1}"
"N2"	"12086"	127	"{2,3,2,1,{1,7},1,2,3,2,1,6}"	114	"e7'+e6+2(so(7)+2 su(2))"	""	"{1, 2, 5, 8, 3, 3, 10, 7, 4, 5, 6, 1}"
"N2"	"12129"	128	"{1,2,3,1,4,1,4,1,3,2,2,1}"	245	"2 so(8)+2(g2+su(2))"	""	"{1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1}"
"N2"	"12133"	129	"{1,2,2,3,1,4,1,4,1,{2,3},2}"	243	"2 so(8)+g2+su(2)+so(7)+2 su(2)"	"{10,12}"	"{2, 2, 2, 2, 4, 2, 4, 2, 4, 1, 2, 1}"
