"catalog type"	"catalog id"	"id"	"list"	"29TH+H-V"	"gauge algebra"	"symmetry"	"H-String Weight"
"A_dummy"	"10"	1	"{1,2,2,2,2,2,2,2,2,1}"	261	"0"	"Inversion"	"{1, 1, 1, 1, 1, 1, 1, 1, 1, 1}"
"D_dummy"	"10"	2	"{2,{2,2},2,2,2,2,2,2,1}"	261	"0"	"{1,2}"	"{1, 1, 2, 2, 2, 2, 2, 2, 2, 2}"
"N1"	"10348"	3	"{2,1,5,1,3,1,{1,{1,6}},1}"	123	"e6+f4+su(3)"	"{7,10}"	"{1, 2, 1, 3, 2, 3, 1, 1, 1, 1}"
"N1"	"10349"	4	"{1,{1,5},1,3,1,{1,{1,6}},1}"	123	"e6+f4+su(3)"	"{{1,2},{7,10}}"	"{1, 1, 1, 3, 2, 3, 1, 1, 1, 1}"
"N1"	"10354"	5	"{3,1,{1,{1,6}},1,3,1,5,1}"	115	"e6+f4+2 su(3)"	""	"{1, 3, 2, 2, 2, 5, 3, 4, 1, 1}"
"N1"	"10368"	6	"{1,2,3,2,1,{1,{1,7}},1,2}"	145	"e7'+so(7)+2 su(2)"	""	"{1, 1, 1, 2, 3, 1, 1, 1, 2, 1}"
"N1"	"10375"	7	"{3,1,3,2,2,1,{1,{1,8}},1}"	111	"e7+su(3)+g2+su(2)"	"{7,10}"	"{1, 3, 2, 3, 4, 5, 1, 1, 1, 1}"
"N1"	"10376"	8	"{2,3,1,3,2,1,{1,{1,8}},1}"	110	"e7+2(g2+su(2))"	"{7,10}"	"{1, 2, 5, 3, 4, 5, 1, 1, 1, 1}"
"N1"	"10387"	9	"{1,3,2,1,{1,{1,8}},1,2,2}"	119	"e7+g2+su(2)"	""	"{1, 1, 2, 3, 1, 1, 1, 3, 2, 1}"
"N1"	"10388"	10	"{1,3,2,2,1,{1,{1,8}},1,2}"	119	"e7+g2+su(2)"	""	"{1, 1, 2, 3, 4, 1, 1, 1, 2, 1}"
"N1"	"10394"	11	"{3,2,2,1,{1,{1,8}},1,2,3}"	110	"e7+2(g2+su(2))"	""	"{1, 3, 5, 7, 2, 2, 2, 5, 3, 1}"
"N1"	"10399"	12	"{3,1,3,2,1,{1,{1,8}},1,2}"	111	"e7+su(3)+g2+su(2)"	""	"{1, 3, 2, 3, 4, 1, 1, 1, 2, 1}"
"N1"	"10401"	13	"{2,{1,3},2,1,{1,{1,8}},1,2}"	117	"e7+so(7)+2 su(2)"	""	"{1, 2, 2, 3, 4, 1, 1, 1, 2, 1}"
"N1"	"10405"	14	"{1,3,2,1,{2,1,{1,8}},1,2}"	119	"e7+g2+su(2)"	"{5,10}"	"{1, 1, 2, 3, 1, 2, 1, 1, 2, 1}"
"N1"	"10407"	15	"{3,2,1,{2,1,{1,8}},1,2,3}"	110	"e7+2(g2+su(2))"	"Inversion"	"{1, 3, 5, 2, 4, 2, 2, 5, 3, 1}"
"N1"	"10536"	16	"{3,2,1,5,1,3,1,{1,6},1}"	114	"e6+f4+su(3)+g2+su(2)"	"{8,10}"	"{1, 3, 5, 2, 5, 3, 4, 1, 1, 1}"
"N1"	"10537"	17	"{2,1,5,1,3,2,1,{1,6},1}"	122	"e6+f4+g2+su(2)"	"{8,10}"	"{1, 2, 1, 3, 2, 3, 4, 1, 1, 1}"
"N1"	"10540"	18	"{3,1,{1,5},1,3,1,{1,6},1}"	115	"e6+f4+2 su(3)"	"{8,10}"	"{1, 3, 2, 2, 5, 3, 4, 1, 1, 1}"
"N1"	"10541"	19	"{1,5,1,2,3,2,1,{1,6},1}"	120	"e6+f4+so(7)+2 su(2)"	"{8,10}"	"{1, 1, 4, 3, 2, 3, 4, 1, 1, 1}"
"N1"	"10543"	20	"{1,{1,5},1,3,2,1,{1,6},1}"	122	"e6+f4+g2+su(2)"	"{{1,2},{8,10}}"	"{1, 1, 1, 3, 2, 3, 4, 1, 1, 1}"
"N1"	"10545"	21	"{1,3,1,{1,6},1,2,3,2,1}"	164	"e6+su(3)+so(7)+2 su(2)"	""	"{1, 1, 2, 1, 1, 3, 2, 1, 1, 1}"
"N1"	"10559"	22	"{3,2,1,{1,6},1,3,1,5,1}"	114	"e6+f4+su(3)+g2+su(2)"	""	"{1, 3, 5, 2, 2, 5, 3, 4, 1, 1}"
"N1"	"10560"	23	"{2,3,2,1,{1,6},1,3,1,5}"	112	"e6+f4+su(3)+so(7)+2 su(2)"	""	"{1, 2, 5, 8, 3, 3, 7, 4, 5, 1}"
"N1"	"10564"	24	"{2,1,5,1,3,1,{1,6},1,2}"	123	"e6+f4+su(3)"	""	"{1, 2, 1, 3, 2, 3, 1, 1, 2, 1}"
"N1"	"10565"	25	"{1,{1,5},1,3,1,{1,6},1,2}"	123	"e6+f4+su(3)"	"{1,2}"	"{1, 1, 1, 3, 2, 3, 1, 1, 2, 1}"
