"catalog type"	"catalog id"	"id"	"list"	"29(TH-1)+H-V"	"gauge algebra"	"symmetry"	"H-String Weight"
"A_dummy"	"9"	1	"{1,2,2,2,2,2,2,2,1}"	232	"0"	"Inversion"	"{1, 1, 1, 1, 1, 1, 1, 1, 1}"
"D_dummy"	"9"	2	"{2,{2,2},2,2,2,2,2,1}"	232	"0"	"{1,2}"	"{1, 1, 2, 2, 2, 2, 2, 2, 2}"
"N1"	"10342"	3	"{1,2,3,2,1,{1,{1,6}},1}"	143	"e6+so(7)+2 su(2)"	"{6,9}"	"{1, 1, 1, 2, 3, 1, 1, 1, 1}"
"N1"	"10350"	4	"{1,3,1,{1,{1,6}},1,3,1}"	138	"e6+2 su(3)"	"Inversion"	"{1, 1, 2, 1, 1, 1, 2, 1, 1}"
"N1"	"10355"	5	"{1,3,1,{3,1,{1,6}},1,3}"	130	"e6+3 su(3)"	"{4,9}"	"{2, 2, 4, 1, 3, 2, 2, 3, 1}"
"N1"	"10357"	6	"{1,3,2,2,1,{1,{1,7}},1}"	118	"e7'+g2+su(2)"	"{6,9}"	"{1, 1, 2, 3, 4, 1, 1, 1, 1}"
"N1"	"10362"	7	"{3,1,3,2,1,{1,{1,7}},1}"	110	"e7'+su(3)+g2+su(2)"	"{6,9}"	"{1, 3, 2, 3, 4, 1, 1, 1, 1}"
"N1"	"10364"	8	"{2,{1,3},2,1,{1,{1,7}},1}"	116	"e7'+so(7)+2 su(2)"	"{6,9}"	"{1, 2, 2, 3, 4, 1, 1, 1, 1}"
"N1"	"10367"	9	"{1,3,2,1,{1,{1,7}},1,2}"	118	"e7'+g2+su(2)"	""	"{1, 1, 2, 3, 1, 1, 1, 2, 1}"
"N1"	"10369"	10	"{3,2,1,{1,{1,7}},1,2,3}"	109	"e7'+2(g2+su(2))"	"Inversion"	"{1, 3, 5, 2, 2, 2, 5, 3, 1}"
