"catalog type"	"catalog id"	"id"	"list"	"29(TH-1)+H-V"	"gauge algebra"	"symmetry"	"H-String Weight"
"A_dummy"	"11"	1	"{1,2,2,2,2,2,2,2,2,2,1}"	290	"0"	"Inversion"	"{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}"
"D_dummy"	"11"	2	"{2,{2,2},2,2,2,2,2,2,2,1}"	290	"0"	"{1,2}"	"{1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2}"
"N1"	"10345"	3	"{1,3,1,5,1,3,1,{1,{1,6}},1}"	144	"e6+f4+2 su(3)"	"{8,11}"	"{1, 1, 2, 1, 3, 2, 3, 1, 1, 1, 1}"
"N1"	"10363"	4	"{2,1,5,1,3,2,1,{1,{1,7}},1}"	124	"e7'+f4+g2+su(2)"	"{8,11}"	"{1, 2, 1, 3, 2, 3, 4, 1, 1, 1, 1}"
"N1"	"10365"	5	"{1,5,1,2,3,2,1,{1,{1,7}},1}"	122	"e7'+f4+so(7)+2 su(2)"	"{8,11}"	"{1, 1, 4, 3, 2, 3, 4, 1, 1, 1, 1}"
"N1"	"10366"	6	"{1,{1,5},1,3,2,1,{1,{1,7}},1}"	124	"e7'+f4+g2+su(2)"	"{{1,2},{8,11}}"	"{1, 1, 1, 3, 2, 3, 4, 1, 1, 1, 1}"
"N1"	"10385"	7	"{1,3,2,1,{1,{1,8}},1,2,3,1}"	139	"e7+2(g2+su(2))"	"Inversion"	"{1, 1, 2, 3, 1, 1, 1, 3, 2, 1, 1}"
"N1"	"10390"	8	"{1,2,3,2,1,{1,{1,8}},1,2,2}"	146	"e7+so(7)+2 su(2)"	""	"{1, 1, 1, 2, 3, 1, 1, 1, 3, 2, 1}"
"N1"	"10406"	9	"{1,2,3,2,1,{2,1,{1,8}},1,2}"	146	"e7+so(7)+2 su(2)"	"{6,11}"	"{1, 1, 1, 2, 3, 1, 2, 1, 1, 2, 1}"
"N1"	"10530"	10	"{1,3,1,5,1,3,2,1,{1,6},1}"	143	"e6+f4+su(3)+g2+su(2)"	"{9,11}"	"{1, 1, 2, 1, 3, 2, 3, 4, 1, 1, 1}"
"N1"	"10551"	11	"{1,3,1,{1,6},1,3,1,5,1,2}"	144	"e6+f4+2 su(3)"	""	"{1, 1, 2, 1, 1, 3, 2, 3, 1, 2, 1}"
"N1"	"10552"	12	"{1,3,1,{1,6},1,3,1,{1,5},1}"	144	"e6+f4+2 su(3)"	"{9,11}"	"{1, 1, 2, 1, 1, 3, 2, 3, 1, 1, 1}"
"N1"	"10561"	13	"{1,3,1,5,1,3,1,{1,6},1,2}"	144	"e6+f4+2 su(3)"	""	"{1, 1, 2, 1, 3, 2, 3, 1, 1, 2, 1}"
"N1"	"10575"	14	"{1,3,1,{3,1,6},1,3,1,5,1}"	136	"e6+f4+3 su(3)"	""	"{2, 2, 4, 1, 3, 2, 5, 3, 4, 1, 1}"
"N1"	"10586"	15	"{3,1,{3,1,6},1,3,1,5,1,2}"	136	"e6+f4+3 su(3)"	"{1,3}"	"{1, 3, 1, 3, 2, 6, 4, 6, 2, 4, 2}"
"N1"	"10587"	16	"{3,1,{3,1,6},1,3,1,{1,5},1}"	136	"e6+f4+3 su(3)"	"{{1,3},{9,11}}"	"{1, 3, 1, 3, 2, 6, 4, 6, 2, 2, 2}"
"N1"	"10594"	17	"{3,2,1,5,1,3,2,1,{1,7},1}"	115	"e7'+f4+2(g2+su(2))"	"{9,11}"	"{1, 3, 5, 2, 5, 3, 4, 5, 1, 1, 1}"
"N1"	"10595"	18	"{3,1,5,1,2,3,2,1,{1,7},1}"	114	"e7'+f4+su(3)+so(7)+2 su(2)"	"{9,11}"	"{1, 3, 2, 7, 5, 3, 4, 5, 1, 1, 1}"
"N1"	"10596"	19	"{2,1,5,1,3,2,2,1,{1,7},1}"	124	"e7'+f4+g2+su(2)"	"{9,11}"	"{1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 1}"
