"catalog type"	"catalog id"	"id"	"list"	"29(TH-1)+H-V"	"gauge algebra"	"symmetry"	"H-String Weight"
"A_dummy"	"8"	1	"{1,2,2,2,2,2,2,1}"	203	"0"	"Inversion"	"{1, 1, 1, 1, 1, 1, 1, 1}"
"D_dummy"	"8"	2	"{2,{2,2},2,2,2,2,1}"	203	"0"	"{1,2}"	"{1, 1, 2, 2, 2, 2, 2, 2}"
"N1"	"10341"	3	"{1,3,2,1,{1,{1,6}},1}"	116	"e6+g2+su(2)"	"{5,8}"	"{1, 1, 2, 3, 1, 1, 1, 1}"
"N1"	"10347"	4	"{3,1,3,1,{1,{1,6}},1}"	109	"e6+2 su(3)"	"{5,8}"	"{1, 3, 2, 3, 1, 1, 1, 1}"
"N1"	"10351"	5	"{1,3,1,{1,{1,6}},1,2}"	117	"e6+su(3)"	""	"{1, 1, 2, 1, 1, 1, 2, 1}"
"N1"	"10352"	6	"{3,2,1,{1,{1,6}},1,3}"	108	"e6+su(3)+g2+su(2)"	""	"{1, 3, 5, 2, 2, 2, 3, 1}"
"N1"	"10356"	7	"{3,1,{3,1,{1,6}},1,2}"	109	"e6+2 su(3)"	"{1,3}"	"{1, 3, 1, 3, 2, 2, 4, 2}"
"N1"	"10361"	8	"{2,2,2,1,{1,{1,7}},1}"	98	"e7'"	"{5,8}"	"{1, 2, 3, 4, 1, 1, 1, 1}"
"N1"	"10370"	9	"{2,2,1,{1,{1,7}},1,2}"	98	"e7'"	""	"{1, 2, 3, 1, 1, 1, 2, 1}"
"N1"	"10371"	10	"{2,1,{2,1,{1,7}},1,2}"	98	"e7'"	"{Inversion,{1,3},{3,8}}"	"{1, 2, 1, 2, 1, 1, 2, 1}"
"N1"	"10525"	11	"{1,2,2,3,1,{1,4},1}"	166	"so(8)+g2+su(2)"	"{6,8}"	"{1, 1, 1, 1, 2, 1, 1, 1}"
"N1"	"10529"	12	"{1,3,2,2,1,{1,6},1}"	116	"e6+g2+su(2)"	"{6,8}"	"{1, 1, 2, 3, 4, 1, 1, 1}"
"N1"	"10534"	13	"{3,1,3,2,1,{1,6},1}"	108	"e6+su(3)+g2+su(2)"	"{6,8}"	"{1, 3, 2, 3, 4, 1, 1, 1}"
"N1"	"10535"	14	"{2,3,1,3,1,{1,6},1}"	108	"e6+su(3)+g2+su(2)"	"{6,8}"	"{1, 2, 5, 3, 4, 1, 1, 1}"
"N1"	"10539"	15	"{2,{1,3},2,1,{1,6},1}"	114	"e6+so(7)+2 su(2)"	"{6,8}"	"{1, 2, 2, 3, 4, 1, 1, 1}"
"N1"	"10549"	16	"{1,3,1,{1,6},1,2,2}"	117	"e6+su(3)"	""	"{1, 1, 2, 1, 1, 3, 2, 1}"
"N1"	"10553"	17	"{1,3,2,1,{1,6},1,2}"	116	"e6+g2+su(2)"	""	"{1, 1, 2, 3, 1, 1, 2, 1}"
"N1"	"10557"	18	"{3,2,2,1,{1,6},1,3}"	108	"e6+su(3)+g2+su(2)"	""	"{1, 3, 5, 7, 2, 2, 3, 1}"
"N1"	"10558"	19	"{3,2,1,{1,6},1,2,3}"	107	"e6+2(g2+su(2))"	"Inversion"	"{1, 3, 5, 2, 2, 5, 3, 1}"
"N1"	"10563"	20	"{3,1,3,1,{1,6},1,2}"	109	"e6+2 su(3)"	""	"{1, 3, 2, 3, 1, 1, 2, 1}"
"N1"	"10574"	21	"{1,3,1,{2,1,6},1,2}"	117	"e6+su(3)"	"{4,8}"	"{1, 1, 2, 1, 2, 1, 2, 1}"
"N1"	"10580"	22	"{3,2,1,{3,1,6},1,2}"	108	"e6+su(3)+g2+su(2)"	""	"{1, 3, 5, 1, 3, 2, 4, 2}"
"N1"	"10584"	23	"{3,1,{3,1,6},1,2,2}"	109	"e6+2 su(3)"	"{1,3}"	"{1, 3, 1, 3, 2, 6, 4, 2}"
"N1"	"10593"	24	"{2,2,2,2,1,{1,7},1}"	98	"e7'"	"{6,8}"	"{1, 2, 3, 4, 5, 1, 1, 1}"
"N1"	"10614"	25	"{2,2,2,1,{1,7},1,2}"	98	"e7'"	""	"{1, 2, 3, 4, 1, 1, 2, 1}"
"N1"	"10620"	26	"{2,2,1,{1,7},1,2,2}"	98	"e7'"	"Inversion"	"{1, 2, 3, 1, 1, 3, 2, 1}"
"N1"	"10624"	27	"{2,2,1,{2,1,7},1,2}"	98	"e7'"	"{4,8}"	"{1, 2, 3, 1, 2, 1, 2, 1}"
"N1"	"10863"	28	"{1,5,1,2,3,1,4,1}"	114	"f4+so(8)+g2+su(2)"	""	"{1, 1, 4, 3, 2, 3, 1, 1}"
"N1"	"10864"	29	"{5,1,2,2,3,1,4,1}"	114	"f4+so(8)+g2+su(2)"	""	"{1, 5, 4, 3, 2, 3, 1, 1}"
"N1"	"10865"	30	"{2,1,5,1,3,1,4,1}"	115	"f4+so(8)+su(3)"	""	"{1, 2, 1, 3, 2, 3, 1, 1}"
"N1"	"10868"	31	"{1,{1,5},1,3,1,4,1}"	115	"f4+so(8)+su(3)"	"{1,2}"	"{1, 1, 1, 3, 2, 3, 1, 1}"
"N1"	"10870"	32	"{1,3,1,4,1,3,2,1}"	158	"so(8)+su(3)+g2+su(2)"	""	"{1, 1, 2, 1, 2, 1, 1, 1}"
"N1"	"10872"	33	"{1,3,1,4,1,{2,3},2}"	156	"so(8)+su(3)+so(7)+2 su(2)"	"{6,8}"	"{2, 2, 4, 2, 4, 1, 2, 1}"
"N1"	"10880"	34	"{1,2,2,3,1,4,1,2}"	166	"so(8)+g2+su(2)"	""	"{1, 1, 1, 1, 2, 1, 2, 1}"
"N1"	"10884"	35	"{3,1,4,1,3,2,1,5}"	106	"f4+so(8)+su(3)+g2+su(2)"	""	"{1, 3, 2, 5, 3, 4, 5, 1}"
"N1"	"10885"	36	"{3,1,4,1,3,1,5,1}"	107	"f4+so(8)+2 su(3)"	""	"{1, 3, 2, 5, 3, 4, 1, 1}"
"N1"	"10886"	37	"{2,3,1,4,1,3,1,5}"	106	"f4+so(8)+su(3)+g2+su(2)"	""	"{1, 2, 5, 3, 7, 4, 5, 1}"
"N1"	"10890"	38	"{3,1,3,2,2,1,6,1}"	108	"e6+su(3)+g2+su(2)"	""	"{1, 3, 2, 3, 4, 5, 1, 1}"
"N1"	"10891"	39	"{2,3,1,3,2,1,6,1}"	107	"e6+2(g2+su(2))"	""	"{1, 2, 5, 3, 4, 5, 1, 1}"
"N1"	"10893"	40	"{2,2,3,1,3,1,6,1}"	108	"e6+su(3)+g2+su(2)"	""	"{1, 2, 3, 7, 4, 5, 1, 1}"
"N1"	"10908"	41	"{1,3,1,6,1,2,2,2}"	117	"e6+su(3)"	""	"{1, 1, 2, 1, 4, 3, 2, 1}"
"N1"	"10924"	42	"{1,3,2,1,6,1,2,2}"	116	"e6+g2+su(2)"	""	"{1, 1, 2, 3, 1, 3, 2, 1}"
"N1"	"10928"	43	"{1,3,2,2,1,6,1,2}"	116	"e6+g2+su(2)"	""	"{1, 1, 2, 3, 4, 1, 2, 1}"
"N1"	"10953"	44	"{3,2,2,1,6,1,2,3}"	107	"e6+2(g2+su(2))"	""	"{1, 3, 5, 7, 2, 5, 3, 1}"
"N1"	"10965"	45	"{3,1,3,2,1,6,1,2}"	108	"e6+su(3)+g2+su(2)"	""	"{1, 3, 2, 3, 4, 1, 2, 1}"
"N1"	"10966"	46	"{2,3,1,3,1,6,1,2}"	108	"e6+su(3)+g2+su(2)"	""	"{1, 2, 5, 3, 4, 1, 2, 1}"
"N1"	"10970"	47	"{2,{1,3},2,1,6,1,2}"	114	"e6+so(7)+2 su(2)"	""	"{1, 2, 2, 3, 4, 1, 2, 1}"
"N1"	"10976"	48	"{3,1,3,1,6,1,2,2}"	109	"e6+2 su(3)"	""	"{1, 3, 2, 3, 1, 3, 2, 1}"
"N1"	"10993"	49	"{2,2,2,2,2,1,7,1}"	98	"e7'"	""	"{1, 2, 3, 4, 5, 6, 1, 1}"
"N1"	"11038"	50	"{2,2,2,2,1,7,1,2}"	98	"e7'"	""	"{1, 2, 3, 4, 5, 1, 2, 1}"
"N1"	"11046"	51	"{2,2,2,1,7,1,2,2}"	98	"e7'"	""	"{1, 2, 3, 4, 1, 3, 2, 1}"
