"catalog type"	"catalog id"	"id"	"list"	"29(TH-1)+H-V"	"gauge algebra"	"symmetry"	"H-String Weight"
"N1"	"11251"	52	"{1,5,1,2,3,2,1,4}"	112	"f4+so(8)+so(7)+2 su(2)"	""	"{1, 1, 4, 3, 2, 3, 4, 1}"
"N1"	"11255"	53	"{3,1,{1,5},1,3,1,4}"	107	"f4+so(8)+2 su(3)"	""	"{1, 3, 2, 2, 5, 3, 4, 1}"
"N1"	"11256"	54	"{3,1,5,1,2,3,1,4}"	106	"f4+so(8)+su(3)+g2+su(2)"	""	"{1, 3, 2, 7, 5, 3, 4, 1}"
"N1"	"11257"	55	"{3,2,1,5,1,3,1,4}"	106	"f4+so(8)+su(3)+g2+su(2)"	""	"{1, 3, 5, 2, 5, 3, 4, 1}"
"N1"	"11259"	56	"{2,1,5,1,3,2,1,4}"	114	"f4+so(8)+g2+su(2)"	""	"{1, 2, 1, 3, 2, 3, 4, 1}"
"N1"	"11260"	57	"{1,{1,5},1,3,2,1,4}"	114	"f4+so(8)+g2+su(2)"	"{1,2}"	"{1, 1, 1, 3, 2, 3, 4, 1}"
"N1"	"11262"	58	"{2,3,1,3,2,2,1,6}"	107	"e6+2(g2+su(2))"	""	"{1, 2, 5, 3, 4, 5, 6, 1}"
"N1"	"11263"	59	"{2,2,3,1,3,2,1,6}"	107	"e6+2(g2+su(2))"	""	"{1, 2, 3, 7, 4, 5, 6, 1}"
"N1"	"11275"	60	"{2,2,2,2,2,2,1,7}"	98	"e7'"	""	"{1, 2, 3, 4, 5, 6, 7, 1}"
"N2"	"11471"	61	"{1,{1,4},1,4,1,3,1}"	139	"2 so(8)+su(3)"	"{1,2}"	"{1, 1, 1, 2, 1, 2, 1, 1}"
"N2"	"12127"	62	"{1,3,1,4,1,4,1,2}"	139	"2 so(8)+su(3)"	""	"{1, 1, 2, 1, 2, 1, 2, 1}"
"N3"	"14316"	63	"{1,4,1,4,1,3,1,4}"	111	"3 so(8)+su(3)"	""	"{1, 1, 3, 2, 5, 3, 4, 1}"
"N3"	"14486"	64	"{1,4,1,{1,4},1,4,1}"	119	"3 so(8)"	"Inversion"	"{1, 1, 3, 2, 2, 3, 1, 1}"
"N3"	"14614"	65	"{3,1,4,1,{1,4},1,4}"	111	"3 so(8)+su(3)"	""	"{1, 3, 2, 5, 3, 3, 4, 1}"
"NN"	"9"	66	"{3,1,3,1,5,1,3,1}"	127	"f4+3 su(3)"	""	"{1, 3, 2, 3, 1, 2, 1, 1}"
"NN"	"10"	67	"{2,{1,3},1,5,1,3,1}"	134	"f4+su(3)+g2+su(2)"	""	"{1, 2, 2, 3, 1, 2, 1, 1}"
"NN"	"11"	68	"{1,3,1,{1,5},1,3,1}"	135	"f4+2 su(3)"	"Inversion"	"{1, 1, 2, 1, 1, 2, 1, 1}"
"NN"	"31"	69	"{1,2,3,1,3,2,2,1}"	185	"2(g2+su(2))"	""	"{1, 1, 1, 2, 1, 1, 1, 1}"
"NN"	"32"	70	"{2,{2,3},1,3,2,2,1}"	183	"g2+su(2)+so(7)+2 su(2)"	"{1,2}"	"{1, 1, 2, 4, 2, 2, 2, 2}"
"NN"	"48"	71	"{2,1,{1,5},1,3,2,1}"	142	"f4+g2+su(2)"	""	"{1, 2, 1, 1, 2, 1, 1, 1}"
"NN"	"49"	72	"{1,{1,{1,5}},1,3,2,1}"	142	"f4+g2+su(2)"	"{1,2}"	"{1, 1, 1, 1, 2, 1, 1, 1}"
"NN"	"53"	73	"{3,1,{3,1,5},1,3,1}"	127	"f4+3 su(3)"	"{1,3}"	"{1, 3, 1, 3, 2, 4, 2, 2}"
"NN"	"58"	74	"{2,1,5,1,2,3,2,1}"	140	"f4+so(7)+2 su(2)"	""	"{1, 2, 1, 3, 2, 1, 1, 1}"
"NN"	"59"	75	"{1,{1,5},1,2,3,2,1}"	140	"f4+so(7)+2 su(2)"	"{1,2}"	"{1, 1, 1, 3, 2, 1, 1, 1}"
"NN"	"67"	76	"{1,3,2,1,5,1,3,1}"	134	"f4+su(3)+g2+su(2)"	""	"{1, 1, 2, 3, 1, 2, 1, 1}"
"NN"	"77"	77	"{2,2,1,5,1,3,2,1}"	142	"f4+g2+su(2)"	""	"{1, 2, 3, 1, 2, 1, 1, 1}"
""	""	78	"{1,{1,{1,5}},1,{2,3},2}"	140	"f4+so(7)+2 su(2)"	"{{1,2},{6,8}}"	"{2, 2, 2, 2, 4, 1, 2, 1}"
