"catalog type"	"catalog id"	"id"	"list"	"29TH+H-V"	"gauge algebra"	"symmetry"	"H-String Weight"
"A_dummy"	"18"	1	"{1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1}"	493	"0"	"Inversion"	"{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}"
"N1"	"10411"	2	"{2,2,3,1,5,1,3,1,5,1,3,2,2,1,{1,{1,12}},1}"	115	"e8+2 f4+su(3)+2(g2+su(2))"	"{15,18}"	"{1, 2, 3, 7, 4, 13, 9, 14, 5, 11, 6, 7, 8, 9, 1, 1, 1, 1}"
"N1"	"10421"	3	"{3,1,3,2,2,1,{1,{1,12}},1,2,2,3,1,5,1,3,1}"	159	"e8+f4+2 su(3)+2(g2+su(2))"	""	"{1, 3, 2, 3, 4, 5, 1, 1, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1}"
"N1"	"10428"	4	"{1,2,3,1,5,1,3,2,2,1,{1,{1,12}},1,2,2,2,2}"	175	"e8+f4+2(g2+su(2))"	""	"{1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 1, 5, 4, 3, 2, 1}"
"N1"	"10442"	5	"{2,3,1,5,1,3,1,5,1,3,2,2,1,{1,{1,12}},1,2}"	115	"e8+2 f4+su(3)+2(g2+su(2))"	""	"{1, 2, 5, 3, 10, 7, 11, 4, 9, 5, 6, 7, 8, 1, 1, 1, 2, 1}"
"N1"	"10447"	6	"{3,1,5,1,3,1,5,1,3,2,2,1,{1,{1,12}},1,2,2}"	116	"e8+2 f4+2 su(3)+g2+su(2)"	""	"{1, 3, 2, 7, 5, 8, 3, 7, 4, 5, 6, 7, 1, 1, 1, 3, 2, 1}"
"N1"	"10451"	7	"{5,1,2,3,1,5,1,3,2,2,1,{1,{1,12}},1,2,2,2}"	123	"e8+2 f4+2(g2+su(2))"	""	"{1, 5, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1, 1, 1, 4, 3, 2, 1}"
"N1"	"10453"	8	"{1,5,1,3,1,5,1,3,2,2,1,{1,{1,12}},1,2,2,2}"	124	"e8+2 f4+su(3)+g2+su(2)"	""	"{1, 1, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1, 1, 1, 4, 3, 2, 1}"
"N1"	"10462"	9	"{1,3,2,2,1,{2,1,{1,12}},1,2,2,3,1,5,1,3,1}"	167	"e8+f4+su(3)+2(g2+su(2))"	""	"{1, 1, 2, 3, 4, 1, 2, 1, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1}"
"N1"	"10473"	10	"{1,2,3,1,5,1,3,2,2,1,{2,1,{1,12}},1,2,2,2}"	175	"e8+f4+2(g2+su(2))"	""	"{1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 2, 1, 1, 4, 3, 2, 1}"
"N1"	"10474"	11	"{1,2,3,1,5,1,3,2,2,1,{2,2,1,{1,12}},1,2,2}"	175	"e8+f4+2(g2+su(2))"	"{11,18}"	"{1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 2, 3, 1, 1, 3, 2, 1}"
"N1"	"10478"	12	"{3,2,2,1,{2,1,{1,12}},1,2,2,3,1,5,1,3,1,5}"	115	"e8+2 f4+su(3)+2(g2+su(2))"	""	"{1, 3, 5, 7, 2, 4, 2, 2, 11, 9, 7, 5, 8, 3, 7, 4, 5, 1}"
"N1"	"10486"	13	"{3,1,5,1,3,1,5,1,3,2,2,1,{2,1,{1,12}},1,2}"	116	"e8+2 f4+2 su(3)+g2+su(2)"	"{13,18}"	"{1, 3, 2, 7, 5, 8, 3, 7, 4, 5, 6, 7, 1, 2, 1, 1, 2, 1}"
"N1"	"10490"	14	"{5,1,2,3,1,5,1,3,2,2,1,{2,1,{1,12}},1,2,2}"	123	"e8+2 f4+2(g2+su(2))"	""	"{1, 5, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1, 2, 1, 1, 3, 2, 1}"
"N1"	"10492"	15	"{1,5,1,3,1,5,1,3,2,2,1,{2,1,{1,12}},1,2,2}"	124	"e8+2 f4+su(3)+g2+su(2)"	""	"{1, 1, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1, 2, 1, 1, 3, 2, 1}"
"N1"	"10496"	16	"{5,1,3,2,2,1,{2,1,{1,12}},1,2,2,3,1,5,1,3}"	115	"e8+2 f4+su(3)+2(g2+su(2))"	""	"{1, 5, 4, 7, 10, 13, 3, 6, 3, 3, 14, 11, 8, 5, 7, 2, 3, 1}"
"N1"	"10497"	17	"{1,5,1,3,2,2,1,{2,1,{1,12}},1,2,2,3,1,5,1}"	123	"e8+2 f4+2(g2+su(2))"	"Inversion"	"{1, 1, 4, 3, 5, 7, 9, 2, 4, 2, 2, 9, 7, 5, 3, 4, 1, 1}"
