"id"	"list"	"29(TH-1)+H-V"	"gauge algebra"	"symmetry"	"H-String Weight"
1	"{1,3,2,1,5,1,3,2,1}"	162	"f4+2(g2+su(2))"	""	"{1, 1, 2, 3, 1, 2, 1, 1, 1}"
2	"{1,3,1,5,1,2,3,2,1}"	161	"f4+su(3)+so(7)+2 su(2)"	""	"{1, 1, 2, 1, 3, 2, 1, 1, 1}"
3	"{1,2,2,3,1,3,2,2,1}"	214	"2(g2+su(2))"	"Inversion"	"{1, 1, 1, 1, 2, 1, 1, 1, 1}"
4	"{1,2,2,2,2,2,2,2,1}"	232	"0"	"Inversion"	"{1, 1, 1, 1, 1, 1, 1, 1, 1}"
5	"{2,2,1,5,1,3,2,2,1}"	171	"f4+g2+su(2)"	""	"{1, 2, 3, 1, 2, 1, 1, 1, 1}"
6	"{1,2,3,1,5,1,3,1,3}"	155	"f4+2 su(3)+g2+su(2)"	""	"{1, 1, 1, 2, 1, 3, 2, 3, 1}"
7	"{3,2,1,5,1,3,2,1,5}"	110	"2 f4+2(g2+su(2))"	""	"{1, 3, 5, 2, 5, 3, 4, 5, 1}"
8	"{3,1,5,1,2,3,2,1,5}"	109	"2 f4+su(3)+so(7)+2 su(2)"	""	"{1, 3, 2, 7, 5, 3, 4, 5, 1}"
9	"{2,3,2,1,5,1,3,1,5}"	109	"2 f4+su(3)+so(7)+2 su(2)"	""	"{1, 2, 5, 8, 3, 7, 4, 5, 1}"
10	"{2,1,5,1,3,2,2,1,5}"	119	"2 f4+g2+su(2)"	""	"{1, 2, 1, 3, 2, 3, 4, 5, 1}"
11	"{2,1,5,1,3,2,1,5,1}"	119	"2 f4+g2+su(2)"	""	"{1, 2, 1, 3, 2, 3, 4, 1, 1}"
12	"{3,1,5,1,2,3,1,5,1}"	111	"2 f4+su(3)+g2+su(2)"	""	"{1, 3, 2, 7, 5, 3, 4, 1, 1}"
13	"{3,2,1,5,1,3,1,5,1}"	111	"2 f4+su(3)+g2+su(2)"	""	"{1, 3, 5, 2, 5, 3, 4, 1, 1}"
14	"{1,5,1,2,3,2,1,5,1}"	117	"2 f4+so(7)+2 su(2)"	"Inversion"	"{1, 1, 4, 3, 2, 3, 4, 1, 1}"
15	"{2,3,1,5,1,2,3,1,5}"	110	"2 f4+2(g2+su(2))"	""	"{1, 2, 5, 3, 10, 7, 4, 5, 1}"
16	"{2,1,5,1,3,1,5,1,2}"	120	"2 f4+su(3)"	"Inversion"	"{1, 2, 1, 3, 2, 3, 1, 2, 1}"
17	"{1,2,3,1,{1,5},1,3,1}"	163	"f4+su(3)+g2+su(2)"	""	"{1, 1, 1, 2, 1, 1, 2, 1, 1}"
18	"{2,{1,3},1,5,1,3,2,1}"	162	"f4+2(g2+su(2))"	""	"{1, 2, 2, 3, 1, 2, 1, 1, 1}"
19	"{2,1,{1,5},1,3,2,2,1}"	171	"f4+g2+su(2)"	""	"{1, 2, 1, 1, 2, 1, 1, 1, 1}"
20	"{2,{2,2},2,2,2,2,2,1}"	232	"0"	"{1,2}"	"{1, 1, 2, 2, 2, 2, 2, 2, 2}"
21	"{3,1,{3,1,5},1,3,2,1}"	155	"f4+2 su(3)+g2+su(2)"	"{1,3}"	"{1, 3, 1, 3, 2, 4, 2, 2, 2}"
22	"{1,{1,5},1,3,2,2,1,5}"	119	"2 f4+g2+su(2)"	"{1,2}"	"{1, 1, 1, 3, 2, 3, 4, 5, 1}"
23	"{3,1,{1,5},1,3,2,1,5}"	111	"2 f4+su(3)+g2+su(2)"	""	"{1, 3, 2, 2, 5, 3, 4, 5, 1}"
24	"{2,3,1,{1,5},1,3,1,5}"	111	"2 f4+su(3)+g2+su(2)"	""	"{1, 2, 5, 3, 3, 7, 4, 5, 1}"
25	"{1,5,1,2,3,1,{1,5},1}"	119	"2 f4+g2+su(2)"	"{7,9}"	"{1, 1, 4, 3, 2, 3, 1, 1, 1}"
26	"{2,1,5,1,3,1,{1,5},1}"	120	"2 f4+su(3)"	"{7,9}"	"{1, 2, 1, 3, 2, 3, 1, 1, 1}"
27	"{3,1,{1,5},1,3,1,5,1}"	112	"2 f4+2 su(3)"	""	"{1, 3, 2, 2, 5, 3, 4, 1, 1}"
28	"{1,{1,{1,5}},1,3,2,2,1}"	171	"f4+g2+su(2)"	"{1,2}"	"{1, 1, 1, 1, 2, 1, 1, 1, 1}"
29	"{1,3,1,{1,{1,6}},1,3,1}"	138	"e6+2 su(3)"	"Inversion"	"{1, 1, 2, 1, 1, 1, 2, 1, 1}"
30	"{1,3,1,{1,6},1,2,3,1}"	137	"e6+su(3)+g2+su(2)"	""	"{1, 1, 2, 1, 1, 3, 2, 1, 1}"
31	"{1,3,1,{1,6},1,3,1,3}"	130	"e6+3 su(3)"	""	"{1, 1, 2, 1, 1, 3, 2, 3, 1}"
32	"{2,1,{2,1,{2,1,8}},1,2}"	99	"e7"	"{Inversion,{1,3},{3,9}}"	"{1, 2, 1, 2, 1, 2, 1, 2, 1}"
33	"{2,2,1,{1,{1,8}},1,2,2}"	99	"e7"	"Inversion"	"{1, 2, 3, 1, 1, 1, 3, 2, 1}"
34	"{3,2,1,{1,{1,7}},1,2,3}"	109	"e7'+2(g2+su(2))"	"Inversion"	"{1, 3, 5, 2, 2, 2, 5, 3, 1}"
35	"{1,3,1,{3,1,{1,6}},1,3}"	130	"e6+3 su(3)"	"{4,9}"	"{2, 2, 4, 1, 3, 2, 2, 3, 1}"
36	"{1,3,1,{2,1,6},1,3,1}"	138	"e6+2 su(3)"	"Inversion"	"{1, 1, 2, 1, 2, 1, 2, 1, 1}"
37	"{1,3,1,{3,1,6},1,2,3}"	129	"e6+2 su(3)+g2+su(2)"	""	"{2, 2, 4, 1, 3, 2, 5, 3, 1}"
38	"{1,3,2,1,{1,{1,7}},1,2}"	118	"e7'+g2+su(2)"	""	"{1, 1, 2, 3, 1, 1, 1, 2, 1}"
39	"{1,3,2,1,{1,7},1,2,2}"	118	"e7'+g2+su(2)"	""	"{1, 1, 2, 3, 1, 1, 3, 2, 1}"
40	"{2,2,1,{2,1,{1,8}},1,2}"	99	"e7"	"{4,9}"	"{1, 2, 3, 1, 2, 1, 1, 2, 1}"
41	"{2,2,1,{2,1,8},1,2,2}"	99	"e7"	"Inversion"	"{1, 2, 3, 1, 2, 1, 3, 2, 1}"
42	"{2,2,2,1,{1,{1,8}},1,2}"	99	"e7"	""	"{1, 2, 3, 4, 1, 1, 1, 2, 1}"
43	"{2,2,2,1,{1,8},1,2,2}"	99	"e7"	""	"{1, 2, 3, 4, 1, 1, 3, 2, 1}"
44	"{2,{1,3},2,1,{1,{1,7}},1}"	116	"e7'+so(7)+2 su(2)"	"{6,9}"	"{1, 2, 2, 3, 4, 1, 1, 1, 1}"
45	"{2,{1,3},2,1,{1,7},1,2}"	116	"e7'+so(7)+2 su(2)"	""	"{1, 2, 2, 3, 4, 1, 1, 2, 1}"
46	"{3,2,1,{2,1,7},1,2,3}"	109	"e7'+2(g2+su(2))"	"Inversion"	"{1, 3, 5, 2, 4, 2, 5, 3, 1}"
47	"{3,2,2,1,{1,7},1,2,3}"	109	"e7'+2(g2+su(2))"	""	"{1, 3, 5, 7, 2, 2, 5, 3, 1}"
48	"{1,2,3,2,1,{1,{1,6}},1}"	143	"e6+so(7)+2 su(2)"	"{6,9}"	"{1, 1, 1, 2, 3, 1, 1, 1, 1}"
49	"{1,2,3,2,1,{1,6},1,2}"	143	"e6+so(7)+2 su(2)"	""	"{1, 1, 1, 2, 3, 1, 1, 2, 1}"
50	"{1,3,2,1,{2,1,7},1,2}"	118	"e7'+g2+su(2)"	"{5,9}"	"{1, 1, 2, 3, 1, 2, 1, 2, 1}"
51	"{1,3,2,1,{3,1,6},1,3}"	129	"e6+2 su(3)+g2+su(2)"	"{5,9}"	"{2, 2, 4, 6, 1, 3, 2, 3, 1}"
