"id"	"list"	"29(TH-1)+H-V"	"gauge algebra"	"symmetry"	"H-String Weight"
1	"{1,5,1,2,3,1,5,1,3,2,2,1}"	197	"2 f4+2(g2+su(2))"	""	"{1, 1, 4, 3, 2, 3, 1, 2, 1, 1, 1, 1}"
2	"{1,3,1,5,1,3,1,5,1,3,2,1}"	190	"2 f4+2 su(3)+g2+su(2)"	""	"{1, 1, 2, 1, 3, 2, 3, 1, 2, 1, 1, 1}"
3	"{1,2,2,2,2,2,2,2,2,2,2,1}"	319	"0"	"Inversion"	"{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}"
4	"{2,1,5,1,3,1,5,1,3,2,2,1}"	198	"2 f4+su(3)+g2+su(2)"	""	"{1, 2, 1, 3, 2, 3, 1, 2, 1, 1, 1, 1}"
5	"{5,1,2,2,3,1,5,1,3,2,2,1}"	197	"2 f4+2(g2+su(2))"	""	"{1, 5, 4, 3, 2, 3, 1, 2, 1, 1, 1, 1}"
6	"{1,2,2,3,1,{1,5},1,3,2,2,1}"	249	"f4+2(g2+su(2))"	"Inversion"	"{1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1}"
7	"{1,{1,5},1,3,1,5,1,3,2,2,1}"	198	"2 f4+su(3)+g2+su(2)"	"{1,2}"	"{1, 1, 1, 3, 2, 3, 1, 2, 1, 1, 1, 1}"
8	"{2,{2,2},2,2,2,2,2,2,2,2,1}"	319	"0"	"{1,2}"	"{1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2}"
9	"{3,1,{1,6},1,3,1,5,1,3,1,5}"	113	"e6+2 f4+3 su(3)"	""	"{1, 3, 2, 2, 7, 5, 8, 3, 7, 4, 5, 1}"
10	"{1,3,1,{1,6},1,3,1,5,1,3,1}"	165	"e6+f4+3 su(3)"	""	"{1, 1, 2, 1, 1, 3, 2, 3, 1, 2, 1, 1}"
11	"{3,2,1,{1,{1,8}},1,2,3,1,5,1}"	116	"e7+f4+2(g2+su(2))"	""	"{1, 3, 5, 2, 2, 2, 7, 5, 3, 4, 1, 1}"
12	"{3,2,1,{1,{1,8}},1,2,3,2,1,5}"	114	"e7+f4+g2+su(2)+so(7)+2 su(2)"	""	"{1, 3, 5, 2, 2, 2, 7, 5, 3, 4, 5, 1}"
13	"{3,2,1,{1,8},1,2,2,3,1,5,1}"	116	"e7+f4+2(g2+su(2))"	""	"{1, 3, 5, 2, 2, 9, 7, 5, 3, 4, 1, 1}"
14	"{1,3,2,1,{1,{1,8}},1,2,3,2,1}"	166	"e7+g2+su(2)+so(7)+2 su(2)"	""	"{1, 1, 2, 3, 1, 1, 1, 3, 2, 1, 1, 1}"
15	"{2,3,2,1,{1,{1,8}},1,2,3,1,5}"	114	"e7+f4+g2+su(2)+so(7)+2 su(2)"	""	"{1, 2, 5, 8, 3, 3, 3, 10, 7, 4, 5, 1}"
16	"{2,3,2,1,{1,8},1,2,2,3,1,5}"	114	"e7+f4+g2+su(2)+so(7)+2 su(2)"	""	"{1, 2, 5, 8, 3, 3, 13, 10, 7, 4, 5, 1}"
17	"{3,2,1,{2,1,8},1,2,3,1,5,1}"	116	"e7+f4+2(g2+su(2))"	""	"{1, 3, 5, 2, 4, 2, 7, 5, 3, 4, 1, 1}"
18	"{3,2,1,{2,1,8},1,2,3,2,1,5}"	114	"e7+f4+g2+su(2)+so(7)+2 su(2)"	""	"{1, 3, 5, 2, 4, 2, 7, 5, 3, 4, 5, 1}"
19	"{3,2,2,1,{1,8},1,2,3,1,5,1}"	116	"e7+f4+2(g2+su(2))"	""	"{1, 3, 5, 7, 2, 2, 7, 5, 3, 4, 1, 1}"
20	"{3,2,2,1,{1,8},1,2,3,2,1,5}"	114	"e7+f4+g2+su(2)+so(7)+2 su(2)"	""	"{1, 3, 5, 7, 2, 2, 7, 5, 3, 4, 5, 1}"
21	"{5,1,3,1,{1,6},1,3,1,5,1,3}"	113	"e6+2 f4+3 su(3)"	""	"{1, 5, 4, 7, 3, 3, 8, 5, 7, 2, 3, 1}"
22	"{1,2,3,2,1,{1,8},1,2,{1,3},2}"	164	"e7+2(so(7)+2 su(2))"	""	"{1, 1, 1, 2, 3, 1, 1, 4, 3, 2, 2, 1}"
23	"{1,2,3,2,1,{1,7},1,2,3,2,1}"	192	"e7'+2(so(7)+2 su(2))"	"Inversion"	"{1, 1, 1, 2, 3, 1, 1, 3, 2, 1, 1, 1}"
24	"{1,2,3,2,1,{1,8},1,2,2,3,1}"	166	"e7+g2+su(2)+so(7)+2 su(2)"	""	"{1, 1, 1, 2, 3, 1, 1, 4, 3, 2, 1, 1}"
