"id"	"list"	"29(TH-1)+H-V"	"gauge algebra"	"symmetry"	"H-String Weight"
1	"{1,3,1,5,1,3,2,2,1,{1,{1,12}},1,2,2,3,1,5,1,3,2,1}"	222	"e8+2 f4+su(3)+3(g2+su(2))"	""	"{1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1, 1}"
2	"{1,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,1,5,1}"	171	"e8+3 f4+2 su(3)+2(g2+su(2))"	""	"{1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 1, 1}"
3	"{1,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,1,5}"	170	"e8+3 f4+su(3)+3(g2+su(2))"	""	"{1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 5, 1}"
4	"{1,3,1,5,1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,1}"	222	"e8+2 f4+su(3)+3(g2+su(2))"	""	"{1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 2, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1, 1}"
5	"{5,1,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,1,5}"	119	"e8+4 f4+2 su(3)+2(g2+su(2))"	"Inversion"	"{1, 5, 4, 7, 3, 8, 5, 7, 9, 11, 2, 2, 11, 9, 7, 5, 8, 3, 7, 4, 5, 1}"
6	"{1,2,2,3,1,5,1,3,2,2,1,{1,{1,12}},1,2,2,3,1,{1,5},1}"	230	"e8+2 f4+3(g2+su(2))"	"{20,22}"	"{1, 1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 1, 5, 4, 3, 2, 3, 1, 1, 1}"
7	"{1,2,2,3,1,5,1,3,2,2,1,{1,{1,12}},1,2,2,3,1,5,1,2}"	230	"e8+2 f4+3(g2+su(2))"	""	"{1, 1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 1, 5, 4, 3, 2, 3, 1, 2, 1}"
8	"{1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,{1,5},1,3}"	222	"e8+2 f4+su(3)+3(g2+su(2))"	""	"{1, 1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 6, 5, 4, 3, 5, 2, 2, 3, 1}"
9	"{1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,2,3}"	221	"e8+2 f4+4(g2+su(2))"	""	"{1, 1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 6, 5, 4, 3, 5, 2, 5, 3, 1}"
10	"{1,2,2,3,1,5,1,3,2,2,1,{2,1,12},1,2,2,3,1,{1,5},1}"	230	"e8+2 f4+3(g2+su(2))"	"{20,22}"	"{1, 1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 2, 1, 5, 4, 3, 2, 3, 1, 1, 1}"
11	"{1,2,2,3,1,5,1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,2}"	230	"e8+2 f4+3(g2+su(2))"	""	"{1, 1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 2, 1, 5, 4, 3, 2, 3, 1, 2, 1}"
12	"{1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,{1,5},1,3,2}"	221	"e8+2 f4+4(g2+su(2))"	""	"{1, 1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 7, 6, 5, 4, 7, 3, 3, 5, 2, 1}"
13	"{1,2,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,2,3,2}"	219	"e8+2 f4+3(g2+su(2))+so(7)+2 su(2)"	""	"{1, 1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 7, 6, 5, 4, 7, 3, 8, 5, 2, 1}"
14	"{1,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,1,5,1,3}"	163	"e8+3 f4+3 su(3)+2(g2+su(2))"	""	"{1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 7, 6, 5, 4, 7, 3, 8, 5, 7, 2, 3, 1}"
15	"{1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,1,{1,8},1,2}"	149	"e8+e7+f4+3(g2+su(2))"	""	"{1, 1, 2, 3, 4, 1, 2, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 5, 1, 1, 2, 1}"
16	"{1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,2,1,{1,8},1}"	149	"e8+e7+f4+3(g2+su(2))"	"{20,22}"	"{1, 1, 2, 3, 4, 1, 2, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1, 1, 1}"
17	"{1,{1,6},1,3,1,5,1,3,2,2,1,12,1,2,2,3,1,{1,5},1,3}"	145	"e8+e6+2 f4+2 su(3)+2(g2+su(2))"	"{1,2}"	"{1, 1, 1, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1, 6, 5, 4, 3, 5, 2, 2, 3, 1}"
18	"{1,{1,6},1,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,{1,5},1}"	153	"e8+e6+2 f4+su(3)+2(g2+su(2))"	"{{1,2},{20,22}}"	"{1, 1, 1, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1, 1, 5, 4, 3, 2, 3, 1, 1, 1}"
19	"{2,2,1,{2,2,1,12},1,2,2,3,1,5,1,3,2,1,8,1,2,3,1}"	149	"e8+e7+f4+3(g2+su(2))"	"{1,4}"	"{1, 2, 3, 1, 2, 3, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 5, 1, 3, 2, 1, 1}"
20	"{3,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,1,{1,8},1,2}"	141	"e8+e7+f4+su(3)+3(g2+su(2))"	""	"{1, 3, 2, 3, 4, 5, 1, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 5, 1, 1, 2, 1}"
21	"{1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,1,8,1,2,2}"	149	"e8+e7+f4+3(g2+su(2))"	""	"{1, 1, 2, 3, 4, 1, 2, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 5, 1, 3, 2, 1}"
22	"{1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,2,1,8,1,2}"	149	"e8+e7+f4+3(g2+su(2))"	""	"{1, 1, 2, 3, 4, 1, 2, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1, 2, 1}"
23	"{1,5,1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,1,7,1}"	125	"e8+e7'+2 f4+3(g2+su(2))"	""	"{1, 1, 4, 3, 5, 7, 9, 2, 4, 2, 11, 9, 7, 5, 8, 3, 7, 4, 5, 6, 1, 1}"
24	"{1,5,1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,2,1,7}"	125	"e8+e7'+2 f4+3(g2+su(2))"	""	"{1, 1, 4, 3, 5, 7, 9, 2, 4, 2, 11, 9, 7, 5, 8, 3, 7, 4, 5, 6, 7, 1}"
25	"{1,6,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,{1,5},1,3}"	144	"e8+e6+2 f4+su(3)+3(g2+su(2))"	""	"{1, 1, 5, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1, 6, 5, 4, 3, 5, 2, 2, 3, 1}"
26	"{1,{1,5},1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,1,6,1,2}"	153	"e8+e6+2 f4+su(3)+2(g2+su(2))"	"{1,2}"	"{1, 1, 1, 3, 2, 3, 4, 5, 1, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 1, 2, 1}"
27	"{1,{1,5},1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,1,6,1}"	152	"e8+e6+2 f4+3(g2+su(2))"	"{1,2}"	"{1, 1, 1, 3, 2, 3, 4, 5, 1, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 5, 1, 1}"
28	"{1,{1,5},1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1,6}"	152	"e8+e6+2 f4+3(g2+su(2))"	"{1,2}"	"{1, 1, 1, 3, 2, 3, 4, 5, 1, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1}"
29	"{1,{1,6},1,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,2}"	153	"e8+e6+2 f4+su(3)+2(g2+su(2))"	"{1,2}"	"{1, 1, 1, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1, 1, 5, 4, 3, 2, 3, 1, 2, 1}"
30	"{1,{1,8},1,2,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,3}"	141	"e8+e7+f4+su(3)+3(g2+su(2))"	"{1,2}"	"{1, 1, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1, 1, 5, 4, 3, 2, 3, 1}"
31	"{2,1,6,1,3,1,5,1,3,2,2,1,12,1,2,2,3,1,{1,5},1,3}"	145	"e8+e6+2 f4+2 su(3)+2(g2+su(2))"	""	"{1, 2, 1, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1, 6, 5, 4, 3, 5, 2, 2, 3, 1}"
32	"{2,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,1,8,1,2,3,1}"	149	"e8+e7+f4+3(g2+su(2))"	""	"{1, 2, 3, 4, 1, 2, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 5, 1, 3, 2, 1, 1}"
33	"{3,1,5,1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,1,7}"	117	"e8+e7'+2 f4+su(3)+3(g2+su(2))"	""	"{1, 3, 2, 7, 5, 8, 11, 14, 3, 6, 3, 16, 13, 10, 7, 11, 4, 9, 5, 6, 7, 1}"
34	"{3,1,{1,6},1,3,1,5,1,3,2,2,1,12,1,2,2,3,1,{1,5},1}"	145	"e8+e6+2 f4+2 su(3)+2(g2+su(2))"	"{20,22}"	"{1, 3, 2, 2, 7, 5, 8, 3, 7, 4, 5, 6, 7, 1, 5, 4, 3, 2, 3, 1, 1, 1}"
35	"{3,2,1,{1,8},1,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1}"	140	"e8+e7+f4+4(g2+su(2))"	""	"{1, 3, 5, 2, 2, 9, 7, 5, 8, 3, 7, 4, 5, 6, 7, 1, 1, 4, 3, 2, 1, 1}"
