"catalog type"	"catalog id"	"id"	"list"	"29TH+H-V"	"gauge algebra"	"symmetry"	"H-String Weight"
"A_dummy"	"5"	1	"{1,2,2,2,1}"	116	"0"	"Inversion"	"{1, 1, 1, 1, 1}"
"D_dummy"	"5"	2	"{2,{2,2},2,1}"	116	"0"	"{1,2}"	"{1, 1, 2, 2, 2}"
"N1"	"10340"	3	"{1,{1,{1,4}},1}"	88	"so(8)"	"{Inversion,{1,2},{2,5}}"	"{1, 1, 1, 1, 1}"
"N1"	"10527"	4	"{2,1,{1,4},1}"	88	"so(8)"	"{3,5}"	"{1, 2, 1, 1, 1}"
"N1"	"10861"	5	"{2,2,1,4,1}"	88	"so(8)"	""	"{1, 2, 3, 1, 1}"
"N1"	"10883"	6	"{2,1,4,1,2}"	88	"so(8)"	"Inversion"	"{1, 2, 1, 2, 1}"
"N1"	"11248"	7	"{2,2,2,1,4}"	88	"so(8)"	""	"{1, 2, 3, 4, 1}"
"NN"	"12"	8	"{1,2,3,1,2}"	107	"g2+su(2)"	""	"{1, 1, 1, 2, 1}"
"NN"	"13"	9	"{1,2,{1,3},1}"	107	"g2+su(2)"	"{3,5}"	"{1, 1, 1, 1, 1}"
"NN"	"14"	10	"{2,{1,2},3,1}"	107	"g2+su(2)"	""	"{1, 2, 2, 1, 1}"
"NN"	"15"	11	"{3,1,2,3,1}"	99	"su(3)+g2+su(2)"	""	"{1, 3, 2, 1, 1}"
"NN"	"27"	12	"{3,1,{1,3},2}"	99	"su(3)+g2+su(2)"	""	"{1, 3, 2, 2, 1}"
"NN"	"28"	13	"{2,{1,{1,3}},2}"	105	"so(7)+2 su(2)"	"Inversion"	"{1, 2, 2, 2, 1}"
"NN"	"30"	14	"{2,{2,3},1,2}"	105	"so(7)+2 su(2)"	"{1,2}"	"{1, 1, 2, 4, 2}"
"NN"	"42"	15	"{1,3,1,3,1}"	100	"2 su(3)"	"Inversion"	"{1, 1, 2, 1, 1}"
"NN"	"43"	16	"{3,1,3,1,3}"	92	"3 su(3)"	"Inversion"	"{1, 3, 2, 3, 1}"
"NN"	"98"	17	"{2,3,1,2,3}"	98	"2(g2+su(2))"	""	"{1, 2, 5, 3, 1}"
