"catalog type"	"catalog id"	"id"	"list"	"29TH+H-V"	"gauge algebra"	"symmetry"	"H-String Weight"
"A_dummy"	"23"	1	"{1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1}"	638	"0"	"Inversion"	"{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}"
"N1"	"10420"	2	"{1,3,1,5,1,3,2,2,1,{1,{1,12}},1,2,2,3,1,5,1,3,2,2,1}"	251	"e8+2 f4+su(3)+3(g2+su(2))"	""	"{1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1, 1, 1}"
"N1"	"10425"	3	"{1,2,3,1,5,1,3,2,2,1,{1,{1,12}},1,2,2,3,1,5,1,3,2,1}"	250	"e8+2 f4+4(g2+su(2))"	"Inversion"	"{1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1, 1}"
"N1"	"10727"	4	"{1,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,1,5}"	198	"e8+3 f4+4(g2+su(2))"	""	"{1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 5, 1}"
"N1"	"10729"	5	"{1,2,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,1,5,1}"	199	"e8+3 f4+su(3)+3(g2+su(2))"	""	"{1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 1, 1}"
"N1"	"10790"	6	"{1,3,1,5,1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,2,1}"	251	"e8+2 f4+su(3)+3(g2+su(2))"	""	"{1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 2, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1, 1, 1}"
"N1"	"10797"	7	"{1,2,3,1,5,1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,2,1}"	250	"e8+2 f4+4(g2+su(2))"	"Inversion"	"{1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 2, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1, 1}"
"N1"	"11190"	8	"{1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,1,5,1,3}"	191	"e8+3 f4+2 su(3)+3(g2+su(2))"	""	"{1, 1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 7, 6, 5, 4, 7, 3, 8, 5, 7, 2, 3, 1}"
"N1"	"11236"	9	"{5,1,2,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,5}"	146	"e8+4 f4+4(g2+su(2))"	"Inversion"	"{1, 5, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 5, 1}"
"N1"	"11238"	10	"{1,5,1,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,2,1,5}"	147	"e8+4 f4+su(3)+3(g2+su(2))"	""	"{1, 1, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 5, 1}"
"N1"	"11243"	11	"{1,5,1,3,1,5,1,3,2,2,1,12,1,2,2,3,1,5,1,3,1,5,1}"	148	"e8+4 f4+2 su(3)+2(g2+su(2))"	"Inversion"	"{1, 1, 4, 3, 5, 2, 5, 3, 4, 5, 6, 1, 6, 5, 4, 3, 5, 2, 5, 3, 4, 1, 1}"
