"id"	"list"	"29(TH-1)+H-V"	"gauge algebra"	"symmetry"	"H-String Weight"
1	"{3,2,2,1,{2,1,{1,12}},1,2,2,3,1,5,1,3,1,5}"	115	"e8+2 f4+su(3)+2(g2+su(2))"	""	"{1, 3, 5, 7, 2, 4, 2, 2, 11, 9, 7, 5, 8, 3, 7, 4, 5, 1}"
2	"{1,3,2,2,1,{2,1,{1,12}},1,2,2,3,1,5,1,3,1}"	167	"e8+f4+su(3)+2(g2+su(2))"	""	"{1, 1, 2, 3, 4, 1, 2, 1, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1}"
3	"{3,1,3,2,2,1,{1,{1,12}},1,2,2,3,1,5,1,3,1}"	159	"e8+f4+2 su(3)+2(g2+su(2))"	""	"{1, 3, 2, 3, 4, 5, 1, 1, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1}"
4	"{3,2,2,1,{2,2,1,12},1,2,2,3,1,5,1,3,1,5}"	115	"e8+2 f4+su(3)+2(g2+su(2))"	""	"{1, 3, 5, 7, 2, 4, 6, 2, 11, 9, 7, 5, 8, 3, 7, 4, 5, 1}"
5	"{1,3,2,2,1,{2,2,1,12},1,2,2,3,1,5,1,3,1}"	167	"e8+f4+su(3)+2(g2+su(2))"	""	"{1, 1, 2, 3, 4, 1, 2, 3, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1}"
6	"{2,3,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,1}"	158	"e8+f4+su(3)+3(g2+su(2))"	""	"{1, 2, 5, 3, 4, 5, 6, 1, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1}"
7	"{3,1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,3,1}"	159	"e8+f4+2 su(3)+2(g2+su(2))"	""	"{1, 3, 2, 3, 4, 5, 1, 2, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1}"
8	"{5,1,3,2,2,1,{2,1,{1,12}},1,2,2,3,1,5,1,3}"	115	"e8+2 f4+su(3)+2(g2+su(2))"	""	"{1, 5, 4, 7, 10, 13, 3, 6, 3, 3, 14, 11, 8, 5, 7, 2, 3, 1}"
9	"{1,5,1,3,2,2,1,{2,1,{1,12}},1,2,2,3,1,5,1}"	123	"e8+2 f4+2(g2+su(2))"	"Inversion"	"{1, 1, 4, 3, 5, 7, 9, 2, 4, 2, 2, 9, 7, 5, 3, 4, 1, 1}"
10	"{5,1,3,2,2,1,{2,2,1,12},1,2,2,3,1,5,1,3}"	115	"e8+2 f4+su(3)+2(g2+su(2))"	""	"{1, 5, 4, 7, 10, 13, 3, 6, 9, 3, 14, 11, 8, 5, 7, 2, 3, 1}"
