"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
39	3	149	251	0	5	0	0	0	0	0	0	"s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s1:39→1"
39	3	150	258	1	4	0	0	0	0	0	0	"s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s1:39→1 / s5:43→1"
39	3	151	264	2	3	0	0	0	0	0	0	"s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s1:39→1 / s4:42→1 / s5:42→1"
39	3	151	265	2	3	0	0	0	0	0	0	"s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s1:39→1 / s4:42→1 / s5:41→1"
39	3	152	264	2	3	0	0	0	0	0	0	"s2:1→1 / s3:1→1 / s4:1→1 / s5:1→2"	"s1:39→1 / s4:42→1 / s5:42→1"
39	15	141	251	0	5	0	0	0	0	0	0	"s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s1:39→1"
39	15	142	258	1	4	0	0	0	0	0	0	"s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s1:39→1 / s5:43→1"
39	15	143	264	2	3	0	0	0	0	0	0	"s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s1:39→1 / s4:42→1 / s5:42→1"
39	15	143	265	2	3	0	0	0	0	0	0	"s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s1:39→1 / s4:42→1 / s5:41→1"
39	15	144	264	2	3	0	0	0	0	0	0	"s2:1→1 / s3:1→1 / s4:1→1 / s5:1→2"	"s1:39→1 / s4:42→1 / s5:42→1"
39	16	130	251	0	5	0	0	0	0	0	0	"s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s1:39→1"
39	16	131	258	1	4	0	0	0	0	0	0	"s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s1:39→1 / s5:43→1"
39	16	132	264	2	3	0	0	0	0	0	0	"{s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1, s2:1→1 / s3:1→1 / s4:1→1 / s5:1→2}"	"{s1:39→1 / s4:42→1 / s5:42→1, s1:39→1 / s4:42→1 / s5:42→1}"
39	16	132	265	2	3	0	0	0	0	0	0	"s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s1:39→1 / s4:42→1 / s5:41→1"
39	59	45	146	0	4	0	0	0	0	0	1	"s1:1→1 / s2:39→1 / s3:39→1 / s4:39→1 / s5:39→1"	""
39	59	45	153	1	3	0	0	0	0	0	1	"s1:1→1 / s2:39→1 / s3:39→1 / s4:39→1 / s5:39→1"	"s5:43→1"
39	59	45	159	2	2	0	0	0	0	0	1	"{s1:1→1 / s2:39→1 / s3:39→1 / s4:39→1 / s5:39→1, s1:1→1 / s2:39→1 / s3:39→1 / s4:39→1 / s5:39→2}"	"{s4:42→1 / s5:42→1, s4:42→1 / s5:42→1}"
39	59	45	160	2	2	0	0	0	0	0	1	"s1:1→1 / s2:39→1 / s3:39→1 / s4:39→1 / s5:39→1"	"s4:42→1 / s5:41→1"
39	59	118	261	0	4	0	0	0	0	1	0	"s1:1→1 / s2:39→1 / s3:39→1 / s4:39→1 / s5:39→1"	""
39	59	120	268	1	3	0	0	0	0	1	0	"s1:1→1 / s2:39→1 / s3:39→1 / s4:39→1 / s5:39→1"	"s5:43→1"
39	65	44	222	0	5	0	0	0	0	0	0	"s1:39→1 / s2:39→1 / s3:39→1 / s4:39→1 / s5:1→1"	""
39	65	44	229	1	4	0	0	0	0	0	0	"s1:39→1 / s2:39→1 / s3:39→1 / s4:1→1 / s5:39→1"	"s5:42→1"
39	65	44	235	2	3	0	0	0	0	0	0	"{s1:39→1 / s2:39→1 / s3:1→1 / s4:39→1 / s5:39→1, s1:39→1 / s2:39→1 / s3:1→1 / s4:39→1 / s5:39→2}"	"{s4:41→1 / s5:41→1, s4:41→1 / s5:41→1}"
39	65	44	236	2	3	0	0	0	0	0	0	"s1:39→1 / s2:39→1 / s3:1→1 / s4:39→1 / s5:39→1"	"s4:41→1 / s5:40→1"
39	81	70	197	3	1	0	0	0	0	1	0	"s1:39→1 / s2:1→1 / s3:5→1 / s5:1→1"	"s3:41→1 / s4:2→1 / s5:41→1"
39	81	119	225	3	1	0	0	0	1	0	0	"s1:39→1 / s2:1→1 / s3:5→1 / s5:1→1"	"s3:41→1 / s4:2→1 / s5:41→1"
39	108	107	225	3	1	0	0	1	0	0	0	"s1:39→1 / s2:1→1 / s3:5→1 / s5:1→1"	"s3:41→1 / s4:2→1 / s5:41→1"
39	108	189	251	3	1	0	1	0	0	0	0	"s1:39→1 / s2:1→1 / s3:5→1 / s5:1→1"	"s3:41→1 / s4:2→1 / s5:41→1"
39	117	48	205	0	4	0	0	0	0	0	1	"s1:1→1 / s2:39→1 / s3:39→1 / s4:39→1 / s5:39→1"	""
39	117	48	212	1	3	0	0	0	0	0	1	"s1:1→1 / s2:39→1 / s3:39→1 / s4:39→1 / s5:39→1"	"s5:43→1"
39	117	48	219	2	2	0	0	0	0	0	1	"s1:1→1 / s2:39→1 / s3:39→1 / s4:39→1 / s5:39→1"	"s4:42→1 / s5:41→1"
39	117	49	218	2	2	0	0	0	0	0	1	"{s1:1→1 / s2:39→1 / s3:39→1 / s4:39→1 / s5:39→1, s1:1→1 / s2:39→1 / s3:39→1 / s4:39→1 / s5:39→2}"	"{s4:42→1 / s5:42→1, s4:42→1 / s5:42→1}"
