"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
39	1	"3 e8+2 f5+6(g2+su(2))"	"3 e8+2 f5+so(8)+6(g2+su(2))"	39	201	0	0	1	0	0	0	0	0	"s1:39→1"	""
39	1	"3 e8+2 f5+6(g2+su(2))"	"3 e8+2 f5+so(8)+6(g2+su(2))"	41	201	0	0	1	0	0	0	0	0	"s1:1→1, 39→1"	""
39	1	"3 e8+2 f5+6(g2+su(2))"	"3 e8+2 f5+su(3)+6(g2+su(2))"	39	221	0	1	0	0	0	0	0	0	"s1:39→1"	""
39	1	"3 e8+2 f5+6(g2+su(2))"	"3 e8+2 f5+su(3)+6(g2+su(2))"	40	221	0	1	0	0	0	0	0	0	"s1:1→1, 39→1"	""
39	1	"3 e8+2 f5+6(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	39	177	0	0	0	1	0	0	0	0	"s1:1→1"	""
39	1	"3 e8+2 f5+6(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	42	177	0	0	0	1	0	0	0	0	"s1:1→1, 39→1"	""
39	2	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	39	177	0	1	0	0	0	0	0	0	""	"s1:1→1"
39	2	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	42	177	0	1	0	0	0	0	0	0	"s1:39→1"	"s1:1→1"
39	2	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	43	177	0	1	0	0	0	0	0	0	"s1:37→1, 39→1"	"s1:1→1"
39	2	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+su(3)+5(g2+su(2))"	39	178	0	1	0	0	0	0	0	0	"s1:39→1"	""
39	2	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+su(3)+5(g2+su(2))"	44	178	0	1	0	0	0	0	0	0	"s1:37→1, 39→1"	""
39	3	"2 e8+e7+3 f5+6(g2+su(2))"	"2 e8+2 e7+3 f5+6(g2+su(2))"	39	159	0	0	0	0	0	0	1	0	"s1:1→1"	""
39	3	"2 e8+e7+3 f5+6(g2+su(2))"	"2 e8+e7+3 f5+so(8)+6(g2+su(2))"	39	264	0	0	1	0	0	0	0	0	"s1:1→1"	""
39	3	"2 e8+e7+3 f5+6(g2+su(2))"	"2 e8+e7+4 f5+6(g2+su(2))"	39	240	0	0	0	1	0	0	0	0	"s1:1→1"	""
39	3	"2 e8+e7+3 f5+6(g2+su(2))"	"2 e8+e7+e6+3 f5+6(g2+su(2))"	39	214	0	0	0	0	1	0	0	0	"s1:1→1"	""
39	3	"2 e8+e7+3 f5+6(g2+su(2))"	"2 e8+e7+e7'+3 f5+6(g2+su(2))"	39	187	0	0	0	0	0	1	0	0	"s1:1→1"	""
39	3	"2 e8+e7+3 f5+6(g2+su(2))"	"3 e8+e7+3 f5+6(g2+su(2))"	39	44	0	0	0	0	0	0	0	1	"s1:1→1"	""
39	4	"3 e8+2 f5+su(3)+6(g2+su(2))"	"3 e8+2 f5+2 su(3)+6(g2+su(2))"	39	213	0	1	0	0	0	0	0	0	"s1:1→1"	""
39	4	"3 e8+2 f5+su(3)+6(g2+su(2))"	"3 e8+2 f5+7(g2+su(2))"	39	220	1	0	0	0	0	0	0	0	""	"s1:39→1"
39	4	"3 e8+2 f5+su(3)+6(g2+su(2))"	"3 e8+2 f5+7(g2+su(2))"	40	220	1	0	0	0	0	0	0	0	"s1:1→1"	"s1:39→1"
39	4	"3 e8+2 f5+su(3)+6(g2+su(2))"	"3 e8+2 f5+7(g2+su(2))"	44	220	1	0	0	0	0	0	0	0	"{s1:1→5, s1:38→1, s1:38→2, s1:38→3, s1:38→4, s1:38→5}"	"{s1:39→1, s1:39→1, s1:39→1, s1:39→1, s1:39→1, s1:39→1}"
39	4	"3 e8+2 f5+su(3)+6(g2+su(2))"	"3 e8+2 f5+so(8)+su(3)+6(g2+su(2))"	39	193	0	0	1	0	0	0	0	0	"s1:1→1"	""
39	4	"3 e8+2 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+su(3)+6(g2+su(2))"	39	169	0	0	0	1	0	0	0	0	"s1:1→1"	""
39	5	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	39	177	0	1	0	0	0	0	0	0	""	"{s1:1→1, s1:39→1}"
39	5	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	43	177	0	1	0	0	0	0	0	0	"s1:38→1"	"s1:1→1"
39	5	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+su(3)+5(g2+su(2))"	44	178	0	1	0	0	0	0	0	0	"s1:38→1"	""
39	6	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+su(3)+5(g2+su(2))"	39	178	0	1	0	0	0	0	0	0	"s1:39→1"	""
39	6	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+su(3)+5(g2+su(2))"	44	178	0	1	0	0	0	0	0	0	"s1:37→1, 39→1"	""
39	7	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+so(8)+6(g2+su(2))"	39	149	0	0	1	0	0	0	0	0	"s1:39→1"	""
39	7	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+su(3)+6(g2+su(2))"	39	169	0	1	0	0	0	0	0	0	"s1:39→1"	""
39	7	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+su(3)+6(g2+su(2))"	44	169	0	1	0	0	0	0	0	0	"{s1:39→2, s1:39→3, s1:39→4, s1:39→5}"	""
39	7	"3 e8+3 f5+6(g2+su(2))"	"3 e8+4 f5+6(g2+su(2))"	39	125	0	0	0	1	0	0	0	0	"s1:39→1"	""
39	8	"3 e8+2 f5+7(g2+su(2))"	"3 e8+2 f5+6(g2+su(2))+so(7)+2 su(2)"	44	218	1	0	0	0	0	0	0	0	"{s1:37→1, s1:37→2}"	"{s1:38→1, s1:38→1}"
39	8	"3 e8+2 f5+7(g2+su(2))"	"3 e8+2 f5+so(8)+7(g2+su(2))"	39	192	0	0	1	0	0	0	0	0	"s1:1→1"	""
39	8	"3 e8+2 f5+7(g2+su(2))"	"3 e8+2 f5+su(3)+7(g2+su(2))"	39	212	0	1	0	0	0	0	0	0	"s1:1→1"	""
39	8	"3 e8+2 f5+7(g2+su(2))"	"3 e8+3 f5+7(g2+su(2))"	39	168	0	0	0	1	0	0	0	0	"s1:1→1"	""
39	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+so(8)+6(g2+su(2))"	39	149	0	0	1	0	0	0	0	0	"s1:39→1"	""
39	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+su(3)+6(g2+su(2))"	39	169	0	1	0	0	0	0	0	0	"{s1:1→1, s1:39→1}"	""
39	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+su(3)+6(g2+su(2))"	42	169	0	1	0	0	0	0	0	0	"s1:1→1, 39→1"	""
39	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+su(3)+6(g2+su(2))"	43	169	0	1	0	0	0	0	0	0	"s1:1→1, 39→2"	""
39	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+3 f5+su(3)+6(g2+su(2))"	44	169	0	1	0	0	0	0	0	0	"{s1:1→1, 39→3, s1:1→1, 39→4, s1:39→2, s1:39→3, s1:39→4, s1:39→5}"	""
39	9	"3 e8+3 f5+6(g2+su(2))"	"3 e8+4 f5+6(g2+su(2))"	39	125	0	0	0	1	0	0	0	0	"s1:39→1"	""
39	10	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+su(3)+5(g2+su(2))"	39	178	0	1	0	0	0	0	0	0	"s1:2→1"	""
39	10	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+su(3)+5(g2+su(2))"	44	178	0	1	0	0	0	0	0	0	"s1:1→1, 2→1"	""
39	11	"2 e8+e7+3 f5+6(g2+su(2))"	"2 e8+2 e7+3 f5+6(g2+su(2))"	39	159	0	0	0	0	0	0	1	0	"s1:39→1"	""
39	11	"2 e8+e7+3 f5+6(g2+su(2))"	"2 e8+e7+3 f5+so(8)+6(g2+su(2))"	39	264	0	0	1	0	0	0	0	0	"s1:39→1"	""
39	11	"2 e8+e7+3 f5+6(g2+su(2))"	"2 e8+e7+4 f5+6(g2+su(2))"	39	240	0	0	0	1	0	0	0	0	"s1:39→1"	""
39	11	"2 e8+e7+3 f5+6(g2+su(2))"	"2 e8+e7+e6+3 f5+6(g2+su(2))"	39	214	0	0	0	0	1	0	0	0	"s1:39→1"	""
39	11	"2 e8+e7+3 f5+6(g2+su(2))"	"2 e8+e7+e7'+3 f5+6(g2+su(2))"	39	187	0	0	0	0	0	1	0	0	"s1:39→1"	""
39	11	"2 e8+e7+3 f5+6(g2+su(2))"	"3 e8+e7+3 f5+6(g2+su(2))"	39	44	0	0	0	0	0	0	0	1	"s1:39→1"	""
39	12	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+6(g2+su(2))"	39	177	0	1	0	0	0	0	0	0	""	"s1:39→1"
39	12	"3 e8+3 f5+5(g2+su(2))"	"3 e8+3 f5+su(3)+5(g2+su(2))"	44	178	0	1	0	0	0	0	0	0	"s1:38→1"	""
39	13	"3 e8+2 f5+2 su(3)+6(g2+su(2))"	"3 e8+2 f5+su(3)+7(g2+su(2))"	39	212	1	0	0	0	0	0	0	0	""	"s1:39→1"
39	13	"3 e8+2 f5+2 su(3)+6(g2+su(2))"	"3 e8+2 f5+su(3)+7(g2+su(2))"	44	212	1	0	0	0	0	0	0	0	"{s1:2→4, s1:2→5, s1:38→1, s1:38→2, s1:38→3, s1:38→4, s1:38→5}"	"{s1:39→1, s1:39→1, s1:39→1, s1:39→1, s1:39→1, s1:39→1, s1:39→1}"
39	14	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+2 su(3)+6(g2+su(2))"	44	161	0	1	0	0	0	0	0	0	"{s1:38→1, s1:38→2}"	""
39	14	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+7(g2+su(2))"	39	168	1	0	0	0	0	0	0	0	""	"s1:39→1"
39	14	"3 e8+3 f5+su(3)+6(g2+su(2))"	"3 e8+3 f5+7(g2+su(2))"	44	168	1	0	0	0	0	0	0	0	"{s1:38→1, s1:38→2, s1:38→3, s1:38→4, s1:38→5}"	"{s1:39→1, s1:39→1, s1:39→1, s1:39→1, s1:39→1}"
