"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"	"LST gauge algebra"
16	1	16	216	0	1	1	0	0	0	0	0	"{s1:16→1 / s2:1→1, s1:1→1 / s2:16→1}"	""	"e7+f5+3(g2+su(2))"
16	1	16	222	1	0	1	0	0	0	0	0	"s1:16→1"	"s2:2→1"	"e7+f5+3(g2+su(2))"
16	1	16	243	1	1	0	0	0	0	0	0	"{s1:16→1 / s2:1→1, s1:1→1 / s2:16→1}"	"{s2:17→1, s2:17→1}"	"e7+f5+3(g2+su(2))"
16	1	17	192	0	1	0	1	0	0	0	0	"{s1:16→1 / s2:1→1, s1:1→1 / s2:16→1}"	""	"e7+f5+3(g2+su(2))"
16	1	17	196	0	0	2	0	0	0	0	0	"s1:16→1 / s2:1→1"	""	"e7+f5+3(g2+su(2))"
16	1	17	198	1	0	0	1	0	0	0	0	"s1:16→1"	"s2:2→1"	"e7+f5+3(g2+su(2))"
16	1	17	242	1	1	0	0	0	0	0	0	"{s1:16→1 / s2:1→1, 16→1, s1:16→1 / s2:1→2, 5→1, 16→2, s1:1→1, 16→1, s1:1→1, 16→1 / s2:16→1, s1:1→1, 16→1 / s2:1→1, 5→1, 16→2, s1:1→1, 16→1 / s2:5→1, 16→1, s1:1→1 / s2:16→1, s1:1→1 / s2:5→1, 16→2}"	"{s2:2→1, s2:2→1, s2:2→1, s2:2→1, s2:2→1, s2:2→1, s2:2→1, s2:2→1}"	"e7+f5+3(g2+su(2))"
16	1	17	243	1	1	0	0	0	0	0	0	"{s1:16→1 / s2:1→2, 5→1, 16→1, s1:16→1 / s2:5→1, s1:1→1, 16→1 / s2:1→1, 5→1, 16→1, s1:1→1, 16→1 / s2:5→1, s1:1→1, 16→1 / s2:5→1, 16→1, s1:1→1 / s2:1→1, 5→1, 16→3, s1:1→1 / s2:5→1, 16→1}"	"{s2:17→1, s2:17→1, s2:17→1, s2:17→1, s2:17→1, s2:17→1, s2:17→1}"	"e7+f5+3(g2+su(2))"
16	1	18	166	0	1	0	0	1	0	0	0	"s1:16→1 / s2:1→1"	""	"e7+f5+3(g2+su(2))"
16	1	18	172	0	0	1	1	0	0	0	0	"{s1:16→1 / s2:1→1, s1:1→1 / s2:16→1}"	""	"e7+f5+3(g2+su(2))"
16	1	18	172	1	0	0	0	1	0	0	0	"s1:16→1"	"s2:2→1"	"e7+f5+3(g2+su(2))"
16	1	19	139	0	1	0	0	0	1	0	0	"s1:16→1 / s2:1→1"	""	"e7+f5+3(g2+su(2))"
16	1	19	145	1	0	0	0	0	1	0	0	"s1:16→1"	"s2:2→1"	"e7+f5+3(g2+su(2))"
16	1	19	146	0	0	1	0	1	0	0	0	"s1:16→1 / s2:1→1"	""	"e7+f5+3(g2+su(2))"
