"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
72	1	"5 e8+6 f4+12(g2+su(2))"	"5 e8+e7+7 f4+12(g2+su(2))"	72	243	0	0	0	1	0	0	1	0	2
72	1	"5 e8+6 f4+12(g2+su(2))"	"5 e8+e7'+e6+6 f4+12(g2+su(2))"	72	245	0	0	0	0	1	1	0	0	2
72	1	"5 e8+6 f4+12(g2+su(2))"	"5 e8+e7+e6+6 f4+12(g2+su(2))"	73	217	0	0	0	0	1	0	1	0	2
72	1	"5 e8+6 f4+12(g2+su(2))"	"5 e8+e7+e7'+6 f4+12(g2+su(2))"	74	190	0	0	0	0	0	1	1	0	2
72	2	"5 e8+7 f4+su(3)+11(g2+su(2))"	"6 e8+7 f4+12(g2+su(2))"	78	128	1	0	0	0	0	0	0	1	6
72	7	"6 e8+6 f4+11(g2+su(2))"	"6 e8+6 f4+12(g2+su(2))"	77	180	1	1	0	0	0	0	0	0	2
72	7	"6 e8+6 f4+11(g2+su(2))"	"6 e8+6 f4+su(3)+11(g2+su(2))"	72	181	0	1	0	0	0	0	0	0	2
72	13	"5 e8+e6+6 f4+su(3)+11(g2+su(2))"	"5 e8+e7'+e6+6 f4+2 su(3)+11(g2+su(2))"	72	238	0	1	0	0	0	1	0	0	2
72	13	"5 e8+e6+6 f4+su(3)+11(g2+su(2))"	"5 e8+e7+e6+6 f4+2 su(3)+11(g2+su(2))"	73	210	0	1	0	0	0	0	1	0	2
72	18	"6 e8+6 f4+11(g2+su(2))"	"6 e8+6 f4+12(g2+su(2))"	77	180	1	1	0	0	0	0	0	0	2
72	18	"6 e8+6 f4+11(g2+su(2))"	"6 e8+6 f4+su(3)+11(g2+su(2))"	72	181	0	1	0	0	0	0	0	0	2
72	23	"5 e8+e6+6 f4+3 su(3)+10(g2+su(2))"	"5 e8+2 e6+6 f4+3 su(3)+10(g2+su(2))"	72	266	0	0	0	0	1	0	0	0	3
72	23	"5 e8+e6+6 f4+3 su(3)+10(g2+su(2))"	"5 e8+2 e6+6 f4+so(8)+3 su(3)+10(g2+su(2))"	72	238	0	0	1	0	1	0	0	0	2
72	23	"5 e8+e6+6 f4+3 su(3)+10(g2+su(2))"	"5 e8+2 e6+7 f4+3 su(3)+10(g2+su(2))"	73	214	0	0	0	1	1	0	0	0	2
