"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
72	1	76	163	1	2	0	0	0	0	0	1
72	1	76	164	0	2	0	0	0	0	0	1
72	1	76	169	2	1	0	0	0	0	0	1
72	1	76	171	1	1	0	0	0	0	0	1
72	1	76	172	0	1	0	0	0	0	0	1
72	2	73	271	1	0	0	0	0	1	0	0
72	2	74	243	1	0	0	0	0	0	1	0
72	2	75	243	1	0	0	0	0	0	1	0
72	2	77	128	1	0	0	0	0	0	0	1
72	2	81	271	1	0	0	0	0	1	0	0
72	2	82	271	1	0	0	0	0	1	0	0
72	7	76	180	1	1	0	0	0	0	0	0
72	10	74	258	1	1	0	0	1	0	0	0
72	10	75	203	1	1	0	0	0	0	1	0
72	10	75	204	0	1	0	0	0	0	1	0
72	10	75	231	1	1	0	0	0	1	0	0
72	10	75	232	0	1	0	0	0	1	0	0
72	10	76	258	1	1	0	0	1	0	0	0
72	10	76	259	0	1	0	0	1	0	0	0
72	18	76	180	1	1	0	0	0	0	0	0
72	23	74	257	1	1	0	0	1	0	0	0
72	23	74	258	0	1	0	0	1	0	0	0
72	23	74	265	1	0	0	0	1	0	0	0
72	23	75	256	2	1	0	0	1	0	0	0
72	23	75	257	1	1	0	0	1	0	0	0
72	23	75	258	0	1	0	0	1	0	0	0
72	23	77	263	1	0	1	1	0	0	0	0
72	33	74	258	1	0	0	0	1	0	0	0
72	33	75	203	1	0	0	0	0	0	1	0
72	33	75	231	1	0	0	0	0	1	0	0
72	33	75	258	1	0	0	0	1	0	0	0
72	43	74	271	1	1	0	0	0	0	0	1
