"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
108	1	109	254	0	2	0	0	0	0	0	1
108	1	109	261	1	1	0	0	0	0	0	1
108	1	109	262	0	1	0	0	0	0	0	1
108	1	110	253	1	2	0	0	0	0	0	1
108	1	110	259	2	1	0	0	0	0	0	1
108	5	110	218	1	0	0	0	0	0	0	1
