"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
96	6	97	240	0	0	0	0	0	0	0	1	"s1:96→1"	""
96	7	97	272	0	0	0	0	0	0	1	0	"s1:96→1"	""
96	15	97	189	0	0	0	0	0	0	0	1	"s1:1→1"	""
96	16	97	188	0	0	0	0	0	0	0	1	"s1:1→1"	""
96	17	97	107	0	0	0	0	0	0	1	0	"s1:1→1"	""
96	17	97	135	0	0	0	0	0	1	0	0	"s1:1→1"	""
96	17	97	162	0	0	0	0	1	0	0	0	"s1:1→1"	""
96	17	97	188	0	0	0	1	0	0	0	0	"s1:1→1"	""
96	17	97	212	0	0	1	0	0	0	0	0	"s1:1→1"	""
96	17	97	232	0	1	0	0	0	0	0	0	"s1:1→1"	""
96	17	103	232	0	1	0	0	0	0	0	0	"s1:1→2"	""
96	17	105	212	0	0	1	0	0	0	0	0	"s1:1→2"	""
96	17	105	232	0	1	0	0	0	0	0	0	"{s1:1→3, s1:1→4, s1:1→5}"	""
96	34	97	264	0	0	0	0	0	0	1	0	"s1:96→1"	""
96	35	97	263	0	0	0	0	0	0	1	0	"s1:1→1"	""
