"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
10	8	"f5+su(3)+g2+su(2)"	18	62	2	3	0	0	0	0	1	0	"s1:1→1 / s2:10→1 / s3:10→1 / s4:6→1 / s5:10→1"	"s5:14→1 / s6:9→1"
10	8	"f5+su(3)+g2+su(2)"	18	90	2	3	0	0	0	1	0	0	"s1:1→1 / s2:10→1 / s3:10→1 / s4:6→1 / s5:10→1"	"s5:14→1 / s6:9→1"
10	8	"f5+su(3)+g2+su(2)"	20	117	2	3	0	0	1	0	0	0	"s1:1→1 / s2:10→1 / s3:10→1 / s4:6→1 / s5:10→1"	"s5:14→1 / s6:9→1"
10	8	"f5+su(3)+g2+su(2)"	48	69	3	2	0	0	0	0	1	0	"s1:1→1 / s2:10→1 / s3:6→1 / s4:10→1 / s5:10→1"	"s4:13→1 / s5:12→1 / s6:9→1"
10	9	"f5+2(g2+su(2))"	15	179	1	5	0	0	0	0	0	0	"s1:10→1 / s2:5→1 / s3:1→1 / s4:1→1, 10→1 / s5:1→1, 10→1 / s6:1→1, 10→1"	"s6:12→1"
10	31	"e6+3 su(3)"	14	166	4	2	0	0	0	0	0	0	"s1:10→1 / s2:4→1 / s3:1→1 / s4:1→1 / s5:1→2, 4→1, 10→1 / s6:1→2, 4→1, 10→1"	"s3:11→1 / s4:12→1 / s5:12→1 / s6:11→1"
10	31	"e6+3 su(3)"	15	166	4	2	0	0	0	0	0	0	"s1:10→1 / s2:4→1 / s3:1→1 / s4:1→1 / s5:1→3, 4→1, 10→1 / s6:1→3, 4→1, 10→1"	"s3:11→1 / s4:12→1 / s5:12→1 / s6:11→1"
10	31	"e6+3 su(3)"	16	116	3	2	0	1	0	0	0	0	"s1:1→1 / s2:10→1 / s3:4→1 / s4:4→1 / s5:4→1, 10→1 / s6:4→1, 10→1"	"s4:12→1 / s5:12→1 / s6:13→1"
10	31	"e6+3 su(3)"	16	140	3	2	1	0	0	0	0	0	"s1:10→1 / s2:4→1 / s3:1→1 / s4:1→1 / s5:1→1, 4→1 / s6:1→1, 4→1"	"s4:12→1 / s5:12→1 / s6:13→1"
10	31	"e6+3 su(3)"	16	153	2	4	0	0	0	0	0	0	"{s1:10→1 / s2:4→1 / s3:1→1 / s4:1→1, 10→1 / s5:1→1, 10→1 / s6:1→1, 10→1, s1:10→1 / s2:4→1 / s3:1→1 / s4:1→1, 4→1, 10→1 / s5:1→1, 4→1 / s6:1→1, 4→1}"	"{s5:12→1 / s6:12→1, s5:11→1 / s6:11→1}"
