"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
85	1	87	223	0	2	0	0	0	0	0	1
85	1	87	230	1	1	0	0	0	0	0	1
85	1	87	231	0	1	0	0	0	0	0	1
85	1	88	222	1	2	0	0	0	0	0	1
85	1	88	228	2	1	0	0	0	0	0	1
85	20	86	261	0	1	0	0	0	0	1	0
85	20	87	260	1	1	0	0	0	0	1	0
85	27	87	222	1	2	0	0	0	0	0	0
85	27	87	223	0	2	0	0	0	0	0	0
85	27	87	228	2	1	0	0	0	0	0	0
85	27	87	230	1	1	0	0	0	0	0	0
85	27	87	231	0	1	0	0	0	0	0	0
85	42	86	272	1	0	0	0	1	0	0	0
