"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
74	1	"6 e8+5 f5+11(g2+su(2))"	74	247	0	0	0	1	0	0	0	0	"s1:1→1"	""
74	1	"6 e8+5 f5+11(g2+su(2))"	74	271	0	0	1	0	0	0	0	0	"s1:1→1"	""
74	2	"6 e8+5 f5+11(g2+su(2))"	74	247	0	0	0	1	0	0	0	0	"s1:1→1"	""
74	2	"6 e8+5 f5+11(g2+su(2))"	74	271	0	0	1	0	0	0	0	0	"s1:1→1"	""
74	4	"6 e8+5 f5+11(g2+su(2))"	74	247	0	0	0	1	0	0	0	0	"s1:1→1"	""
74	4	"6 e8+5 f5+11(g2+su(2))"	74	271	0	0	1	0	0	0	0	0	"s1:1→1"	""
74	7	"5 e8+e7+6 f5+12(g2+su(2))"	74	220	0	0	0	0	0	0	1	0	"s1:1→1"	""
74	7	"5 e8+e7+6 f5+12(g2+su(2))"	74	248	0	0	0	0	0	1	0	0	"s1:1→1"	""
74	9	"5 e8+e7+6 f5+su(3)+11(g2+su(2))+so(7)+2 su(2)"	74	210	0	0	0	0	0	0	1	0	"s1:1→1"	""
74	9	"5 e8+e7+6 f5+su(3)+11(g2+su(2))+so(7)+2 su(2)"	74	238	0	0	0	0	0	1	0	0	"s1:1→1"	""
74	9	"5 e8+e7+6 f5+su(3)+11(g2+su(2))+so(7)+2 su(2)"	74	265	0	0	0	0	1	0	0	0	"s1:1→1"	""
74	10	"6 e8+5 f5+11(g2+su(2))"	74	247	0	0	0	1	0	0	0	0	"s1:1→1"	""
74	10	"6 e8+5 f5+11(g2+su(2))"	74	271	0	0	1	0	0	0	0	0	"s1:1→1"	""
74	11	"5 e8+e7+6 f5+11(g2+su(2))+so(7)+2 su(2)"	74	218	0	0	0	0	0	0	1	0	"s1:74→1"	""
74	11	"5 e8+e7+6 f5+11(g2+su(2))+so(7)+2 su(2)"	74	246	0	0	0	0	0	1	0	0	"s1:74→1"	""
74	11	"5 e8+e7+6 f5+11(g2+su(2))+so(7)+2 su(2)"	74	273	0	0	0	0	1	0	0	0	"s1:74→1"	""
